Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9_10,Mut3,Mut4,Mut5,Mut6,Mut7_8,Mut9_10
COL26A1,2.186314235,0.091385254,0.222703262,1.163535671,1.655514166,1.139309561,0.181086352,0.818152942,1.395939872,0.517646222,0.301456492,1.268407196,1.706970251,1.640547341
COL27A1,3.042542273,3.380804776,1.171133451,2.128097353,3.908043059,6.327859583,2.082853094,3.223635546,3.65355943,2.752858729,1.655163407,4.839418264,2.883117421,3.430077792
COL28A1,1.046437728,0.408128502,0.773491516,0.550921844,1.336887771,2.359297575,0.567013997,1.322678046,0.2968085,0.229768854,0.301456492,1.69318963,0.543113415,1.798916065
COL2A1,0.149616054,0.335221017,3.237160179,1.212607273,2.257150019,0.335104354,0.806471484,0.92329918,1.771787171,0.602115872,0.606795547,8.044358058,1.452333166,2.935001151
COL3A1,10.43790131,7.049187024,5.480558324,7.842715345,11.13546035,14.61682395,7.670815192,9.770354738,9.950966777,6.4876887,6.883442846,9.322575742,9.457565344,10.76499984
COL4A1,9.844326942,7.539126632,8.144912069,8.016860831,9.673991134,11.0618937,7.837656759,8.970817257,9.122252068,7.616650425,8.158232243,8.605073356,8.586097416,9.418387487
COL4A2,8.924447429,6.752903981,7.218097264,7.091686742,8.737667276,9.984327269,6.937743688,8.008673025,8.320649936,6.724562969,7.178975951,7.766224691,7.674909792,8.588055542
COL4A3,0,0.408128502,0.460024984,0.207901806,0.466250707,0.274022962,0.401597099,0.158514281,0.2968085,0.281916388,0.301456492,0.270455357,0.264279401,0.512665152
COL4A4,3.144115775,2.810674502,2.683659856,2.165963796,1.903025846,1.628423297,2.891300374,2.510287041,2.124690319,2.824932511,2.839613163,2.423396039,1.215658352,1.388927665
COL4A5,8.430204168,7.75670746,6.149348748,7.514918466,7.30292684,5.981333124,8.133562824,8.538181335,7.566664905,7.488323927,7.413364915,7.853270865,7.538833253,6.888411701
COL4A6,6.729205801,6.255458124,0.875457924,5.6116804,5.793181235,3.99602774,5.972999679,7.079569062,6.083163963,5.711650744,5.711930844,5.619981463,5.864068488,5.432042186
COL5A1,7.396285745,3.991819111,3.1917609,4.964694256,8.057237308,11.23570283,4.787313177,6.745086306,7.009937856,3.714625303,4.619845982,6.730043774,6.446507523,7.918667781
COL5A2,8.257185236,4.921051338,4.208257147,6.333333082,9.000157837,11.67232045,6.136056018,8.189481479,7.452235348,5.075387876,5.911711537,7.647120097,7.592641902,8.964478104
COL5A3,5.620291128,3.416585023,3.770199322,4.164668292,6.056391218,9.74929396,3.801755453,4.526598557,6.223338742,3.606311548,4.27057019,4.846328567,4.747144097,6.068411946
COL6A1,7.727606579,5.011571413,3.697815061,5.347686456,7.97231804,10.58336908,5.45272478,7.113238145,7.551436836,4.810567819,5.449603881,6.789514602,6.630563923,7.811521686
COL6A2,7.82624192,4.97304132,3.693168155,5.194280031,7.678547162,10.58341825,5.439447429,6.972912707,7.427015347,4.726037764,5.34419459,6.52083117,6.406857482,7.546757395
COL6A3,6.927430662,4.993916069,4.391522891,5.467507743,7.582093186,10.40890163,5.371163479,6.472792967,7.409953704,4.753999261,5.729414175,6.818355269,6.709138381,7.598923633
COL6A5,1.138825227,0.781837516,0,0.88950425,2.214662403,5.516123377,1.104430949,1.590531713,0.574808569,0.229768854,0,0.946991414,0.92741007,1.83735608
COL6A6,0.317150059,0.937719008,0.115644602,0.472506407,1.004185645,5.830407394,0.618190796,0.524004565,0.542850187,0.175665483,0,0.840273205,0.649167008,0.941332746
COL7A1,2.07846962,5.362858977,4.024408574,4.434024571,5.938959873,4.995737512,4.411058075,4.305559921,5.577780408,3.892869525,3.481166296,4.848050983,5.925425101,6.169829535
COL8A1,6.727719102,4.428497328,2.416804514,5.538991391,8.524579848,8.672247851,5.321848308,6.608331049,6.602386606,4.292981955,5.293805233,7.025854245,7.109653634,8.238277145
COL8A2,5.466560368,2.684278188,0.585687692,3.245897582,6.170547305,3.732163527,3.521679197,4.548173282,4.018501197,2.523008356,2.804051484,4.629125741,4.820728177,5.978165055
COL9A1,6.651752261,8.014476426,10.93994564,8.000580616,8.448130246,5.900283792,8.196214456,8.393863398,7.640955444,8.865598609,8.530373541,8.386942027,7.778811011,7.538356937
COL9A2,2.757922539,5.45606979,9.51408884,5.032881851,5.952759206,3.092595997,5.567836856,4.842784687,5.54689589,6.145526082,5.147775376,7.437454152,5.855338033,5.761950921
COL9A3,7.58627872,7.274294744,5.301327314,7.533142972,7.322753329,4.005453372,7.047413012,7.206713327,6.899918571,7.082523957,6.580418278,7.518642984,7.275231208,7.124845614
COLCA2,5.320349625,1.397702568,0.585687692,0.550921844,1.004185645,1.65262092,0.643114138,3.086095286,1.225220308,0.930848614,0.367913316,0.946991414,0.688755078,0.941842513
COLEC10,0,0,0,0,0.049189022,0.073537465,0.311185811,0.062402672,0,0,0,0,0,0.059244301
COLEC11,0.409062478,0.091385254,0.058980731,0.107692669,0.230714179,0.877115752,0.03808137,0.082309758,0.091210978,0.060962895,0,0.310983631,0.233288169,0.325507125
COLEC12,5.545472436,4.892749482,3.256188028,5.75625484,6.40353574,7.773146411,5.920450044,5.358937656,4.432343729,6.172539248,4.480368232,5.333182887,5.882142358,6.785453192
COLGALT1,7.153813854,7.241627982,7.132729537,7.45436564,7.541308188,8.101191998,7.471292779,7.535513242,7.286023592,7.467716984,7.317834826,7.324146633,7.448951455,7.453994504
COLGALT2,1.458585438,1.854277625,0.73783578,0.550921844,1.451095998,3.691865821,1.366308104,1.284434965,1.303599247,1.055920354,0.763125878,1.308992246,1.209571762,1.396401903
COMMD1,4.243995801,3.485588587,3.224334078,3.662694232,3.242249651,3.737829544,3.874595248,3.34522478,3.584599347,3.738147874,3.878812588,3.546886561,3.592246833,3.487889729
COMMD10,5.126380089,4.9334539,4.815878413,5.210979741,4.822507278,5.163000477,5.235373211,5.039905899,4.721792948,5.286345719,5.070063453,5.270343254,5.196108937,5.186580494
COMMD2,5.785168015,5.46250282,5.480558324,5.651152977,5.472117429,5.256751629,5.894737306,5.669081924,5.327629342,5.650981989,5.819735242,5.780117182,5.665650372,5.507989381
COMMD3,6.878695287,6.833698697,6.871492689,6.955076694,6.510584668,6.351150058,6.879287808,6.75486099,6.68752065,6.798028553,6.767445677,6.78187557,6.621044449,6.466528994
COMMD3-BMI1,5.904455307,6.298043993,7.182483098,6.176762568,6.080991689,6.059202214,6.220760336,6.177289647,6.252035825,6.284614524,5.85925508,6.162281611,6.197707431,5.959632479
COMMD4,6.20188316,5.641364351,5.1853365,5.393627208,5.209496092,5.098403234,5.417043305,5.469837603,5.632898129,5.50230295,5.378851307,5.518723758,5.337545819,5.346675534
COMMD5,0.49546833,0.60704981,0.460024984,0.763438993,0.3135732,0.39370436,0.341956768,0.366315473,0.257966373,0.56049917,0.606795547,0.632115502,0.470222733,0.407643063
COMMD7,5.922112331,5.475283458,5.237333255,5.50861276,5.359627386,5.529251964,5.74160861,5.645403682,5.418491677,5.791392716,5.66974437,5.664647452,5.481154829,5.414732663
COMMD8,5.629873965,5.427857016,5.340485758,5.541394271,5.601416634,5.740134544,5.492696321,5.50003555,5.417390505,5.463315167,5.321317713,5.42143407,5.515217581,5.623563073
COMMD9,6.488407417,5.788579033,5.614384253,5.853250349,5.475495231,5.303349168,6.017163186,5.889262424,5.465064148,6.193961539,5.85925508,5.803385524,5.746615737,5.520775488
COMP,2.040652349,0.60704981,0.369725108,0.661090008,1.487240959,1.895021023,1.030795623,0.612175676,1.482724039,0.56049917,0.367913316,1.983811984,1.012260363,1.47459176
COMT,4.743553525,4.899086938,5.611924338,5.194280031,4.942895946,5.954819399,5.313139199,5.245590697,4.573481124,5.217723928,5.246016027,5.216690673,5.068289512,5.038862914
COMTD1,1.659086934,4.032742369,4.723191284,4.017093686,3.979569581,3.235618402,4.276161701,3.888833918,3.768563254,4.099505583,4.585347648,4.322195297,3.979632708,4.094620946
COP1,6.187354414,6.094963267,6.377187733,6.364200571,6.225745323,6.41088917,6.269594279,6.271633401,6.181789941,6.345610019,6.384668461,6.184264918,6.25521193,6.204360835
COPA,8.298454689,8.40548223,8.606104268,8.291582589,8.321372361,8.67944232,8.188960002,8.440119812,8.421445073,8.52019137,8.524695163,8.342117877,8.311888453,8.20074316
COPB1,7.932020383,7.787778049,7.978968618,7.835880004,7.716868121,7.775902854,7.791550413,7.801579478,7.560692699,7.944709872,7.868380849,7.614856562,7.777520383,7.624676945
COPB2,8.426428706,8.071701202,8.276933857,7.988744051,8.016079073,8.262202498,8.115031706,8.204210356,7.827228622,8.362451158,8.136355844,7.998373219,8.030149485,7.889338393
COPE,7.849668387,7.29846822,7.747558571,7.255413587,6.943506936,7.059698395,7.396541051,7.258576786,7.22250527,7.687535692,7.458381508,7.365320494,7.082230425,7.112297105
COPG1,7.302031158,7.633367584,8.019670496,7.39049327,7.48683801,7.823307139,7.297731303,7.592501297,7.588598481,7.766012383,7.557815108,7.398609678,7.393227297,7.244970615
COPG2,6.538872954,6.647689622,6.810046626,6.558811971,6.301288426,5.497874249,6.672024143,6.613703392,6.516547311,6.659526875,6.608176405,6.309562866,6.637486974,6.386200318
COPRS,3.818943222,3.353374938,4.195170316,3.533468572,3.258026597,3.498488936,3.779447594,3.452017542,3.308671412,3.742806712,3.850039744,3.503830641,3.250966439,3.015961114
COPS3,6.216797043,6.440629517,6.695059524,6.64736258,6.454633927,6.231749372,6.777441454,6.747153864,6.454020534,6.856694617,6.768983557,6.627472552,6.697472852,6.310135413
COPS4,7.034123699,6.501247284,6.861172804,6.671695591,6.451778611,6.335353523,6.58827893,6.746110164,6.448101545,6.697220016,6.840937913,6.614375825,6.454571608,6.270459708
COPS5,7.201988856,6.921147321,6.826053236,7.027999849,6.694295685,6.66842728,7.076866298,6.960683687,6.916381406,6.999309447,7.209877157,6.964455348,6.94506501,6.748544873
COPS6,7.62552656,6.87286282,6.97513697,6.962716426,6.703447022,6.616320301,7.050036155,7.000978754,6.774374958,7.125968707,6.990803574,6.815717076,6.787468255,6.709209479
COPS7A,7.74277428,7.130885504,7.267384693,7.11728076,6.772353317,6.980662595,7.28640515,7.352101555,7.087447267,7.459957067,7.418273361,7.151128315,7.00705305,6.870531271
COPS7B,5.287426015,5.046246845,4.928893196,5.059949927,4.864335919,4.745941977,5.165054908,4.963025405,5.329972055,5.171821382,5.356521659,5.207327698,5.146016015,4.952614844
COPS8,6.460484317,5.983080654,5.929916749,6.070132995,5.935693699,6.307048248,5.984015537,6.049147503,6.208136634,5.993539471,6.278541075,6.084782791,5.983108769,5.929014425
COPS9,5.776566034,5.471035813,5.337511018,5.782899958,5.402845478,5.558361626,5.72054049,5.68820343,5.300411106,5.789142317,6.079746043,5.851404144,5.466163612,5.503763534
COPZ1,8.447467734,7.845932251,8.346093732,7.775413323,7.726350474,7.396129718,7.767489972,7.946435118,7.572117794,8.307888165,8.132776851,8.189658069,7.605943828,7.397645823
COPZ2,6.967032489,5.643253209,6.388729563,5.734368643,5.240268832,6.353919816,5.636932225,5.871897622,4.910497666,5.907979242,5.948821613,5.676328472,5.047623227,5.157254341
COQ10A,4.026657625,4.609434334,4.344882857,4.18939347,3.850236741,6.209493279,4.438012132,3.654075325,4.206183187,4.480388652,4.060582436,3.944748701,3.801822729,4.070690689
COQ10B,4.721314557,4.356637848,5.256358836,4.663124017,5.00030312,5.494531281,4.727393564,4.689371239,5.219328777,5.043644897,4.889561932,4.866863072,4.916307607,5.06652826
COQ2,5.334093373,6.011144011,5.732320609,5.83181615,5.419308973,5.39584674,6.069813877,5.527106319,5.572843538,6.074308312,5.890674749,5.817520182,5.490383478,5.446342045
COQ3,4.924453704,4.870346549,5.022624554,4.993059598,4.643898347,4.670923349,5.3247397,4.933758458,4.692961325,5.231048864,5.119121704,4.951013931,5.08919243,4.665904781
COQ4,5.129761129,4.597793132,4.530860012,4.620577115,4.268884454,3.656405767,4.654189097,4.760891612,4.709249951,4.569627762,4.855224912,4.406432631,4.407419049,4.057763244
COQ5,5.270167539,5.263207399,5.375712284,5.230469732,5.118803727,5.718805612,5.338156768,5.203702058,5.057695792,5.367018927,5.451520542,5.260029954,5.282686011,5.113328851
COQ6,5.39811304,4.960975864,5.051957433,4.9375855,4.657840762,4.426207195,4.970778217,5.054326008,5.122646669,4.958088623,5.001072272,4.827245011,4.90709086,4.557756498
COQ7,4.627169397,5.238430656,5.131395415,4.975396721,4.60741519,4.521262266,5.268787141,4.689100605,4.553571812,5.258962209,5.325504218,4.809674513,4.685474144,4.52929712
COQ8A,5.200064411,5.148199348,5.594586484,4.572044041,3.685001892,8.216772287,5.557222073,4.981412655,3.664738986,4.466372777,4.977322044,3.912188159,4.048539479,4.288107765
COQ8B,5.379298347,4.574225079,4.992682879,4.654270455,4.366717743,4.830570135,4.654189097,5.080174595,4.683831986,4.716595524,4.578347872,4.619073472,4.560625694,4.533957127
COQ9,6.81920986,6.530116742,6.765366844,6.545107695,6.010559211,7.069280239,6.878959989,6.688896043,6.088708412,6.80472795,7.00522925,6.331275666,6.147192437,5.898400473
CORIN,0.285163603,0,0,0,0,0,0,0.020860466,0,0,0,0,0,0.0341438
CORO1A,5.320349625,5.320991077,3.93276933,5.724886242,6.175401758,6.780412994,5.504644975,5.59920819,4.959738833,4.907116848,5.412694986,6.12227436,5.657943295,6.776850016
CORO1B,7.260479841,6.878486454,6.811119276,7.215720609,6.807175052,7.106436245,7.223245119,6.983384243,6.830468057,7.208278081,7.072781924,7.061180265,7.027899971,7.098339164
CORO1C,6.824783339,7.078799275,6.673399348,7.136877977,7.178571745,7.622029121,6.957438906,7.308841317,7.719669782,7.00416837,7.213834841,7.267032097,7.126700397,7.461540419
CORO2A,4.766903215,4.728091371,5.412928054,5.119057774,5.014304957,2.982358855,5.655424748,5.181317276,5.032025521,5.236014156,5.481845803,5.305870048,5.371108352,5.135726456
CORO2B,4.531570453,1.979172947,0.545004278,2.262335625,3.166252908,3.872697145,2.278470533,3.425303485,3.373701156,3.059614824,1.573034006,2.530245498,3.347913097,2.921207581
CORO6,3.854798347,1.20655153,1.249186823,1.516058543,1.903025846,6.04784345,2.340736864,2.778482088,2.787931746,1.251674523,1.259620655,1.046356337,1.571806317,2.290357766
CORO7,5.142090923,5.126757886,4.866286019,4.773533215,5.025102093,5.282178612,4.666397465,4.883309021,5.044917751,4.933846803,4.59924613,4.866863072,4.914577857,5.217548675
CORT,0.076746668,0.258432086,0.058980731,0.054850966,0,0,0,0,0.046326194,0,0,0.04874501,0.053324589,0.087037804
COTL1,7.436657325,8.057606395,6.426315467,8.181311948,7.805424156,8.128946812,8.060714464,7.846982002,8.016198753,8.376009769,8.026532526,8.266533163,8.23105737,8.460726789
COX1,11.49766772,13.17320783,11.81800745,12.43725049,12.6211231,12.63425845,12.00917804,12.06428707,13.0414463,12.55077003,12.08045466,12.09214515,12.23620229,12.41225429
COX10,4.933510158,4.876782964,5.472445403,4.876090187,4.645898389,4.892840661,4.944702164,4.889896979,4.637298095,5.04553159,5.196589411,4.821996294,4.772630545,4.614507922
COX11,1.444173522,3.746807895,3.711666642,3.756684825,3.584307646,3.680142378,3.941424005,3.842508128,3.444599778,3.905390511,4.080536174,3.695874876,3.734893752,3.669961808
COX14,6.95564674,5.997918865,6.19936156,6.142351569,5.525235592,5.852772703,6.365377549,6.352253206,5.556931059,6.311519908,6.49750332,6.572274332,5.729336634,5.600049386
COX15,5.512180068,5.66200701,5.797633923,5.694980445,5.433272533,5.23488083,5.686477923,5.693215337,5.534760814,5.831310934,5.921424705,5.451202671,5.554084944,5.26611895
COX16,1.8460972,1.501309018,1.842870232,1.573540023,1.539815172,1.915164322,1.949339787,1.863355856,1.642044958,1.598652425,2.12750961,1.86634837,1.371238714,1.743987719
COX17,2.15125419,3.145207874,1.825989277,2.296877606,2.695979472,2.777556015,1.998453629,1.991424976,3.220509009,2.182458593,1.600933205,1.767880282,2.473665614,2.287899657
COX18,4.21245357,3.868061917,3.711666642,3.989201532,3.727174113,3.846713431,3.856061113,3.879748483,3.934781661,4.01344252,3.89016295,3.79206561,3.788998679,3.731548851
COX19,5.797267022,4.967021205,4.973648779,5.003554449,4.689212075,5.035385842,5.180034224,5.246950365,4.846484354,5.166629763,5.147775376,4.979579953,4.875716241,4.754828046
COX2,2.425182342,2.513054064,1.54574983,1.799134859,1.702393304,2.011866408,2.302136449,1.828531892,2.606581998,2.209636816,2.007569934,1.89329034,1.701093974,2.248169833
COX20,0,4.226617376,4.227667467,3.84881021,3.649556197,3.928265573,4.219290296,3.941846872,3.40069808,4.299321132,3.802775218,3.714878004,3.791213447,3.506705143
COX3,2.963903206,2.462600474,2.046041754,2.584717511,2.32861931,2.873329204,2.859751782,2.420403384,2.955093554,2.168675039,2.482761099,2.257047458,2.097146653,2.620062127
COX4I1,8.874350265,8.965817271,8.962051337,9.127670871,8.666426887,8.566571499,9.11005519,8.844417907,8.574386465,9.240599111,9.223732589,9.140687604,8.802625542,8.644256449
COX4I2,2.168890713,0.477528123,1.030857182,1.535474623,2.159730462,2.102491851,0.486675053,1.522342361,3.448917356,0.793895867,0.763125878,1.46079605,1.663830864,2.33472058
COX5A,5.054670296,6.576325754,7.515561215,6.850924941,7.0117879,7.352017217,7.09278464,6.953974042,6.650978903,6.994922379,7.121147423,6.93679977,6.896845915,6.838971159
COX6A1,8.531242659,7.821950815,7.99416011,8.045075247,7.554676889,7.139452259,8.303924613,8.00678887,7.556447378,8.292082346,8.15087861,8.03682645,7.739251535,7.671247801
COX6A2,2.294709952,0,0.369725108,0.512246829,0.571010675,7.616657554,4.022016975,0.302310078,0,0,0,0.42615466,0.427015094,1.993620834
COX6B1,8.520872055,7.990193584,7.953450416,8.165821446,7.749554726,7.712212476,8.170595691,7.952445136,7.689199403,8.291684973,8.291001313,8.025264509,7.805249421,7.679542672
COX6B2,0.947726646,0.477528123,1.323233176,0.661090008,1.414022147,1.676419374,0.667614218,0.659029684,0.636676851,0.175665483,0.15858777,0.921042771,0.802647247,1.227557502
COX6C,0.285163603,0.258432086,0.369725108,0.389582602,0.230714179,0.450016744,0.513954823,0.2825922,0.371489597,0.332244572,0.301456492,0.532807366,0.241426381,0.21520941
COX7A1,2.74622203,2.374380329,1.29897089,2.153451756,1.356561425,5.24087855,3.292768847,1.579192753,1.465779822,2.42205484,2.341071834,2.149413709,1.645510681,1.679742048
COX7A2,7.671488627,7.006534685,7.372122136,7.269976072,6.954038099,6.755492047,7.50694646,7.213665118,6.76618061,7.412134527,7.5162986,7.234150401,7.038886672,6.974737025
COX7A2L,7.046400487,6.744129996,7.427377742,7.002065432,6.63108381,6.946816565,6.989070904,6.532259005,6.673752816,6.964332337,7.095636119,6.87140151,6.772451822,6.962427368
COX7B,7.413495206,7.550745883,7.69361671,7.743419806,7.444376368,7.522961765,7.761100376,7.449612274,7.070034326,7.657625784,7.766594295,7.525386327,7.363297408,7.222287369
COX8A,8.464415585,7.542166775,8.275574557,7.983010141,7.502651315,7.107530804,8.238991428,8.104904033,7.3164686,8.049020047,7.974829368,7.813933655,7.643747172,7.566579122
CP,8.987612499,10.06388883,5.01146912,9.580468904,9.089390978,7.774180694,9.973007319,9.777332768,7.78750818,9.609931935,9.617544146,9.344628915,9.294090995,8.962400881
CPA1,0.149616054,0,0,0.107692669,0.049189022,0.21024071,0.14664195,0.041134591,0.134741349,0,0,0.228755571,0,0.125988537
CPA2,0.317150059,0.091385254,0.170166772,0,0.096756081,0.606856548,0.247602099,0.176290217,0.2968085,0.060962895,0.15858777,0.228755571,0.121172173,0.125988537
CPA3,1.065394601,0.091385254,0,0.625293958,3.592626931,5.254777019,0.401597099,2.181960028,0.666643692,0.060962895,0,2.057123271,1.528614449,2.170605675
CPA4,0,0,0,2.214954264,2.904146202,0.450016744,0.11135503,0.620814149,2.325885587,0.119453828,0.081471877,1.548153373,1.983362103,3.692189438
CPA6,0,0,0,0,0,0.073537465,0.03808137,0.061449292,0,0,0,0,0.061876113,0.205790796
CPD,6.870971531,8.936464104,8.828453345,8.763266488,7.887378817,7.603528443,8.481867283,8.092318629,6.979297182,8.935179316,9.312619583,8.33829337,7.404543567,7.602963828
CPE,6.81080906,6.179395273,9.703261695,5.988835559,6.173323278,6.035244641,5.269787701,6.636560961,5.983263429,5.149188186,5.743562787,6.000562185,5.88180432,6.535871149
