Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9,WT10,Mut3,Mut4,Mut5,Mut6,Mut7,Mut8,Mut9,Mut10
ACE2,0.218981154,1.827946612,0.875457924,2.341683572,2.523960766,1.390175498,6.210896202,0.470221369,2.049450262,0.636676851,2.876719131,2.108199391,2.385945555,2.341462076,2.038205386,2.757776282,3.519772953
ACER1,0.038883608,0.258432086,0,2.385139807,3.387982322,0,1.4534304,0,2.07980643,2.614290995,0.229768854,0.081471877,2.149413709,2.879925866,2.384007893,4.095268782,4.321986873
ACER2,4.483048932,4.936537952,4.660299907,5.007035836,5.128849066,3.787846562,4.970778217,4.452615822,5.037159685,5.125346716,5.060536965,4.917564748,4.92676909,5.212219861,5.232568431,4.805449614,4.709108141
ACER3,5.5164915,5.040525175,4.841302359,4.908096781,5.308776385,5.337335476,5.075196143,5.271028079,4.892170123,4.980764387,4.758607272,4.837744993,5.070910664,5.035870849,4.923488043,5.414717119,5.495344501
ACHE,0.947726646,0.477528123,0.773491516,0.550921844,0.429569225,3.857163141,0.892133379,0.236144715,0.403540953,0.47672784,0.829372028,0.606795547,0.812312901,0.401108008,0.298861858,1.891641119,0.421479443
ACIN1,7.467047064,7.870328146,7.496351333,7.431553497,7.60720293,7.314592613,7.2809567,7.499883051,7.535699948,7.859006677,7.569568568,7.591232548,7.386216074,7.552977841,7.669802383,7.487366984,7.31961841
ACKR1,0.947726646,0.091385254,0,0.919371528,1.862319815,3.804140841,0.59282931,1.005590617,1.268054523,1.642044958,0.42792161,0.081471877,0.946991414,1.158838369,1.228159298,2.029096265,2.070085913
ACKR2,1.486984422,0.091385254,1.171133451,1.163535671,1.671310407,1.993037595,0.59282931,1.411344179,0.865163986,1.12085059,1.055920354,0.858663663,1.226647302,1.221195204,0.882814926,1.555913321,1.351112059
ACKR3,4.792727669,3.26781021,2.908775335,4.006697219,4.224071128,6.600080729,4.02675967,4.092965476,3.310289208,4.685662481,3.709874413,2.994876339,4.684159636,4.390321508,4.147790585,4.974712367,4.711779153
ACKR4,0.819602415,0.781837516,0,0.625293958,1.191105296,0.335104354,1.122267167,0.616849611,0.910908086,0.911548674,0.42792161,0.660809899,1.093584932,1.142818739,0.690458329,1.377295991,1.047100183
ACLY,7.208931829,9.303870285,8.208774537,9.186425408,9.08975836,8.70425369,9.316181201,7.965995388,8.869159464,8.925808239,9.578187956,9.561409589,8.752829122,8.880136563,9.115717852,8.493770395,8.656450097
ACO1,7.454743232,7.725844537,6.969863718,7.24439444,7.123656693,6.505265781,7.446729652,7.310835836,7.251434883,6.921050773,7.768013479,7.427553647,7.459874329,7.389916037,7.53336029,6.986724333,6.992277196
ACO2,7.976514237,8.211616097,8.902659418,8.241847116,8.121712013,9.117158762,8.468203023,8.258212857,8.506074133,7.935998735,8.588591155,8.722587489,8.481244104,8.107403935,8.161191093,8.015635526,7.917129187
ACOD1,0,0.258432086,0.369725108,1.716488659,2.842696964,0.556447634,0.513954823,0.374512653,1.524976879,1.163508729,0.380876088,0.660809899,2.5725316,3.616777655,3.399472206,3.600222917,3.796328841
ACOT1,0,0,0.058980731,0,0.096756081,0.073537465,0.11135503,0,0.041720932,0.046326194,0.175665483,0.081471877,0,0.16771448,0.157155981,0,0.255664923
ACOT11,0.841762309,2.876387003,3.411360899,2.808699671,3.511587076,4.100873613,2.800057531,1.965224719,2.903877176,3.026163583,2.851058173,2.497678576,3.214420744,2.875085559,2.74759716,3.613736205,3.755489925
ACOT12,0,0,0,0.054850966,0.142804739,0.450016744,1.867104916,0,0.041720932,0.046326194,0,0,0.141556047,0.069442376,0,0.040587134,0
ACOT13,5.321335675,4.939615425,5.195229714,5.101252598,4.751837853,5.143923177,5.19485961,4.822657907,4.889316358,4.702033256,5.279949144,5.166566465,4.96695372,5.001860495,4.595193537,4.945620734,4.792219116
ACOT2,3.378176286,3.622102341,2.859855742,3.706177698,3.068242254,3.00132664,3.879847274,3.762075115,3.877962639,3.322855237,4.073851695,3.596520763,3.148857143,3.470420475,3.515325679,3.018731838,3.03100289
ACOT4,1.528561466,2.496431483,1.645335193,3.009495196,2.479792945,1.97395979,3.584145173,1.815334902,2.920745598,2.861030628,3.125313147,3.271493131,2.564172952,2.449600532,2.227364257,1.835078876,2.257244323
ACOT7,5.690657366,4.578179922,5.513879509,5.138234219,5.500027043,5.76254312,4.596341404,5.526152593,4.811558385,6.147667267,4.580078926,5.366714363,5.609865053,5.618460852,5.399207495,5.740683226,5.462416667
ACOT8,4.227259137,4.56628272,4.13133333,4.560243856,4.149906009,3.703494765,4.565709332,4.567080469,4.39304068,4.2710181,4.781429111,4.588834841,4.623102788,4.374974612,4.427861429,4.384535437,4.045344172
ACOT9,5.805042067,6.114157582,5.264212703,5.860966318,6.048096952,5.969341801,6.126145797,5.638575959,5.934255942,5.853304316,6.318558723,5.76683976,6.137847495,6.153688862,6.332051277,6.251391006,6.429830813
ACOT9,0.113641384,0.177325074,0.170166772,0.207901806,0.142804739,0.143507655,0.181086352,0.161643446,0.12170887,0.134741349,0.281916388,0,0.141556047,0.16771448,0.157155981,0.227979997,0.472770285
ACOX1,7.552876252,7.332230283,7.436790148,7.367655803,6.941065712,7.284905721,7.342880417,7.368643873,7.57285827,7.150769988,7.575130402,7.259405388,7.419611252,6.902286879,6.965189248,6.929453191,6.967905184
ACOX2,3.304296429,5.581548334,2.747804919,5.171191621,4.904985898,2.564527097,5.453605607,4.521261534,5.619936641,4.299986682,5.790267955,5.029579192,5.600699231,5.251033364,5.438024401,4.74225895,4.413427846
ACOX3,4.452772966,5.512959766,5.201787699,5.197330755,5.402845478,5.72452423,5.181098248,4.764062502,5.199172973,4.93840232,5.286345719,5.104578592,5.211347845,5.294279026,5.558005334,5.864542101,5.856835665
ACOXL,0.379070953,0,0.058980731,0.207901806,0.272738469,0.21024071,0.03808137,0.042140224,0.160099005,0.2968085,0.060962895,0,0.185814524,0.453999736,0.298861858,0.262705273,0.472770285
ACP1,5.326255842,5.082894615,4.94266203,5.344937955,5.098500746,4.67388198,5.389690859,5.620436631,5.384876137,5.529674251,5.237665463,5.591944237,5.388673378,5.401675945,5.351205108,5.038726134,4.981190292
ACP2,5.548001846,5.500510002,5.65318293,5.899875663,5.921729368,6.563058701,5.68722703,5.9458829,5.699474916,5.386211408,5.62975942,5.517048221,5.785520205,5.715070418,5.55329859,6.060446793,6.063345957
ACP6,5.861717635,6.224251146,5.661532823,6.282528842,6.398799439,4.550531957,6.014181039,5.349686858,6.06961304,6.667745708,6.165616384,5.943383695,6.167119164,6.466841007,6.257329816,6.64765923,6.485520868
ACP7,0.379070953,1.20655153,0.058980731,4.228689486,4.772123228,0.792532404,1.625878963,1.563768398,3.436857361,3.115785206,2.196111703,1.943641011,3.441308458,4.79959797,5.09198024,4.887007973,4.779544484
ACPP,0.18471545,0.258432086,0.73783578,3.016421079,4.619679039,1.446623128,1.366308104,3.257916524,2.487108064,4.208731467,0.863996719,0.71287473,2.964254395,4.083393662,4.232667477,5.039977878,5.6100308
ACR,0.113641384,0,0,0,0,0,0,0.042140224,0.12170887,0,0,0,0,0,0,0.040587134,0
ACRBP,1.878614861,2.654620203,1.683321112,1.188280101,2.05525308,1.331429017,1.030795623,1.108334462,1.402227412,2.893071219,1.717023137,1.655163407,1.226647302,1.571648282,1.600840466,1.891641119,1.378266562
ACRV1,0.149616054,0,0.058980731,0,0,0,0.03808137,0.083084411,0,0,0,0,0,0,0,0,0
ACSBG1,0.348442688,1.20655153,0.170166772,2.683752796,3.641559695,3.227586576,1.208283291,1.328634241,2.185947524,3.953135065,0.793895867,1.073026915,2.530245498,3.300318509,3.388944123,4.252548949,4.542064516
ACSBG2,0,0,0,0.054850966,0,0,0.075183341,0,0.041720932,0.134741349,0,0,0,0,0,0,0
ACSF2,2.710540136,3.05727325,4.916985837,3.438686111,3.719597561,4.297841559,3.420795753,3.422498221,3.310289208,3.672144183,3.543614117,3.254028208,4.274319396,3.421462059,3.45604216,4.213143433,4.028302459
ACSF3,6.172131412,5.7592687,5.230935227,5.197330755,4.946145874,4.22305803,5.466753884,5.545508787,5.293931866,5.004424266,5.595397874,5.882173385,5.197903562,5.143439656,5.196799787,4.795108178,4.623754257
ACSL1,5.50438687,6.937402843,6.315030104,6.36487907,6.378494868,7.301739471,7.082286874,5.724384833,6.283056836,5.469321004,6.857768782,6.995409227,6.227913037,6.150687996,6.412868824,6.072118412,6.078946964
ACSL3,5.210746301,5.647023522,4.830763443,6.44599126,6.6320931,5.037684509,6.024295291,5.264368133,6.048023791,6.656122798,6.184574897,5.841824218,6.26255089,6.764799975,6.353868694,6.606008674,6.807350519
ACSL4,9.497147177,8.589885915,6.444401878,8.790036224,8.354618031,7.422755645,8.731048791,10.65697006,9.102052148,7.830955104,9.20790896,9.229329202,8.441581238,8.459212756,8.618050761,7.875776734,8.181049067
ACSL5,7.027794897,7.310998985,7.41049143,7.412318606,7.328679659,7.097649754,7.924559972,7.786477118,7.389365615,6.784659627,7.269693211,7.501573397,7.357179192,7.12961738,7.095140298,7.223554616,7.395092817
ACSL6,0.49546833,0,0.460024984,0,0,3.749095254,0.618190796,0.161643446,0.12170887,0.134741349,0.060962895,0,0,0.135695168,0.05430985,0.824053144,0.133488473
ACSM1,0,0,0,0,0,0,0.03808137,0,0,0,0,0.15858777,0,0,0,0,0
ACSM3,0.49546833,0,0,0.431640214,0,0.606856548,1.068083029,0.984133684,0.769080171,0.218049484,0.642565661,0.15858777,0.310983631,0.289125792,0.05430985,0.040587134,0.0682876
ACSM4,0,0,0,0,0.35328387,0,0,0,0.082269181,0.091210978,0,0,0.228755571,0.199038556,0,0.296614329,0.421479443
ACSM5,0,0,0.058980731,0,0.049189022,0.504213422,0.540728322,0,0,0,0.060962895,0,0,0.035138963,0,0,0
ACSS1,7.454967877,8.008260728,7.758164692,7.127312599,6.363988206,6.446791533,7.625221546,7.332487743,7.000852635,5.7634293,7.540764488,7.859746697,6.520291158,6.213390539,6.3064066,6.019153475,6.031628515
ACSS2,5.672998748,5.372000226,5.153552775,5.203412918,4.76845613,4.854237667,5.398866083,5.941018875,5.299316742,4.510845966,5.892339199,5.476208159,4.527456171,4.81357942,5.09035662,4.344571685,4.314977202
ACSS3,1.778776876,0.477528123,1.171133451,2.273941753,2.632842966,3.749095254,1.191485455,4.231439561,0.910908086,0.666643692,3.181301333,0.763125878,2.045160516,3.575601962,2.940172924,3.048888767,3.288851007
ACTA1,8.006250068,1.361444967,2.606679315,2.296877606,1.916343233,13.6640714,9.094115498,3.972832045,0.910908086,1.099039004,0.175665483,0.367913316,0.599766426,4.327929385,1.911531508,9.049586352,3.146064985
ACTA2,6.551953527,5.73644611,3.038999063,5.234930275,7.040958809,9.082370555,6.000985858,5.543676488,6.197972964,5.810325532,4.63373887,5.295940306,5.988119045,5.968984397,6.17316718,7.53497571,7.141386612
ACTB,11.59345068,11.34721326,10.34049136,10.90862819,11.25951165,11.6313615,11.01574764,11.06316299,11.15262561,11.24064119,11.12199196,10.9164206,11.26670024,11.29713427,11.39184787,11.50659772,11.37363033
ACTBL2,0,0,0.058980731,1.005433476,0.873730751,0,0,0,0.371179154,0.574808569,0,0,0.599766426,0.135695168,0.386146615,1.079129321,1.431088743
ACTC1,1.683832502,0,0,0.107692669,0.049189022,3.282892401,0.372085099,0.083084411,0.12170887,0,0,0,0,0,0,2.793838329,0.133488473
ACTG1,10.37634338,10.19747451,9.711183876,9.879182715,9.907186357,9.670385957,9.978143191,10.10705065,10.61774156,10.20196782,10.1195359,10.29483377,10.53738887,10.26132004,10.30693057,10.32352383,10.0580777
ACTG2,3.230632866,1.324252603,0.808287244,2.341683572,3.550542311,3.69769201,3.45989685,1.897973895,2.6238687,2.644721541,1.114611974,1.424821449,2.347496938,2.67797223,2.99673779,4.861747309,4.066367074
ACTL10,0.076746668,0,0.170166772,0,0,0.21024071,0.03808137,0,0,0,0,0,0,0,0,0.118488601,0
ACTL6A,5.991275305,6.293240178,6.363360789,6.379725872,6.354235421,5.682541334,6.379814462,6.235863922,6.329589377,6.492174647,6.410001046,6.502134136,6.407426601,6.500624118,6.435425821,6.247603761,6.129764554
ACTL7B,0,0,0,0,0.230714179,0,0,0.042140224,0,0.046326194,0,0,0,0.035138963,0,0,0
ACTL9,0.409062478,1.078388029,0.322363253,0.301600234,0.096756081,0,0.372085099,0.374512653,0.082269181,0.257966373,0.473481327,0.15858777,0.228755571,0.035138963,0.253155817,0.262705273,0.133488473
ACTN1,7.204128716,7.216474576,6.600824941,6.903707044,7.801392297,8.133521143,6.795270483,7.163515493,7.164112365,8.077609566,6.798588026,6.938463374,7.289706407,7.473549366,7.643194607,8.012131923,8.114228918
ACTN2,3.962373962,0.72589526,0.115644602,0.255511563,0.096756081,8.041738678,4.0687566,0.374512653,0.197494002,0.134741349,0.380876088,0.081471877,0.141556047,0.87836243,0.05430985,4.777205692,0.195869645
ACTN4,10.82914267,11.31754233,9.984334074,11.02563973,10.75040235,9.408464434,11.23936326,10.80993491,11.37328753,10.79773929,11.33211811,11.13357961,11.21988951,10.79611716,11.00733891,10.77337681,10.68077118
ACTR10,6.717269085,6.354475696,6.500002275,6.453027858,6.225076582,6.123375704,6.400517502,6.53413944,6.348413667,6.533925419,6.499436709,6.355280786,6.246315851,6.351784595,6.343001227,6.34449879,6.247649552
ACTR1A,8.04377349,7.480640615,7.106757446,7.636219703,7.531605434,7.447170832,7.664362197,7.976390179,7.781750241,7.774021239,7.603903346,7.580763057,7.575630968,7.686402154,7.797934077,7.736029062,7.659329394
ACTR1B,7.552876252,7.358912256,7.413672706,7.375420768,7.181332335,7.516383722,7.394937009,7.330629365,7.308359415,7.475171122,7.529349556,7.592535909,7.360803222,7.264588717,7.328244782,7.319706885,7.195822826
ACTR2,7.939906528,8.570412366,7.781336743,8.37797654,8.530816585,8.692630886,8.621171339,8.239516893,8.546486208,8.114938395,8.611856616,8.533543697,8.502452287,8.568842975,8.604464452,8.420815472,8.719686278
ACTR3,8.402285239,8.416016354,7.886590225,8.409393817,8.550968475,8.80113258,8.598552971,8.387570835,8.415749237,8.13349824,8.410091485,8.580935416,8.585202268,8.62569107,8.533200854,8.598897826,8.754753273
ACTR3B,2.928103139,2.684278188,1.77412789,3.083910445,2.807392562,2.011866408,2.986882456,3.414499625,3.038765319,2.867495926,3.021780139,2.611770846,3.120634464,3.4114678,3.485988409,3.154365072,2.85854188
ACTR5,4.407062464,3.906316334,3.774604987,3.756684825,3.80082847,3.45098801,3.856061113,3.671010407,3.732688118,3.887849906,3.850330229,4.014651154,3.609152989,3.690262187,3.666812095,3.772767376,3.57948809
ACTR6,3.659662525,3.822110708,3.679136951,3.760815012,3.753383021,3.437124017,3.494546474,3.939775254,3.571129942,3.782314941,3.532894431,3.91259924,3.645262411,3.770647174,3.658070244,3.465109629,3.37899214
ACTR8,5.705083638,5.362858977,5.349373355,5.112608561,5.154363273,5.009855793,5.217853139,5.360135627,4.997956517,4.87884602,5.255706179,5.3421298,5.163734297,5.107779488,5.112922681,5.083118433,5.009688652
ACTRT3,0.038883608,0.091385254,0.058980731,0,0.142804739,0.073537465,0.11135503,0.083084411,0.12170887,0,0,0.431443182,0,0.035138963,0,0.080063611,0.0682876
ACVR1,4.917949823,4.717372727,4.256301903,4.777615516,5.289715236,5.342922829,4.666397465,4.82868964,5.14037924,5.246865668,4.058984881,4.609582823,4.987415599,5.254764734,5.401828035,5.380541114,5.405809709
ACVR1B,6.625647333,6.73086815,7.172919053,7.01249521,6.908115057,6.097166457,6.986030056,6.700022097,7.028999958,6.720037079,6.936642233,7.188201066,7.095661922,6.827527951,6.635162205,6.822591187,6.858867002
ACVR1C,0.149616054,0.177325074,0.369725108,0.255511563,0.391930706,1.767871541,0.540728322,1.026733097,0.041720932,0.17699666,0.229768854,0.081471877,0.141556047,0.373916747,0.05430985,0.192398236,0.195869645
ACVR2A,4.892964168,4.924161989,5.246877408,4.959313103,5.032765159,5.663317395,5.067161297,5.453847573,5.080339042,4.789746657,4.919515318,5.021860273,4.590548687,4.829930138,4.955947321,4.885616146,5.169780676
ACVR2B,1.910415716,2.220945688,2.23692938,2.468312137,2.181954852,2.499308112,1.998453629,1.986962611,2.409559351,2.689196691,2.31350193,2.81600304,2.287831683,2.469004155,2.515651325,2.476426226,2.47412913
ACVRL1,6.022531481,4.942686348,4.994572549,5.163412637,5.022025434,6.788625223,5.167204356,5.040999672,5.105147792,4.656092145,5.182148906,4.828924966,5.304616184,4.565784449,4.660113394,5.438642197,5.322632337
ACY1,5.669905499,5.504671872,4.882704623,5.303069442,4.944521825,3.928265573,5.458879306,5.221459139,5.389932617,5.505005955,5.566781548,5.46676285,5.101557789,5.001860495,4.833180487,4.581350543,4.224355617
ACY3,1.385041524,2.797165041,1.738488075,2.692427803,2.33854621,2.799395139,2.805587505,1.222685249,2.401570192,2.710930462,2.743590967,2.43706024,2.722783732,2.320251712,2.064906088,2.583316086,2.227689161
ACYP1,4.276897671,3.880926425,3.880588617,4.010171039,3.511587076,3.531485454,4.125129021,3.983684772,3.942708477,3.611810197,4.131832722,4.148277918,3.844775923,3.793914498,3.430603182,3.243988924,3.31719136
ACYP2,3.57290221,3.26781021,3.956230601,3.297984995,3.062264206,4.993370974,3.83458352,3.730207817,3.356481962,2.94900994,3.661484676,2.919332427,3.014201316,3.144120437,3.505612725,3.324265431,3.005105784
ADA,4.147221671,4.175323852,2.416804514,4.866539742,5.151550542,4.139911976,5.064857384,4.082907221,4.920401537,4.883638263,4.595615073,5.228238019,4.445638739,4.97496799,4.831237639,4.972091781,4.885071273
ADAD2,0,0,0.115644602,0.054850966,0.049189022,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,4.369421786,4.74929267,4.739058591,4.597669631,4.430760294,4.278534429,4.539399656,4.554397163,4.331296899,4.399260267,4.826017485,4.442321536,4.297195606,4.432114599,4.163318034,4.130948612,4.297302556
ADAM10,7.518467115,7.684250998,7.197326772,7.971696229,8.139742962,7.697749692,7.822735212,8.001803914,7.798959344,7.725464959,7.828709566,7.652085827,7.788371414,8.231412511,8.160417537,7.926740898,8.23936793
ADAM11,0.550324885,1.827946612,3.864145776,1.138359418,1.655514166,2.458712923,1.24130336,0.824274207,1.353363125,1.988961241,1.303050063,1.830363869,1.89329034,1.338362767,1.20433905,1.676713749,1.482045033
ADAM12,4.63512161,1.745941173,2.884522877,2.701050959,5.621883169,8.609504886,2.400426618,4.072778348,3.578235392,4.328385022,1.86110878,2.541527269,4.304741104,3.741690106,4.378159575,4.891175415,5.247309638
ADAM15,6.656448277,5.909652391,6.23895715,6.090786882,6.447198319,7.967724877,5.818837068,6.541043979,6.186975798,6.434013909,6.236700789,6.106754107,6.261904984,6.177965062,6.182341415,6.907676495,6.670573001
ADAM17,7.506162339,6.918030156,6.576429828,7.098229949,7.220107354,7.257556369,7.022994311,7.705207758,7.047997543,7.125031634,7.029174305,6.996065979,7.023188651,7.174630557,7.246047321,7.048354109,7.260645022
ADAM19,3.556246774,2.783527879,2.482911952,3.518910734,5.626954756,7.525011267,2.986882456,4.235985362,4.337591554,4.392551551,2.362758625,2.930369634,4.181739316,4.02559756,4.624657331,5.489921112,5.539615034
ADAM2,0.038883608,0,0,0,0,0.143507655,0,0,0,0,0,0,0,0,0,0,0
ADAM21,0.218981154,0.258432086,0.115644602,0.054850966,0,0,0.14664195,0.083084411,0.041720932,0.134741349,0,0,0.095896736,0.16771448,0.05430985,0.040587134,0
