"","SUM44_P1","SUM44_P2","SUM44_P3","SUM44_TamR1","SUM44_TamR2","SUM44_TamR3"
"DOP1B",5.82809,5.81981,5.84339,5.68592,5.81981,5.14297
"DOT1L",4.95489,4.63983,4.96293,4.83141,4.96315,4.83604
"DPAGT1",8.43182,8.31711,8.32885,8.63918,8.82659,8.18686
"DPEP1",6.10877,5.98683,6.164,6.09919,6.08418,5.98026
"DPF1",5.76838,5.6846,5.84407,5.90729,5.9473,6.05124
"DPF2",8.49664,8.3458,8.64453,8.18707,8.10348,7.30185
"DPH2",7.1342,7.0184,7.02592,7.60458,7.34214,6.97123
"DPM1",9.38413,9.4825,9.36228,9.23566,9.16792,9.29897
"DPM2",6.76088,6.87852,6.69881,7.11853,6.99526,6.66614
"DPP3",8.15677,8.34684,8.49725,8.39383,8.12323,7.79351
"DPP4",5.11313,5.33997,4.95586,5.41567,5.08549,5.0194
"DPP6",4.86523,4.84943,4.84172,4.79659,4.82565,4.8171
"DPT",4.48431,4.55981,4.53641,4.55475,4.57131,4.55427
"DPY19L1",6.33979,6.29902,6.04353,6.00181,6.02656,6.3064
"DPY19L1P1",4.20753,4.07996,4.16051,4.13275,4.15137,4.04631
"DPY19L2P2",3.56397,3.57478,3.7128,3.67177,3.7205,3.54075
"DPY19L4",6.5446,6.60431,6.81659,5.77734,5.58813,5.75349
"DPYD",4.21643,4.11622,4.23627,3.81378,4.10602,3.66662
"DPYS",4.35988,4.26167,4.38355,4.31304,4.18577,4.32598
"DPYSL2",9.36258,9.53199,9.59705,9.51482,9.64473,9.36987
"DPYSL3",5.29704,5.3538,5.32444,5.29005,5.34172,5.21095
"DPYSL4",6.0048,5.81495,5.99268,5.89149,6.06652,5.90394
"DR1",10.1698,10.3923,10.4882,9.75498,9.80348,10.3046
"DRAM1",8.71737,7.82603,7.74483,7.16601,7.87779,7.28224
"DRAP1",7.72752,7.85285,8.44146,7.6474,7.77425,7.52344
"DRC3",4.45956,4.47719,4.40424,4.54346,4.52829,4.46471
"DRD1",4.04916,4.07983,4.19662,4.16781,4.21378,4.10665
"DRD2",5.87769,5.82109,5.91087,5.99421,6.013,6.32366
"DRD3",4.55897,4.53012,4.24429,4.64152,4.33931,4.90855
"DRD4",4.48727,4.36884,4.31845,4.42333,4.46369,4.90577
"DRD5",5.85995,5.85561,6.00598,6.03137,6.00598,6.07902
"DRG1",9.98994,10.4653,10.4887,10.8377,10.5449,10.3272
"DRG2",7.29624,7.55234,7.2508,7.64577,7.67973,7.60668
"DROSHA",8.82456,8.6122,9.02955,8.60184,8.71309,8.59328
"DRP2",6.11197,6.25258,6.2162,6.25474,6.09107,6.22677
"DSC1",4.03605,4.10585,3.8557,3.83644,3.84818,4.46266
"DSC2",3.82763,3.79218,3.75822,3.77358,3.79877,3.96697
"DSC3",3.97577,3.88687,3.94229,3.90771,3.91213,3.93148
"DSCAM",5.5741,5.72844,5.68289,5.89523,5.77618,6.63993
"DSCC1",6.3239,7.01417,7.47691,6.86417,6.76558,7.20593
"DSCR4",5.48227,5.289,5.42192,5.49575,5.57334,5.47199
"DSE",4.65409,4.56587,4.29194,4.29798,4.54119,4.21141
"DSG1",3.9157,3.8665,3.91671,3.91448,3.93227,3.92734
"DSG2",7.59544,7.33082,7.11672,6.39059,6.12367,6.01296
"DSG3",4.60112,4.46583,4.4746,4.39038,4.38441,4.29826
"DSP",10.1183,10.2676,9.65764,8.96918,8.861,9.13021
"DST",9.11972,9.28646,9.0989,8.62944,8.72563,8.8589
"DSTN",12.3893,12.4035,12.1457,11.7277,11.7661,11.7043
"DSTNP2",6.76102,6.69224,6.564,6.30273,6.52434,6.27281
"DSTYK",5.84009,5.82955,5.81672,5.69873,6.07688,6.03969
"DTL",6.8347,8.19276,8.89637,8.50155,7.90585,8.61723
"DTNA",6.86239,6.84741,6.99342,6.90937,6.79349,7.05172
"DTNB",7.47587,7.08702,7.19521,7.42663,7.49975,7.00799
"DTX2",6.1143,5.96461,6.13497,6.21102,6.31154,5.96365
"DTX2P1-UPK3BP1-PMS2P11",8.58297,8.80383,8.6637,8.65216,8.54708,8.5307
"DTX4",5.49428,5.53341,5.48026,5.47882,5.55771,5.46495
"DTYMK",6.88026,7.25769,7.57085,7.49304,7.50274,7.40413
"DUOX1",4.66474,4.55349,4.56162,4.70514,4.69503,5.23384
"DUS1L",8.41559,8.19472,8.26635,9.04945,8.8047,8.51867
"DUS4L",6.95054,7.23544,7.16852,6.98628,6.86136,6.80202
"DUSP1",8.5158,8.3169,8.27239,8.50459,8.59795,7.73976
"DUSP10",8.51957,8.17742,7.51712,8.18058,8.4608,7.98638
"DUSP11",8.03103,7.96839,7.98386,7.98863,8.0043,8.01174
"DUSP12",8.21837,8.33035,8.57164,8.00237,7.96738,8.00355
"DUSP14",8.74313,8.14144,8.1737,8.41533,8.4577,7.94808
"DUSP2",4.74352,4.94579,5.03247,4.91435,4.93964,5.00801
"DUSP22",8.27356,7.90421,8.08781,8.72378,8.58498,8.38594
"DUSP3",8.13447,7.88438,7.72397,8.09101,7.89246,7.36785
"DUSP4",9.62112,9.44537,9.57677,9.71205,9.825,9.71228
"DUSP5",8.87077,8.37581,9.15608,8.11069,8.49801,8.01959
"DUSP6",8.67852,8.83028,8.94531,9.61415,9.91657,9.63139
"DUSP7",5.4298,5.25182,5.42234,5.27702,5.2467,5.37787
"DUSP9",5.06297,4.9958,5.1028,4.98201,5.1661,5.40148
"DUT",10.5616,11.2835,11.3172,11.0123,10.7643,11.0962
"DUX1",6.32174,6.23208,6.31577,6.40445,6.25296,6.3772
"DVL1",8.65206,8.39438,8.65204,8.50977,8.66113,8.2095
"DVL2",7.04864,6.70357,6.66854,6.89324,6.79114,6.89593
"DVL3",8.15173,8.04926,8.06591,8.08293,8.14683,7.54416
"DXO",7.83829,7.59731,7.5844,7.95888,8.11115,7.78003
"DYNC1H1",10.5333,10.1973,10.2394,10.2226,10.4299,10.0562
"DYNC1I1",6.02328,6.01018,6.04853,6.09441,6.11572,5.99694
"DYNC1I2",10.0289,10.0365,9.88428,9.31294,9.3298,9.7648
"DYNC1LI1",8.16011,7.92621,7.87969,7.62949,7.65007,7.54823
"DYNC1LI2",8.88092,8.96449,8.88412,8.53837,8.34239,8.96049
"DYNC2LI1",6.25771,6.38721,6.3018,6.43404,6.34796,6.1884
"DYNLL1",11.7144,11.8691,11.8551,11.9186,11.7611,11.7233
"DYNLRB1",11.17,11.4106,11.2559,11.5289,11.3556,11.1598
"DYNLT1",11.6534,11.6565,11.6322,11.6328,11.5082,11.265
"DYNLT3",9.2478,9.12407,9.00136,9.07488,9.00832,9.00987
"DYRK1A",9.40011,9.03241,9.24131,8.43881,8.88856,8.9737
"DYRK1B",5.87255,5.87852,5.81414,5.98113,5.81637,6.44447
"DYRK2",6.74012,6.69662,6.44741,7.15214,7.16451,6.75358
"DYRK3",6.42177,6.40313,6.55304,6.277,6.41399,6.55433
"DYRK4",7.29121,7.02617,6.72733,7.52554,7.36301,7.26271
"DYSF",5.76502,5.99859,5.91087,5.85114,5.90784,6.12053
"DZIP1",5.05198,5.32703,5.04806,5.2386,5.04508,5.34756
"DZIP3",5.74037,5.88437,5.63962,5.49007,5.8014,5.21259
"E2F1",7.76873,7.94895,8.3307,8.26593,8.01532,8.03219
"E2F2",5.15706,5.24815,5.19445,5.31428,5.23948,5.20883
"E2F3",6.80886,7.05917,6.93618,6.67688,6.96637,7.02457
"E2F4",8.9951,9.12956,9.09024,9.09447,8.96738,9.08014
"E2F6",6.88205,6.82862,6.87946,6.4453,6.42606,6.16383
"E4F1",6.96731,6.68751,6.77272,7.1666,7.15317,6.86734
"EAPP",9.11289,9.08896,9.04179,9.06935,9.24479,9.01093
"EBAG9",9.25738,9.31989,8.8365,8.38316,8.32272,8.38736
"EBP",9.53818,9.28812,9.8332,9.81729,9.76788,9.31065
"ECD",8.66602,8.62974,8.56342,8.44925,8.58788,8.29177
"ECE1",7.311,7.44914,7.33019,7.97102,8.3336,8.34657
"ECE2",5.68323,5.81889,5.78892,6.17066,5.8695,6.50516
"ECH1",9.72458,9.83932,9.74959,10.0551,10.2315,9.75544
"ECHDC2",7.74976,7.29564,7.36851,7.62075,7.77426,7.42331
"ECHS1",10.3207,10.46,10.5162,10.4846,10.4867,10.2241
"ECI1",8.48736,8.2507,8.61214,8.51785,8.61813,7.98022
"ECI2",10.0176,10.0499,9.736,10.1714,10.0959,9.88758
"ECM1",8.41294,8.09087,8.19881,8.25317,8.02936,7.41603
"ECM2",4.8044,4.6199,4.36086,4.67833,4.68693,4.35082
"ECPAS",7.90889,7.86024,8.02278,7.65208,8.00036,7.74332
"ECRP",5.20245,5.26466,5.21467,5.21894,5.25549,5.158
"ECSIT",6.75581,6.57772,6.81265,6.78419,6.87354,6.23702
"EDA",6.28984,6.37746,6.35074,6.69974,6.93749,6.55996
"EDC4",7.07865,7.04235,7.19745,7.66482,7.49408,7.31199
"EDDM3A",3.97361,4.05957,4.05842,4.05842,3.87297,3.98435
"EDEM1",6.76716,6.42305,6.52554,6.66023,6.96617,6.89198
"EDEM2",7.42539,6.93652,6.85592,7.3297,7.53569,6.84281
"EDF1",9.53749,9.42975,9.18441,9.74939,9.72821,9.43297
"EDIL3",5.33136,5.32601,5.32333,5.62611,5.46544,5.59058
"EDN2",5.95286,5.87401,5.78379,5.89518,5.92785,5.85296
"EDN3",4.69476,4.65045,4.95752,4.8312,4.87128,5.13374
"EDNRA",5.71037,5.54167,5.43902,5.59985,5.38172,5.48913
"EDNRB",4.00609,4.06816,3.99262,4.03803,4.06816,3.91001
