,MCF7_P1,MCF7_P2,MCF7_P3,MCF7_TamR1,MCF7_TamR2,MCF7_TamR3
FSCN1,4.305970521,4.702657543,4.478324711,4.925999419,5.054414388,5.19061486
FSCN1P1,0,0,0,0,0,0
FSCN2,1.735522177,1.124328135,1.475084883,1.182692298,1.244887059,1.411426246
FSCN3,0.367371066,0.678071905,0.641546029,0.495695163,0.23878686,0.739848103
FSD1,3.981852653,4.167518504,4.275007047,3.100977648,2.918386234,2.967168608
FSD1L,1.201633861,1.042644337,0.773996325,0.831877241,0.815575429,0.731183242
FSD2,0,0,0.014355293,0,0,0.014355293
FSHB,0,0,0,0,0,0
FSHR,0,0,0,0,0,0
FSIP1,0.310340121,0.286881148,0.23878686,0.263034406,0.35614381,0.263034406
FSIP2,0.124328135,0.042644337,0.028569152,0.111031312,0.042644337,0.263034406
FSIP2-AS1,0.321928095,0.555816155,0,0.214124805,0.163498732,0.333423734
FST,1.084064265,0.526068812,0.344828497,1.257010618,1.063502942,0.731183242
FSTL1,0.189033824,0.35614381,0.150559677,1.959770155,1.459431619,1.321928095
FSTL3,4.64096791,4.006298024,4.368069877,4.913607512,4.851998837,4.90303827
FSTL4,0.839959587,0.485426827,0.925999419,1.757023247,1.292781749,1.286881148
FSTL5,0.201633861,0.475084883,0.263034406,0,0,0
FTCD,1.361768359,0.545968369,1.150559677,1.292781749,0.669026766,1
FTCD-AS1,0,0,0,0,0,0
FTCDNL1,2.166715445,2.321928095,2.150559677,1.042644337,1.432959407,1.50589093
FTH1,11.72699721,11.70107249,11.75256463,12.21097872,12.04342038,12.0412553
FTH1P1,0,0,0,0,0,0
FTH1P10,1.744161096,2.114367025,1.049630768,1.895302621,2.049630768,1.056583528
FTH1P11,1.13093087,1.344828497,1,1.097610797,0.650764559,1.250961574
FTH1P12,0.124328135,0,0.111031312,0,0,0
FTH1P14,0,0,0,0,0,0
FTH1P15,1.10433666,1.389566812,0.59454855,1.316145742,1.084064265,1.650764559
FTH1P16,0.584962501,0.464668267,0.641546029,0.35614381,0.992768431,0.464668267
FTH1P18,0,0,0,0,0,0
FTH1P19,0,0,0,0,0,0.137503524
FTH1P2,2.650764559,2.073820233,1.847996907,2.545968369,3.231125158,2.124328135
FTH1P20,0.98550043,0.970853654,0.565597176,0.773996325,0.887525271,0.310340121
FTH1P21,0,0,0,0,0,0
FTH1P22,0,0.124328135,0,0,0,0
FTH1P23,0.669026766,0.575312331,0.495695163,0.970853654,0.275007047,0.622930351
FTH1P24,0,0,0,0,0,0
FTH1P25,0,0,0,0,0,0
FTH1P26,0,0,0,0,0,0
FTH1P27,0,0,0,0,0,0
FTH1P3,0,0.310340121,0.201633861,0.275007047,0.378511623,0.124328135
FTH1P4,0,0.111031312,0,0,0,0
FTH1P5,0,0,0,0,0,0.137503524
FTH1P6,0,0,0,0,0,0
FTH1P7,1.214124805,1.007195501,1,0.970853654,1.555816155,1.49057013
FTH1P8,1.835924074,1.883620816,1.263034406,1.910732662,2.017921908,1.411426246
FTH1P9,0,0,0,0,0,0
FTHL17,0,0,0,0,0,0
FTL,9.048214385,9.042480186,9.129695157,9.467890801,9.38528003,9.267676241
FTLP1,0,0,0,0,0,0
FTLP10,0,0,0,0,0,0
FTLP12,1.280956314,1.097610797,0.150559677,0.214124805,0.5360529,0.176322773
FTLP13,0,0,0,0,0,0
FTLP14,2.025028794,1.90303827,2.307428525,1.803227036,2,2.124328135
FTLP15,0,0,0,0,0,0
FTLP16,0,0,0,0,0,0
FTLP17,0,0,0,0,0,0
FTLP18,0,0,0,0,0,0
FTLP19,0,0,0,0,0,0
FTLP2,0,0,0,0,0,0.150559677
FTLP3,0.454175893,0.98550043,0.59454855,1.22650853,0.432959407,1.182692298
FTLP4,0,0,0,0,0,0
FTLP5,0,0,0,0,0,0
FTLP6,0,0,0,0,0,0
FTLP8,0,0,0,0,0,0
FTMT,0,0,0,0,0,0
FTO,4.004501392,4.354028938,3.864928972,3.639232163,3.560714954,3.653060017
FTO-IT1,0.35614381,0.422233001,0.367371066,0.367371066,0.23878686,0.310340121
FTOP1,0,0,0,0,0,0
FTSJ1,4.57167681,4.66448284,4.638073837,4.635173947,4.7382274,4.756489607
FTSJ2,5.890446693,6.203005338,6.007868243,5.288358562,5.66618849,5.492494152
FTSJ3,6.593054922,6.531849286,6.542722362,6.651338766,6.628919374,6.571828473
FTX,2.03562391,1.40053793,1.263034406,1.794935663,0.948600847,0.895302621
FTX_1,0,0,0,0,0,0
FTX_2,0,0,0,0,0,0
FTX_3,0,0,0,0,0,0
FTX_4,0,0,0,0,0,0
FTX_5,0,0,0,0,0,0
FUBP1,6.677085351,6.777419716,6.68846014,6.664056113,6.645298164,6.552592254
FUBP3,5.517590658,5.647026633,5.665620164,5.521050737,5.459431619,5.542567608
FUCA1,3.873813198,3.690417096,3.602884409,4.125155131,3.911691582,3.964398632
FUCA1P1,0,0.111031312,0,0,0,0
FUCA2,6.155830172,5.975217457,6.007644031,6.122465658,5.977508905,6.004276656
FUK,4.117695043,3.654206378,3.687060688,3.99004722,3.908812908,3.689299161
FUNDC1,4.667892125,4.880685525,4.71259578,4.831877241,4.828326926,4.72628629
FUNDC2,6.241077458,6.537761979,6.577126661,6.853122383,6.926355303,6.953381656
FUNDC2P2,0,0,0,0,0,0
FUNDC2P3,0,0,0,0,0,0
FUNDC2P4,0,0,0,0,0,0
FUOM,2.464668267,3.148934105,2.952333566,1.344828497,1.967168608,1.855989697
FURIN,3.771885579,4.04176865,4.165107985,6.349436052,6.362820526,6.408542042
FUS,9.185147991,9.153982623,9.038672119,8.886672074,9.142796322,8.933867662
FUT1,1.722466024,1.709290636,1.659924558,1.803227036,1.855989697,1.82374936
FUT10,2.003602237,2.336283388,2.124328135,2.748461233,2.353323291,2.070389328
FUT11,3.381283373,3.513490746,3.140778656,1.956056652,2.3305584,1.831877241
FUT2,0.014355293,0,0,0,0,0
FUT3,1.250961574,0.650764559,0.807354922,0.807354922,0.807354922,0.847996907
FUT4,1.23878686,1.111031312,1.03562391,0.641546029,0.713695815,0.575312331
FUT5,0.23878686,0.150559677,0.111031312,0.097610797,0,0
FUT6,0.084064265,0,0,0,0,0
FUT7,0.189033824,0.070389328,0.070389328,0.070389328,0.042644337,0.014355293
FUT8,6.119563684,6.100136671,6.109987319,6.913966466,6.744564778,6.757289992
FUT8-AS1,2.22650853,1.682573297,1.952333566,2.90303827,2.666756592,2.698218478
FUT9,0.555816155,0.757023247,0.632268215,0.35614381,0.250961574,0.23878686
FUZ,4.696550301,4.806324057,4.789207575,4.152994605,4.34978987,4.19061486
FXN,4.040892431,4.121844298,3.960697039,4.070389328,3.896271849,4.069530325
FXR1,6.647746217,6.506367093,6.399342019,6.71630504,6.559644763,6.523561956
FXR2,4.827819025,5.319039816,5.266036894,4.648465443,4.733896605,4.647890091
FXYD1,0,0.137503524,0.124328135,0.176322773,0,0
FXYD2,0,0,0,0,0,0
FXYD3,7.833585883,7.855616023,8.008260531,8.383617901,8.660067223,8.678529719
FXYD4,0.084064265,0,0,0,0,0
FXYD5,0.084064265,0.150559677,0.163498732,0.918386234,0.622930351,0.992768431
FXYD6,1.263034406,2.140778656,1.815575429,0.948600847,1.367371066,1.427606173
FXYD6-FXYD2,0.176322773,0,0,0,0,0
FXYD6P1,0,0.333423734,0,0,0,0
FXYD6P2,0,0,0,0,0,0
FXYD6P3,0,0,0,0,0,0
FXYD7,0,0,0,0,0,0
FYB,0,0,0,0.014355293,0,0.028569152
FYCO1,2.558267634,2.983677695,2.805292456,2.961623328,2.933572638,2.845991771
FYN,1.049630768,1.521050737,1.589763487,2.724650272,2.073820233,2.09423607
FYTTD1,5.0725346,5.504302583,5.275752049,5.155425432,5.0721058,4.813011549
FYTTD1P1,0,0,0,0,0,0
FZD1,2.124328135,2.060047384,1.996388746,2.192194165,1.90303827,1.835924074
FZD10,0,0,0,0,0,0
FZD10-AS1,0,0,0,0,0,0
FZD2,3.173127433,3.033863452,3.401903472,3.473786912,3.304511042,3.410069692
FZD3,3.007195501,2.718087584,2.260025656,3.541019153,2.572889668,2.847996907
FZD4,2.10433666,2.3305584,1.989139007,1.687060688,1.59454855,1.416839742
FZD5,1.257010618,1.269033146,1.35614381,1.769771739,1.761285273,1.550900665
FZD6,5.573192724,5.528258743,5.367371066,5.62029315,5.48864354,5.389566812
FZD7,3.280956314,2.792855352,2.794935663,3.124328135,3.001802243,2.989139007
FZD8,0.948600847,0.948600847,1.097610797,1.847996907,1.372952098,1.454175893
FZD9,0.604071324,0.622930351,0.82374936,0.23878686,0.189033824,0.214124805
FZR1,4.89917563,5.408032466,5.381975479,5.123500664,5.239932613,5.16470584
G0S2,0,0,0,0,0,0
G2E3,4.544732656,4.479618608,4.343407822,5.123500664,4.621758857,4.532940288
G3BP1,6.126601235,6.024364009,5.844737144,6.454998363,6.275565835,6.128870759
G3BP2,5.753551055,5.942279902,5.755421735,6.170325694,5.9795681,5.816599707
G6PC,0,0,0,0,0,0
G6PC2,0,0,0,0,0,0.042644337
G6PC3,6.116447936,6.304145941,6.400025518,6.155830172,6.404290064,6.55197736
G6PD,9.190787681,9.304145941,9.593148319,10.51700004,10.63053106,10.64329704
GAA,6.718087584,6.226701185,6.431790083,6.728736843,6.600210274,6.517590658
GAB1,3.148934105,3.224966365,3.001802243,3.629939409,3.12763328,3.007195501
GAB2,2.97819563,2.767654798,2.847996907,2.89917563,2.480265122,2.424922088
GAB3,0.056583528,0.028569152,0.014355293,0.028569152,0.042644337,0.028569152
GAB4,0,0,0,0,0,0
GABARAP,8.102500669,8.489366313,8.325035557,7.862575371,8.260402093,8.179759838
GABARAPL1,1.028569152,1.269033146,1.339137385,2.744161096,2.827819025,3.039138394
GABARAPL2,6.677508242,7.132679654,7.033973543,6.75087444,7.056800263,6.954079959
GABARAPL3,0.028569152,0.22650853,0.056583528,0,0,0.028569152
GABBR1,4.069530325,3.374343989,3.336283388,4.668459557,3.672425342,3.785550552
GABBR2,0.084064265,0.137503524,0.163498732,1.867896464,1.933572638,1.786596362
GABPA,3.0721058,3.295723025,3.140778656,3.672425342,3.416839742,3.365972428
GABPB1,5.483493351,5.575614878,5.482848283,5.277240898,5.231125158,5.27686883
GABPB1-AS1,5.148527425,4.551516018,4.741466986,5.239550797,4.427606173,4.850999395
GABPB2,4.256255873,4.132576843,4.004501392,3.237257771,2.673556424,2.521050737
GABRA1,0,0.014355293,0,0,0.028569152,0
GABRA2,0,0,0,0,0,0
GABRA3,0,0,0.014355293,0.084064265,0.097610797,0.056583528
GABRA4,0,0,0,0,0,0
GABRA5,0,0,0,0,0,0
GABRA6,0,0,0,0,0,0
GABRB1,0,0,0,0,0,0
GABRB2,0.014355293,0.042644337,0.014355293,0,0.097610797,0
GABRB3,0,0,0,0,0,0
GABRD,2.531069493,2.182692298,2.176322773,1.070389328,1.163498732,1.063502942
GABRE,0,0.014355293,0,1.333423734,0.367371066,0.070389328
GABRG1,0,0,0,0,0,0
GABRG2,0,0,0,0,0,0
GABRG3,0,0,0,0,0,0
GABRP,0.495695163,0.201633861,0.367371066,0.214124805,0.214124805,0.201633861
GABRQ,0,0,0,0.014355293,0.070389328,0.042644337
GABRR1,0,0,0,0,0,0
GABRR2,0.286881148,0.150559677,0.056583528,0.464668267,0.214124805,0.432959407
GABRR3,0,0,0,0,0,0
GACAT1,0,0,0,0,0,0
GACAT2,0.443606651,0.263034406,0.189033824,2.198494154,2.744161096,2.480265122
GACAT3,0.056583528,0,0,0,0,0
GAD1,0.847996907,0.641546029,0.887525271,1.691534165,1.5360529,1.485426827
GAD2,0,0,0,0,0,0
GADD45A,2.516015147,2.137503524,2.250961574,2.981852653,2.776103988,2.769771739
GADD45B,5.88679399,5.545350645,6.060479781,4.575312331,4.470536865,4.67468662
GADD45G,4.003602237,2.292781749,3.475084883,2.831877241,2.924099886,2.94673086
GADD45GIP1,5.13627343,5.461070114,5.791293149,4.623515741,5.224966365,5.174326515
GADL1,0,0,0,0,0,0
GAFA3,0,0,0,0,0,0
GAGE1,0,0,0,0,0,0
GAGE10,0,0,0.111031312,0,0,0
GAGE12B,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0
GAGE12E,0,0,0,0,0,0
GAGE12F,0,0,0,0,0,0
GAGE12G,0,0,0,0,0,0
GAGE12H,0,0,0,0,0,0
GAGE12J,0,0,0,0,0,0
GAGE13,0,0,0,0,0,0
GAGE2A,0,0,0,0,0,0
GAGE2E,0,0,0,0,0,0
GAK,5.588864518,5.669593751,5.918624756,5.657354182,5.705701497,5.711494907
GAL,3.541019153,4.080657663,4.64731451,3.514753498,4.032982417,4.35473424
GAL3ST1,0.124328135,0.111031312,0.411426246,0.40053793,0.056583528,0.070389328
GAL3ST2,0.713695815,0.516015147,0.622930351,0.565597176,0.275007047,0.163498732
GAL3ST3,0,0,0,0,0,0
GAL3ST4,0.704871964,0.124328135,0.214124805,1.350497247,0.604071324,0.604071324
GALC,4.446917865,4.49441561,4.426264755,4.199279721,3.689299161,3.642701572
GALE,6.017921908,6.285402219,6.346956889,6.151980551,6.418021241,6.578938713
GALK1,5.591260525,5.674404154,5.874551087,4.84899843,5.275752049,5.468257468
GALK2,4.577126661,5.055282436,4.844988157,4.470536865,4.491853096,4.44625623
GALM,1.815575429,1.831877241,1.922197848,0.23878686,0.042644337,0.084064265
GALNS,5.801934646,5.211790976,5.300489844,5.9375798,5.242221395,5.166313748
GALNT1,4.993221467,5.097189387,5.027242536,5.696272084,5.303050085,5.23572706
GALNT10,4.29130886,4.115199749,4.004501392,6.234386354,5.929790998,5.743891911
GALNT11,3.968090752,3.936402378,3.853995647,4.465321514,4.163498732,4.20867332
GALNT12,4.253989266,3.768713657,3.529820947,5.678916987,5.62029315,5.493775408
GALNT13,0.028569152,0,0.014355293,0.475084883,0.454175893,0.310340121
GALNT14,3.264536431,3.327687364,3.314696526,4.458119481,4.361066489,4.496973581
GALNT15,0.014355293,0.014355293,0.014355293,0,0,0.014355293
GALNT16,1.367371066,1.794935663,1.659924558,2.22342255,2.545968369,2.272023189
GALNT18,2.028569152,1.811471031,2.173127433,2.967168608,3.390942773,3.465974465
GALNT2,4.322649262,3.839959587,3.957914599,5.433627167,5.070818638,5.098453246
GALNT3,5.40599236,5.28132733,5.031218731,5.680324357,5.511594542,5.401562207
GALNT4,1.959770155,1.937344392,1.389566812,2.049630768,1.438292852,1.580145484
GALNT5,0.014355293,0.014355293,0,0.124328135,0.124328135,0.084064265
GALNT6,6.103077947,6.082787732,5.974988112,5.832890014,5.564987801,5.488322191
GALNT7,4.699884729,4.266036894,4.194559886,5.772941338,5.201633861,5.019257119
GALNT8,0,0,0,0,0,0
GALNT9,0.82374936,0.201633861,0.298658316,0.22650853,0,0.070389328
GALNTL5,0.042644337,0,0,0,0,0
GALNTL6,0.895302621,1.09085343,0.992768431,0.378511623,0.495695163,0.201633861
GALP,0,0,0,0,0,0
GALR1,0,0,0,0,0,0
GALR2,0.084064265,0.070389328,0.137503524,0.097610797,0,0.084064265
GALR3,0,0.042644337,0,0,0.176322773,0.056583528
GALT,3.798050515,3.320484678,3.47118746,3.857980995,3.460742564,3.602884409
GAMT,5.177519203,5.533251852,5.536363792,4.27351589,4.879705766,4.856487779
GAMTP2,0,0,0,0,0,0
GAN,1.937344392,2.289834465,2.124328135,2.767654798,2.855989697,2.695993813
GANAB,8.689928106,8.382624027,8.388878339,8.483614269,8.07451614,8.079751431
GANC,2.182692298,2.560714954,2.17951105,1.906890596,1.843983844,1.914564523
GAP43,0,0,0,0,0,0
GAPDH,12.21211332,12.6461379,12.77234344,12.22506883,12.62006629,12.75453889
GAPDHP1,1.23878686,1.521050737,0.604071324,0.40053793,1.137503524,0.815575429
GAPDHP14,0,0.056583528,0,0.298658316,0.310340121,0.40053793
GAPDHP15,0,0,0,0,0,0
GAPDHP16,0,0,0,0,0,0
GAPDHP17,0,0,0,0,0,0
GAPDHP19,0,0,0,0,0,0
GAPDHP2,0,0,0,0,0,0
GAPDHP20,0,0,0,0,0,0
GAPDHP21,0,0.056583528,0.150559677,0.070389328,0.097610797,0.056583528
GAPDHP22,0.344828497,0.176322773,0.321928095,0,0,0.189033824
GAPDHP23,0,0,0,0,0,0
GAPDHP24,0,0,0,0,0,0
GAPDHP25,0,0,0,0,0,0
GAPDHP26,0,0,0,0,0,0.056583528
GAPDHP27,0,0,0,0,0,0
GAPDHP28,0,0,0,0.070389328,0,0
GAPDHP29,0,0,0,0,0,0
GAPDHP31,0,0,0,0,0,0
GAPDHP32,0,0,0,0,0,0
GAPDHP33,0,0,0,0,0,0
GAPDHP34,0,0,0,0,0,0
GAPDHP36,0,0,0,0,0,0
GAPDHP37,0,0,0,0,0,0
GAPDHP38,0.056583528,0.056583528,0.056583528,0,0,0
GAPDHP39,0,0,0,0,0,0
GAPDHP40,0,0,0,0,0,0
GAPDHP42,0,0,0,0,0,0
GAPDHP44,0,0,0,0,0,0
GAPDHP45,0,0,0,0,0,0
GAPDHP46,0,0,0,0,0,0
GAPDHP47,0,0,0,0,0,0
GAPDHP48,0,0,0,0,0,0
GAPDHP49,0,0,0,0,0,0
GAPDHP50,0,0,0,0,0,0
GAPDHP51,0,0,0,0.070389328,0,0
GAPDHP52,0,0.056583528,0,0.084064265,0,0.124328135
GAPDHP53,0,0,0,0,0,0
GAPDHP54,0,0,0,0.084064265,0.124328135,0.070389328
GAPDHP55,0,0,0,0,0,0
GAPDHP56,0,0,0,0,0,0
GAPDHP57,0,0,0,0,0,0
GAPDHP58,0,0,0,0,0,0
GAPDHP59,0,0,0,0,0,0
GAPDHP60,0,0.056583528,0.097610797,0,0.201633861,0
GAPDHP61,0,0,0,0,0,0
GAPDHP62,1.150559677,0.748461233,0.454175893,1.5360529,0.748461233,0.475084883
GAPDHP63,0,0.111031312,0.056583528,0.070389328,0,0
GAPDHP64,0,0,0,0.070389328,0,0
GAPDHP65,0.310340121,0.298658316,0,0,0.286881148,0.176322773
GAPDHP66,0,0,0,0,0,0
GAPDHP67,0,0,0,0,0,0
GAPDHP68,0,0,0,0,0,0
GAPDHP69,0,0,0,0,0,0
GAPDHP70,0,0,0,0,0,0
GAPDHP71,0.111031312,0,0,0.070389328,0,0
GAPDHP72,0,0,0,0,0,0.056583528
GAPDHP73,0,0,0,0,0,0
GAPDHP74,0,0,0,0,0,0
GAPDHP75,0,0,0,0,0,0
GAPDHP76,0,0,0,0,0,0.056583528
GAPDHS,0,0,0,0.137503524,0,0
GAPT,0,0,0,0,0,0
GAPVD1,4.137503524,4.614709844,4.381283373,4.069530325,4.13093087,3.82374936
GAR1,5.463033855,5.369815424,5.204375511,5.686220365,5.783980414,5.576522138
GAREM,1.49057013,1.646162657,1.691534165,4.100977648,3.392317423,3.456806149
GAREML,0.650764559,1.007195501,0.669026766,0.263034406,0.575312331,0.516015147
GARNL3,2.286881148,1.981852653,2.046141782,1.321928095,1.169925001,1.169925001
GARS,6.397631854,6.709428501,6.713008392,5.962549023,6.463687842,6.874551087
GARSP1,0,0,0,0,0,0
GART,5.78633498,5.785027362,5.756222713,5.706254254,5.647026633,5.715344295
GAS1,0.042644337,0.014355293,0.097610797,0,0.028569152,0.056583528
GAS2,0.028569152,0,0,0,0,0
GAS2L1,4.316145742,4.458775699,4.552131108,4.60940039,4.566815154,4.682573297
GAS2L1P1,0,0,0,0,0,0
GAS2L1P2,0,0,0,0,0,0
GAS2L2,0.163498732,0.070389328,0.124328135,0.056583528,0.111031312,0.014355293
GAS2L3,3.71918344,4.128458384,3.869871406,3.111031312,3.139142019,2.813524689
GAS5,9.195224547,9.11236131,9.030336078,9.264419142,9.493835439,9.52782884
GAS5-AS1,0.713695815,0.895302621,0.613531653,0.22650853,0.782408565,0.687060688
GAS6,3.575312331,3.046141782,3.121015401,2.881664619,2.904965719,2.765534746
GAS6-AS1,0.389566812,0.137503524,0.214124805,0.042644337,0,0.028569152
GAS6-AS2,0.516015147,0.286881148,0.310340121,0.097610797,0.23878686,0.137503524
GAS7,0.042644337,0.014355293,0.028569152,0.150559677,0.042644337,0.028569152
GAS8,6.070389328,5.726558779,5.880440648,6.593801929,6.027905997,6.021923839
GAST,0,0,0.137503524,0,0,0
GATA1,0,0,0,0,0,0
GATA2,3.90014226,4.120186028,4.156234798,2.56315813,2.528571319,2.746312766
GATA2-AS1,0.485426827,0.214124805,0.275007047,0.042644337,0.176322773,0.056583528
GATA3,8.823940382,9.24319779,9.340829278,5.508428653,5.718635616,5.590362488
GATA3-AS1,4.903520374,5.384395238,5.397802962,0.887525271,1.384049807,0.82374936
GATA4,3.783456654,2.910732662,3.35473424,0,0,0.056583528
GATA5,0,0,0,0,0,0
GATA6,1.757023247,2.23572706,2.176322773,2.042644337,2.6622055,2.341985747
GATA6-AS1,0.464668267,0.163498732,0.084064265,0.59454855,0.411426246,0.310340121
GATAD1,4.066950244,4.267535798,3.971773447,4.097610797,4.183486514,4.088311236
GATAD2A,5.661920579,6.087674987,6.224773478,5.526068812,5.763411574,5.618238656
GATAD2B,3.294253136,3.773996325,3.432959407,4.274261661,4.019701914,3.949534933
GATB,4.257010618,4.484138131,4.456806149,3.780310099,3.987320866,3.982765463
GATC,4.108524457,4.298658316,4.098453246,3.94016675,3.809414444,3.914564523
GATM,0.214124805,0.201633861,0.321928095,0.555816155,0.286881148,0.201633861
GATM-AS1,0,0,0,0,0,0.042644337
GATS,3.243364426,3.132576843,3.386810946,3.627606838,2.722466024,2.989139007
GATSL2,2.558267634,2.659924558,2.097610797,2.292781749,2.361768359,1.933572638
GATSL3,3.075532631,3.026800059,3.129283017,2.336283388,2.648465443,2.370164281
GBA,7.016474034,6.697801615,6.929790998,6.273329387,5.958378712,5.860466259
GBA2,4.311067102,4.148120631,3.992768431,5.329123596,4.959770155,4.948133578
GBA3,0,0,0,0,0,0
GBAP1,4.8928767,4.384049807,4.554588852,4.828326926,3.915520901,4.137503524
GBAS,4.66618849,5.105594276,4.980482356,5.109360559,5.505255801,5.34269696
GBE1,4.120186028,4.196134881,3.989139007,3.218781168,3.070389328,2.99095486
GBF1,4.540399306,4.517905554,4.581953751,4.584962501,4.295723025,4.253989266
GBGT1,0,0,0,0,0,0
GBP1,0.028569152,0.111031312,0,0.411426246,0.028569152,0.150559677
GBP1P1,0,0,0,0,0,0
GBP2,1.82374936,1.773996325,1.718087584,0.201633861,0.23878686,0.286881148
GBP3,0.378511623,0.201633861,0.214124805,1.22650853,0.659924558,1.063502942
GBP4,0.014355293,0.014355293,0,0,0,0
GBP5,0,0,0,0.014355293,0,0
GBP6,0,0,0,0,0,0
GBP7,0,0.014355293,0,0,0,0
GBX1,0,0,0,0,0,0
GBX2,4.548436625,5.170325694,4.989593185,5.348019909,6.091065078,6.082149041
GC,0,0,0,0,0,0
GCA,4.522934561,4.604071324,4.602290585,4.577126661,4.301587647,4.282439805
GCAT,3.86393845,3.66448284,3.886550147,2.680324357,3.070389328,2.967168608
GCC1,2.815575429,3.193771743,3.014355293,3.304511042,3.382667253,3.14404637
GCC2,3.135863165,3.160274831,2.608809243,4.566815154,3.996388746,3.595742339
GCDH,4.835924074,4.718635616,4.95419631,3.615887074,3.816599707,3.670160514
GCFC2,2.847996907,3.443606651,2.963474124,2.996388746,2.976363636,3.025028794
GCG,0,0,0,0,0,0
GCGR,0.659924558,0.111031312,0.189033824,0.097610797,0,0.028569152
GCH1,4.35614381,4.390942773,4.410069692,4.195347598,4.068670811,4.12763328
GCHFR,3.839959587,4.316869805,4.586764743,1.704871964,2.232660757,2.424922088
GCK,0.782408565,0.411426246,0.713695815,0,0,0
GCKR,0.042644337,0,0,0,0,0.028569152
GCLC,5.216454865,5.344118335,5.053545818,6.351557662,5.749534268,5.870857864
GCLM,3.683696454,3.828834649,3.655351829,3.518535139,3.358958826,3.710393192
GCM1,0.014355293,0.014355293,0.014355293,0,0,0
GCM2,0,0,0,0,0,0
GCN1L1,6.119771162,5.983677695,6.111240021,6.264536431,6.174526265,6.171527106
GCNT1,3.47118746,2.916476644,2.521050737,7.013797212,6.318316841,6.296457407
GCNT1P1,0,0,0,0,0,0
GCNT1P2,0,0,0,0,0,0
GCNT1P3,0.111031312,0,0,0,0.214124805,0
GCNT1P4,0,0,0,0,0,0
GCNT1P5,0,0,0,0,0,0
GCNT2,0.137503524,0.056583528,0.056583528,0.485426827,0.214124805,0.176322773
GCNT3,0,0.014355293,0,0,0.042644337,0.124328135
GCNT4,0.084064265,0.028569152,0.042644337,0,0,0.014355293
GCNT6,0,0,0,0,0,0
GCNT7,0,0,0,0,0,0
GCOM1,1.316145742,1.280956314,1.269033146,0.839959587,0.839959587,0.40053793
GCOM2,0.111031312,0.150559677,0.23878686,0.137503524,0,0.056583528
GCSAM,0,0,0,0,0,0
GCSAML,0,0,0,0,0,0
GCSAML-AS1,0,0,0,0,0,0
GCSH,6.347488497,6.828707735,6.615298579,5.995710629,6.463360886,6.527946099
GCSHP1,0,0,0,0,0,0
GCSHP2,0,0,0,0,0,0
GCSHP3,0,0.545968369,0.028569152,1.389566812,0.028569152,0
GCSHP4,0,0,0,0,0,0
GCSHP5,1.207892852,0.650764559,1.182692298,0.799087306,1.384049807,0.970853654
GDA,0,0,0,0,0,0
GDAP1,5.478001056,5.695715489,5.627315001,2.773996325,2.788685711,2.924099886
GDAP1L1,0,0,0,0,0,0
GDAP2,4.123500664,4.21023299,3.809414444,4.211790976,3.700439718,3.613531653
GDE1,5.893362211,5.996614715,5.802968651,6.11914864,6.072748952,6.209258394
GDF1,1.316145742,1.286881148,1.555816155,0.910732662,1.117695043,0.831877241
GDF10,0,0,0,0,0,0
GDF11,4.18030702,4.188242656,4.399854674,4.117695043,3.907852072,4.084064265
GDF15,5.482848283,5.250582665,5.416164165,4.152183419,4.361768359,4.625854931
GDF2,0,0,0,0,0,0
GDF3,0,0,0,0,0,0
GDF5,0,0,0,0,0,0.028569152
GDF5OS,0,0,0,0,0,0
GDF6,0,0.028569152,0.042644337,0.014355293,0,0
GDF7,0,0,0,0,0,0.014355293
