"","VC_rep2","VC_rep1","VC_rep4","VC_rep3","E2s_rep4","E2s_rep1","E2s_rep2","E2s_rep3"
"ANKRD49",10.01307836,10.77103546,10.22562922,10.15296609,10.17604845,10.21589696,10.2619847,10.056028
"ANKRD50",10.41539848,10.69742373,10.49666656,10.69559805,9.931439298,10.45542997,10.23427108,10.41603218
"ANKRD53",7.409497013,7.480487294,7.325530332,7.396497752,7.304237225,7.406949019,7.167919866,7.396818815
"ANKRD54",10.06383322,10.54256035,10.5834119,10.31826034,9.782977739,10.245159,10.60972703,10.46191424
"ANKRD55",7.020979939,7.119848958,7.15911448,7.082282125,7.164655564,7.382515955,7.190812368,7.194387517
"ANKRD6",8.600609852,7.847801215,8.153362024,8.082415197,8.212678762,8.184689417,7.918453322,8.146123134
"ANKRD65",11.47686642,10.97454007,10.601144,11.93747038,12.22936336,10.45087616,10.18585106,10.87859699
"ANKRD66",7.161761743,7.179038235,7.156335937,7.299894853,7.109047078,7.128638813,7.315942034,7.294046313
"ANKRD7",7.428988205,7.687725597,7.765824781,7.487186855,7.398850554,7.559424893,7.554301051,7.531186489
"ANKRD9",11.77995527,12.64026471,12.02447743,11.91859774,12.00147417,12.11607181,12.28596566,12.31264192
"ANKS1A",10.20809716,9.739738425,10.26719634,10.03704927,10.06787967,10.32158992,10.23537106,10.08153337
"ANKS1B",9.120804863,9.731531176,9.221964662,9.215381321,8.87175126,9.147840894,8.849991443,8.899904439
"ANKS3",7.931882466,7.977780772,8.299837629,7.862753574,7.707402274,8.240075769,8.380948014,8.343685408
"ANKS4B",7.524933432,7.448942236,7.519046475,7.548725597,7.44852933,7.562242424,7.587590019,7.597493929
"ANKS6",7.390276456,7.454350707,7.332148468,7.286326727,7.483311955,7.08015131,7.344184927,7.10433666
"ANKZF1",9.701847913,10.15008839,10.3228999,9.895367004,9.956720998,10.19120576,10.43851898,10.50747257
"ANLN",11.1179677,10.60804686,10.33437106,11.1366227,11.71621929,10.47758121,10.47911079,10.67699283
"ANO1",13.04932956,11.76582996,11.42199904,12.61094696,13.04859117,11.81106858,11.48931488,12.00061185
"ANO10",9.884647522,10.34718534,10.41860372,10.06280507,9.407427111,10.10269749,10.2817562,10.2659373
"ANO2",7.612407793,7.621410886,7.498250868,7.488342278,7.576578823,7.606173845,7.683082336,7.382515955
"ANO3",7.160123534,7.211888295,7.17292749,7.289673112,6.853309555,7.246384334,7.164906927,7.069986734
"ANO4",7.323167379,7.261977357,7.312315747,7.238285306,7.329347878,7.492454094,7.200776026,7.424061285
"ANO5",7.894363061,7.74028673,7.925480263,8.064271219,7.743572189,7.660619915,7.580305683,7.854167119
"ANO6",10.37291946,10.97796855,10.33608808,10.65044596,10.14979474,10.31041397,10.5889254,10.41646769
"ANO7",8.136670762,7.93855045,8.165032592,7.922287062,8.429511357,8.100596641,8.322097151,8.599494474
"ANO8",9.135789434,8.77626852,8.932620776,8.450180247,8.747689496,9.120205471,8.935754386,9.098443377
"ANO9",7.987619312,8.160564773,8.471954583,8.202736043,8.05012073,8.051072959,8.456919061,8.584516286
"ANOS1",9.542874682,7.887791791,8.894647267,9.196386966,9.056569981,9.004255585,8.423588675,8.673132372
"ANP32A",7.840856585,7.808159773,7.624429939,7.865617294,8.906251761,7.63780222,7.542935122,7.642412773
"ANP32A-IT1",7.775774869,7.88558199,7.575066465,7.699398938,7.493955494,7.641509903,7.352871055,7.433272458
"ANP32AP1",10.43797309,10.5377644,10.13081989,10.27182774,10.34163001,10.16201361,10.25173388,10.35453866
"ANP32B",14.65917227,14.39041166,14.39837212,14.28693672,14.84739018,14.85453666,14.52840146,14.33161153
"ANP32C",8.34612586,7.488040952,7.745044005,8.245344725,9.20890494,7.580965136,7.274611109,7.626986614
"ANP32D",6.958407714,7.243054944,7.238882374,7.031356596,7.241387364,7.078417702,7.209697044,7.262212324
"ANP32E",7.565197303,7.313336562,7.712527,7.35502067,7.311975314,7.2586838,7.2848241,7.464647848
"ANPEP",7.223760401,6.970249721,7.129798173,7.158735903,7.313109776,7.259390196,7.530308788,7.284014345
"ANTXR1",8.095660745,7.950009042,8.107217076,8.081150521,8.090443275,8.207868455,8.234847362,8.350718231
"ANTXR2",7.483563888,7.108263075,7.609086373,7.741635516,7.524933432,7.373191425,7.631995503,7.59058705
"ANTXRL",7.285980106,6.988258631,7.170175448,7.11048331,7.156841525,7.033423002,7.136029849,7.188959671
"ANXA1",8.641690523,8.409390936,8.390813832,8.230590914,8.91789416,9.237538624,11.90965405,8.883349705
"ANXA10",7.4268937,7.110157019,7.046441948,7.121663017,7.132628249,7.163146469,7.127349541,7.124379836
"ANXA11",9.758389798,10.45955969,10.05076695,9.874789283,9.731350855,10.1237496,10.20774647,9.824202997
"ANXA13",7.209697044,7.151777655,7.099216292,7.175799022,7.222251526,7.14363831,7.28771238,7.057991723
"ANXA2",14.32830677,14.74195869,14.60662426,14.50596968,14.51482191,14.76219969,14.99919958,14.39041166
"ANXA2P1",11.62282685,8.650513272,9.507893723,10.84652857,12.46862404,9.830416172,10.53022343,9.68746317
"ANXA2P3",8.083579049,7.224725253,7.857203472,7.834945023,7.841642967,7.769011321,8.782670659,7.605572114
"ANXA2R",9.36447668,8.448451897,9.338624973,8.997497065,9.332148468,9.365174159,9.112797855,9.200408226
"ANXA3",7.507893723,7.324405598,7.356562011,7.642051693,7.857203472,7.456559766,7.351657036,7.285055375
"ANXA4",8.234997009,7.334831928,7.384675841,8.100235249,9.284419279,7.618293725,7.414790924,7.374604819
"ANXA5",12.769639,13.75489402,13.34300002,12.9492887,12.58846577,12.97217657,13.37912957,13.32612749
"ANXA6",9.330104573,9.464418118,9.405114865,9.37852517,9.008971281,9.433481121,9.084509456,9.212131562
"ANXA7",13.38462188,13.54753773,13.15334025,13.19059056,13.04701098,13.33001001,13.16192113,12.92260995
"ANXA8",7.257328908,7.587683771,7.339181934,7.255146625,7.189330401,7.34251919,7.379703262,7.183511327
"ANXA8L1",7.617559295,7.859340654,7.501040996,7.702215983,7.576578823,7.723063608,7.786841364,7.826469042
"ANXA9",8.978853435,9.775085532,9.560344777,9.405114865,9.583952449,9.752422463,9.157994234,9.732400647
"AOAH",7.248994903,7.533135023,7.297145552,7.433376793,7.394569875,7.409390936,7.445325292,7.354028938
"AOC1",7.302181941,7.128252152,7.192539408,7.287135186,7.142872887,7.281350515,7.251955736,7.180903709
"AOC2",7.382948191,7.60834724,7.431810972,7.565102078,7.296113212,7.411616909,7.62561753,7.574025798
"AOC3",7.407267764,7.304579488,7.39285404,7.478668516,7.231221181,7.613329054,7.315942034,7.389953933
"AOC4P",11.36565263,9.707100252,9.721206019,10.48692299,11.69743459,10.00114426,9.445984768,9.944382641
"AOPEP",7.660619915,7.815903597,8.244334101,8.137951735,8.03586443,8.083878174,7.883177848,8.130827934
"AOX1",7.302181941,7.402052749,7.446566409,7.292321633,7.308964669,7.246859334,7.459329151,7.417008587
"AOX2P",7.364791271,7.222794903,7.25502857,7.175300036,7.2772874,7.459329151,7.475530791,7.155450731
"AP1AR",8.49977116,7.480487294,7.54225805,8.438142078,8.895575282,7.656692997,7.660619915,7.533719071
"AP1B1",12.3626733,12.64676682,12.32843301,12.37580308,12.46732852,12.63041503,12.75677782,12.5184749
"AP1G1",11.04820587,11.79534213,10.96063551,11.40561351,10.58458675,11.04200131,10.92251007,10.84072384
"AP1G2",10.91100804,11.57253444,11.30966108,11.15836512,11.06329395,11.10549934,10.99564351,11.3721849
"AP1M1",11.22330036,11.83011903,11.73899472,11.43413952,11.36666372,11.380204,11.67749943,11.60212469
"AP1M2",8.68923363,8.857203472,8.922175544,8.675736555,8.707100252,8.662490364,8.729280846,8.872444031
"AP1S1",12.2829219,12.09713917,11.93151779,12.18821406,11.95988424,12.31194694,12.43012255,12.22104329
"AP1S2",8.73534447,9.234802465,8.964828182,8.909536865,9.140510272,9.262403206,9.320800549,8.993822937
"AP1S3",7.05866825,7.215533,7.247334178,7.058803518,7.326766526,7.09434165,7.508983185,7.085738002
"AP2A1",8.930127463,9.274203412,8.9130951,9.087926869,9.084393188,8.923736018,8.918602396,9.137055173
"AP2A2",7.710978583,7.648402525,7.621594039,7.767894764,7.633903409,7.788065751,7.532745527,8.001548938
"AP2B1",10.06654333,10.94975833,10.62616532,10.3420052,9.799038723,10.33748253,10.25288714,10.25195574
"AP2M1",12.10256218,12.75238326,12.63623376,12.3489978,11.78478307,12.40423018,12.46539422,12.31119131
"AP2S1",15.07364735,15.044527,15.16387813,15.14526996,14.91774152,14.68875844,15.1238289,15.08294944
"AP3B1",12.28924083,12.93807256,12.34596652,12.29752174,12.23634313,12.57355844,12.39914772,12.25471494
"AP3B2",7.545350645,7.235296255,7.399171094,7.576389865,7.447599858,7.776433032,7.422064766,7.357552005
"AP3D1",11.31050628,11.380204,11.54806328,11.28310283,11.12878378,11.49307987,11.47826403,11.37285826
"AP3M1",11.84545085,12.01308273,12.01212691,11.9767789,11.75248519,12.01076411,12.01707807,11.83478211
"AP3M2",11.3378379,11.96659107,11.91091906,11.7395855,11.84213915,11.90622357,11.64580477,11.82007423
"AP3S1",11.99963893,12.75319846,12.07557943,12.23456673,11.85441552,11.91749796,12.20729273,12.15117514
"AP3S2",9.539619275,10.15706266,10.38811149,9.897741484,9.466267686,10.03340579,10.41913065,10.18778506
"AP4B1",10.00236674,10.87063443,10.52461517,10.27481491,10.20244527,10.37234817,10.50489345,10.25173388
"AP4E1",9.46078863,10.27045594,9.640098038,9.522900242,9.225086906,9.521158731,9.418037058,9.428621886
"AP4M1",8.560476141,9.271302525,9.067501586,8.746976111,8.833028424,8.823048729,8.959929506,8.939928093
"AP4S1",8.091038624,8.230110526,8.207807462,8.108785791,8.144658243,8.215017226,8.167543592,8.236133813
"AP5B1",7.610471228,7.665469165,7.454402119,7.54756936,7.711882028,7.707963005,7.649884862,7.592083234
"AP5M1",10.62114756,11.30566991,10.90745404,10.88302507,10.80867263,10.98684642,10.87734166,10.84631309
"AP5S1",8.707617966,9.030184318,9.226773423,8.526890425,8.586933588,8.920278411,8.626712902,9.1894694
"AP5Z1",8.38478375,8.280828755,8.583505921,8.337789129,8.302696036,8.284534954,8.359969132,8.503179759
"APAF1",11.10026811,8.617605208,10.16641418,10.87990866,10.78195388,10.44704447,9.921840937,10.18264264
"APBA1",7.288635409,7.235296255,7.198690586,7.360627646,7.183015001,7.237329483,7.224001674,7.275542556
"APBA2",7.447599858,7.397246787,7.343518863,7.567480801,7.433689754,7.303438296,7.135067946,7.324968075
"APBA3",9.371449959,9.735598331,9.899630707,9.164042685,9.188928772,9.691939761,9.934059395,9.819660201
"APBB1",7.347289167,7.431602068,7.421381112,7.379703262,7.337621902,7.486181388,7.331812684,7.500045141
"APBB1IP",8.191737825,8.345627012,8.288116278,8.152094668,8.106137593,8.394918154,8.040152706,8.001548938
"APBB2",8.852178351,8.26684509,8.290882822,8.609409625,8.603301795,8.71831881,9.001021078,8.10518829
"APBB3",9.825237073,10.13737544,10.50807948,9.639114563,9.951485075,10.18173462,10.57111267,10.43128865
"APC",7.394033895,7.163146469,7.632495437,7.732337045,7.36347774,7.491051376,7.236492618,7.302524692
"APC2",7.359310317,7.313336562,7.190565479,7.251955736,7.309476354,7.522875729,7.52022579,7.447599858
"APCDD1",7.733778002,7.714932352,7.79246496,7.85412815,7.485124892,7.795065583,8.269652688,7.640787201
"APCDD1L",7.34440688,7.626712902,7.355461222,7.401092837,7.14363831,7.276822315,7.367087077,7.208356305
"APCS",7.802556754,8.274436396,8.000140881,7.92072502,7.776433032,8.007412775,7.921059886,7.734286232
"APEH",12.55514331,12.78407757,12.71054548,12.273883,12.63719656,12.68649779,12.5593024,12.71485725
"APEX1",13.38375322,13.790869,13.52488141,13.52320663,13.13749352,13.8469264,13.57620531,13.26852738
"APEX2",11.54006143,11.66794866,11.63737772,11.37571825,11.32616261,11.62234358,11.73584686,11.53695139
"APH1A",13.26633453,13.90473927,13.87382257,13.75362678,13.18105323,13.65382473,13.69253514,13.67197636
"APH1B",10.73939035,11.06960081,11.12469081,10.97714574,10.62820629,10.8131599,10.65404299,10.77103546
"API5",12.22665679,12.00241069,12.06200396,11.49741527,12.10580623,12.2708574,12.02221608,12.01707807
"APIP",11.1204485,10.59987798,11.15281957,11.15686522,11.01762619,11.24721548,11.22381318,11.0660976
"APLF",7.239001758,7.131856961,7.120367494,6.978424465,7.257505705,7.14363831,7.124509081,7.083346354
"APLN",7.510269671,7.433272458,7.508983185,7.485124892,7.356286893,7.379378367,7.71381608,7.25479243
"APLNR",7.197585307,7.44221782,7.094473614,7.216382108,7.10525378,7.348617514,7.208417275,7.302524692
"APLP1",8.513974274,8.236881223,8.732888169,8.258566034,8.393658591,8.807636671,8.962408037,8.762382039
"APLP2",11.15536376,11.90471928,11.77882149,11.61846007,11.05718793,11.03990433,11.51193792,11.40403721
"APMAP",11.18123769,11.53010757,11.26311512,11.03275174,11.01489224,11.08382832,11.06828285,11.31585715
"APOA1",7.022506527,7.202491187,7.397246787,7.373789568,7.216988308,7.387209581,7.327777171,7.430034319
"APOA2",7.097373769,7.211888295,7.156335937,7.366540788,7.276822315,7.431288654,7.317299545,7.332819801
"APOA4",7.085738002,7.207990433,7.39285404,7.058803518,7.057044051,7.188836073,7.001548938,7.079484784
"APOA5",7.395319911,7.14363831,7.311294209,7.35832153,7.076815597,7.183015001,7.085339669,7.088390747
"APOB",7.251955736,7.31152128,7.122957379,7.33237228,7.302524692,7.09724207,7.164906927,7.389953933
"APOBEC1",7.339181934,7.282856762,7.337510407,7.179162675,7.276066231,7.365884968,7.467503661,7.317073382
"APOBEC2",7.161761743,7.153805336,7.298864479,7.257034198,7.106039419,7.172177453,7.222794903,6.983706193
"APOBEC3A",13.68530727,12.83919148,12.74094284,13.30724351,13.78921394,13.09656898,12.70036114,13.29715093
"APOBEC3B",10.53273335,11.46346051,11.00493145,11.19387182,10.57111267,10.91562733,11.13302177,10.78483929
"APOBEC3C",7.292896755,7.288058585,7.224725253,7.35832153,7.194879946,7.414156679,7.274611109,7.341852356
"APOBEC3F",7.771984589,7.486432821,7.579740197,7.644892754,7.541387062,7.691569059,7.512296032,7.797621
"APOBEC3G",7.387532717,7.58402294,7.490650349,7.527477006,7.400666004,7.584116924,7.626712902,7.565292521
"APOBEC3H",7.611393726,7.14172399,7.571752644,7.496903697,7.466382409,7.73978061,7.460660665,7.85770891
"APOBEC4",7.079751431,7.035073997,6.861629754,6.986126464,6.996897126,7.083346354,7.307200809,7.292839253
"APOBR",7.428988205,7.486432821,7.8583696,7.584210901,7.474618559,7.48346312,7.382191694,7.396818815
"APOC1",7.785901963,7.519046475,8.054672144,7.532842911,7.916476644,7.921469061,8.052500126,8.150128063
"APOC2",7.325530332,7.367087077,7.378511623,7.448942236,7.319785003,7.417430613,7.33645077,7.159619095
"APOC3",7.185742682,7.103156648,7.275484358,7.263973355,7.09288925,7.069584028,7.233080363,6.871135184
"APOC4",7.176671834,7.385754572,7.423536153,7.180903709,7.232181058,7.305491792,7.057044051,7.109569509
"APOD",14.68052161,14.26141732,14.5598864,14.21456008,14.48109935,14.9022273,14.35539067,14.40226348
"APOE",8.111331321,8.493955494,8.300638554,7.980068155,8.017365205,8.033595068,8.565387732,8.224725253
"APOF",7.339181934,7.204448877,7.296342685,7.262329793,7.519046475,7.678996188,7.197216693,7.21916852
"APOH",7.179162675,7.035073997,7.0452136,7.149239039,7.290134074,7.126059116,7.078684546,7.103156648
"APOL1",8.105286523,7.377156293,8.133559673,8.128767677,8.02797509,8.062383492,8.022298451,8.223579419
"APOL2",7.880272271,8.029425277,8.027387694,7.915319218,7.967370377,7.853348547,8.229269462,8.126317293
"APOL3",7.520815086,7.564435333,7.632495437,7.488844346,7.473299871,7.446566409,7.358980797,7.483110377
"APOL4",7.559520492,7.273562512,7.327328083,7.440972955,7.281466436,7.246859334,7.367087077,7.319785003
"APOL5",7.255972742,7.380461065,7.324630615,7.171552125,7.264794434,7.390598906,7.188465216,7.212861117
"APOL6",7.219652565,7.530211233,7.335278687,7.481799432,7.337175869,7.374170076,7.278333295,7.322153498
"APOLD1",8.16377545,8.419222846,8.043915874,7.941854585,7.753759956,8.393041809,8.155861787,7.800010071
"APOM",8.618477274,8.837273128,8.829088444,8.549351506,8.334245347,8.769424642,8.55199658,8.876305899
"APOO",10.73013044,10.95915069,10.84062059,11.02580572,10.94768259,10.86503727,10.8853532,11.13927155
"APOOL",10.01692143,10.27690953,9.927777962,9.878079659,9.587519702,9.89284635,9.727133393,9.702670528
"APP",12.98057919,13.22596994,12.48441069,13.01682787,12.58523545,12.73913188,12.9812484,12.4973872
"APPBP2",11.3746184,10.64703113,11.07017546,11.05948811,11.18537877,11.30225335,11.02397088,10.80468564
"APPL1",9.212405188,7.905198946,8.207807462,8.549832789,9.616663703,8.352926213,8.113025849,7.990990304
"APPL2",10.45087616,10.8843995,10.44436787,10.20635812,9.8753462,10.59419629,10.14636183,10.27927685
"APRT",12.30944438,12.08283928,12.5148558,12.29378056,12.20388325,12.41864325,12.62979487,12.65627402
"APTX",11.50880992,10.62920861,11.48125075,11.33473418,11.68008476,11.60585565,11.32292805,11.4512562
"AQP1",7.30103885,7.329347878,7.54225805,7.40397066,7.576578823,7.484722214,7.541483864,7.667643804
"AQP10",7.094473614,7.113872367,7.259154769,7.056637715,7.145040532,7.006326079,6.967802645,7.09288925
"AQP11",8.292954255,8.422485316,8.447754812,8.195372207,8.126252753,8.345294351,8.12237506,8.260390331
"AQP12A",7.534789211,7.467503661,7.284130052,7.589370257,7.517964589,7.348617514,7.807032856,7.330244659
"AQP12B",7.067972078,7.03727239,6.979853867,7.106039419,7.031080852,6.975704694,7.293241719,7.075479149
"AQP2",7.512542955,7.495355392,7.404822248,7.365884968,7.33817925,7.505811554,7.263386583,7.292839253
"AQP3",7.704768239,7.577900837,7.581483066,7.701956178,7.599075985,7.583082768,7.673662417,7.720458038
"AQP4",7.235296255,7.380461065,7.293471649,7.288058585,7.333658528,7.446152822,7.537218401,7.373082645
"AQP4-AS1",7.102106938,6.998449397,7.226412193,7.209697044,7.216988308,7.225327958,7.346402923,6.949972578
"AQP5",7.149493102,6.990529475,7.102369438,7.19451064,7.179287105,7.204571144,7.242578689,7.299894853
"AQP6",7.860000598,8.204571144,8.223368245,7.932768393,7.946760097,7.846587336,8.26684509,8.258624918
"AQP7",7.294161219,7.317186468,7.580352797,7.471675214,7.686106534,7.260449141,7.259860934,7.264794434
"AQP7P1",7.325530332,7.516487981,7.319897877,7.355461222,7.398262713,7.528551785,7.445325292,7.268425036
"AQP7P3",7.763129356,7.703903573,7.421381112,7.693661186,7.377535914,7.579504513,7.420907623,7.511703246
"AQP8",7.116343961,7.046987545,7.081483438,7.128638813,7.420749758,7.508785162,7.339181934,7.473198384
"AQP9",7.324405598,7.479173962,7.248520605,7.498250868,7.48058827,7.298520857,7.29553937,7.491402184
"AQR",10.70933157,11.19977968,11.19935028,11.14075789,10.6570616,11.05882043,11.152372,10.99730299
"AR",9.693508737,10.20774647,9.597749968,9.50409895,9.539134572,9.929942602,9.11730219,9.674390912
"ARAF",10.99514882,11.83849487,11.41535226,11.42497325,11.33473418,11.25615708,11.2027896,11.32166391
"ARAP1",7.716648008,8.064136463,8.117026156,7.812337774,7.826747083,7.930589513,8.060763472,8.175081675
"ARAP2",8.679040186,8.319446329,8.468242192,8.162768948,8.139455425,8.680315565,8.57168155,8.476442447
"ARAP3",7.255972742,7.209697044,7.238882374,7.220499253,7.235296255,7.284130052,7.355461222,7.319785003
"ARC",7.510269671,7.491151616,7.330244659,7.437544026,7.593297741,7.719474388,7.384567923,7.551131453
"ARCN1",12.61582789,13.07874291,12.77788969,12.85723021,12.51148706,12.7509006,12.75950853,12.66372209
"AREG",6.998872454,7.124379836,7.146186791,7.011786331,6.991096628,7.124896746,7.109569509,7.259919765
"ARF1",14.53015254,14.81197231,14.71141088,14.78613559,14.85194542,14.58457207,14.62736003,14.6233114
"ARF3",11.38270507,11.75840541,11.52966236,11.40630467,11.65512259,11.5081414,11.4577592,11.6014168
"ARF4",13.76629079,13.87798623,13.8469264,13.84537121,13.70686156,13.80071035,13.81442099,13.79778816
"ARF5",12.40537418,12.35734581,12.66948026,12.49200024,12.13880375,12.55748763,12.62322136,12.68507453
"ARFGAP1",10.73846176,10.84876963,11.3459596,10.74697611,10.83290979,10.88417052,11.08382832,11.33049678
"ARFGAP2",10.21127995,10.82001936,10.66365816,10.64125587,9.974235317,10.39298816,10.82170424,10.59537405
"ARFGAP3",10.82766027,11.42750273,11.21298267,11.05180371,10.77592915,11.24149909,11.26646447,11.06086478
"ARFGEF1",12.23778507,11.46073745,11.78724451,12.08816711,11.83654353,12.00556534,11.63856601,11.82978714
"ARFGEF2",9.644757593,10.3160057,9.538067651,9.650591804,9.593461155,9.74810897,9.597633592,9.456534099
"ARFGEF3",8.8030817,8.173364831,8.388017285,8.330860872,8.853095085,8.030356772,8.215229626,8.337510407
