"","MM134.24hr.Vehicle.A","MM134.24hr.Vehicle.B","MM134.24hr.Vehicle.C","MM134.24hr.Vehicle.D","MM134.24hr.E2.A","MM134.24hr.E2.B","MM134.24hr.E2.C","MM134.24hr.E2.D","SUM44.24hr.Vehicle.A","SUM44.24hr.Vehicle.B","SUM44.24hr.Vehicle.C","SUM44.24hr.Vehicle.D","SUM44.24hr.E2.A","SUM44.24hr.E2.B","SUM44.24hr.E2.C","SUM44.24hr.E2.D"
"ACSL6",6.461510686,6.388264797,6.433448049,6.250069896,6.285273843,6.166204213,6.442952165,6.504838244,7.117324079,7.045685349,6.932891741,7.013310932,6.972122907,7.12867968,7.216023328,7.213599164
"ACSM1",5.95301352,5.918632295,5.96539159,5.937855785,6.166701502,6.197265514,6.082744451,6.105551917,5.628412775,5.745607961,5.630499716,5.818168903,5.883356576,6.028718043,5.881884923,5.843382953
"ACSM3",6.047716331,6.068718354,6.072948033,6.128227817,5.780182778,5.968103491,5.868388743,5.934478597,6.476928395,6.334916128,6.495609856,6.299812148,6.305327902,6.234249073,6.299812148,6.234999067
"ACSM5",5.373675295,5.300467534,5.405156353,5.34107574,5.365964185,5.31600233,5.301441273,5.455577902,5.48672962,5.515420469,5.464659979,5.546270183,5.672855015,5.63590372,5.581285473,5.706062605
"ACSS3",5.946551824,5.95590982,5.751823611,5.921748863,5.893393149,5.906082229,6.110047897,5.776588938,9.101235246,9.249755255,9.158029809,9.12537484,8.778252207,8.747612766,8.736169475,8.664347322
"ACTA1",5.079533902,5.24948742,5.497738638,5.101072433,5.491402877,5.483803229,5.171927277,5.309145721,5.250490955,5.248075966,5.315683955,5.1613161,5.229854382,5.291966944,5.249399275,4.916984693
"ACTA2",5.682439571,5.7644701,5.836192014,5.950027315,6.03067324,5.844744635,5.846845271,5.902550877,5.3905224,5.422424989,5.37634675,5.492758009,5.39750822,5.443454361,5.302322277,5.620781878
"ACTB",13.41249961,13.46484787,13.40992378,13.37737165,13.63082989,13.61817546,13.54255298,13.58527206,13.68932779,13.73450964,13.76800958,13.69245987,13.76440651,13.75869625,13.77580755,13.73868133
"ACTC1",6.350817402,6.388159387,6.441236298,6.4022295,6.448730652,6.547376174,6.343178356,6.581196984,6.466721691,6.420224869,6.567861614,6.517666791,6.42776088,6.593656795,6.655167174,6.603732804
"ACTG2",6.005791266,6.056785419,6.324788412,6.142575581,6.021973203,6.176200564,5.781906611,6.045999517,6.294816383,5.973222369,5.934290201,5.993095683,5.947648136,6.004494015,6.116653654,6.109099168
"ACTL6A",10.42315976,10.42083222,10.41742248,10.6084273,10.80641686,10.96968402,10.62371955,10.78038355,10.06524175,10.04296486,9.999417504,9.796993975,10.25986306,10.2101975,10.18202331,10.17741397
"ACTL6B",6.582995325,6.754407026,6.824634003,6.634675172,6.794423384,6.63168399,6.865467158,6.75177792,6.968728512,6.78234454,7.11985284,7.015305723,7.073081243,7.147270666,7.150661568,7.218373851
"ACTL7A",6.297403232,6.167302093,6.17550216,6.237205493,6.173334319,6.149602471,6.281065113,6.242956548,6.106131936,5.851977081,5.898010622,5.890567583,6.006370005,6.132080494,6.160519114,6.126757095
"ACTL7B",6.018535175,6.090774834,6.09537786,5.86838636,5.96531257,6.124091891,6.040316983,6.04296072,6.121595037,6.142978283,6.142080453,6.121595037,6.121595037,5.982932094,6.074820698,5.99145486
"ACTL8",6.882003371,6.8681595,6.878847072,6.962673474,6.998648449,6.90373359,6.789457861,6.856024321,6.979662942,6.880444397,6.962872288,6.946135813,7.146626628,7.011368724,7.213666114,7.045562991
"ACTN1",11.52469476,11.48450822,11.54579349,11.54369287,11.82244581,11.9062574,11.8322785,11.85042307,10.94152131,10.88302986,10.92149318,10.93667951,11.13705192,11.1391623,11.1009044,11.16068739
"ACTN2",5.263868023,5.598370853,5.728541152,5.450502916,5.571919392,5.57993013,5.714710513,5.642378287,5.600758772,5.445056211,5.749232725,5.286735917,5.651709904,5.619767171,5.902662859,5.741925286
"ACTN3",5.936425332,6.354184926,6.207797137,6.217275267,5.986758729,6.107661252,6.019487481,6.215079837,5.992409934,5.952567833,5.940582656,5.768626759,6.130861155,6.069529251,6.13428889,6.145528784
"ACTN4",10.9490471,11.0101212,10.86237783,10.86978212,10.73232141,10.794747,10.76776559,10.80463841,8.226733562,8.136200889,8.140516342,8.162712964,8.237859773,8.254838831,8.240152675,8.42599663
"ACTR10",11.96688215,12.07879633,12.00273138,12.00469864,12.03532732,12.03889128,11.98775561,12.01430597,12.00173802,11.9927448,12.05372775,11.95829378,12.1177617,12.04771344,12.05312267,12.04803805
"ACTR1A",10.07560874,10.16809191,10.05801575,10.01369839,10.29387804,10.32541467,10.21835415,10.25546574,8.985511693,9.124314662,9.064465283,9.099934608,9.126341079,9.099934608,9.08267725,8.995119163
"ACTR1B",9.624027779,9.668659152,9.491978199,9.53478101,9.226755504,9.25285052,9.282005102,9.275729092,9.522511547,9.566252144,9.559441141,9.63073332,9.48411651,9.530874959,9.510060398,9.534965953
"ACTR2",11.56183129,11.57749564,11.6495131,11.61081198,11.67362166,11.81970155,11.57457439,11.67918473,12.28269359,12.30707172,12.27461811,12.30883814,12.4742514,12.40697083,12.39432096,12.4343221
"ACTR3",12.81561861,12.80251422,12.79002652,12.78938248,12.71998358,12.72045564,12.76878415,12.73983558,12.92561789,12.94118313,12.935526,12.9120283,12.91391132,12.91732981,12.88330836,12.92027648
"ACTR3B",8.834616077,8.802750154,8.768546654,8.836880301,9.097418927,9.058855428,9.005228395,8.946217172,8.126399596,8.074547341,8.037922357,8.025544946,8.221104217,8.088523923,8.042986538,8.027954943
"ACTR5",7.670142218,7.668991071,7.633969287,7.601767935,7.73507902,7.775731196,7.88276035,7.798255514,7.651203943,7.572737022,7.716542069,7.73605657,7.884388702,7.818300343,7.706212968,7.845844246
"ACTR6",9.749440726,9.662702532,9.693446244,9.767904886,9.58731679,9.610691185,9.573588852,9.582056136,9.909220756,9.85034102,9.868962857,9.791850363,10.00456313,9.985513767,9.958747424,9.976427995
"ACTR8",7.570018875,7.51094354,7.455073918,7.456459052,7.230925305,7.519365863,7.479695419,7.431103888,8.056224568,7.949217669,8.166124181,8.176435148,8.010361148,7.958416723,7.879032417,7.715541889
"ACVR1",8.744347809,8.758895086,8.657708626,8.815054559,8.273310273,8.40739749,8.341715346,8.293438014,10.4213437,10.3930688,10.43608741,10.34233229,10.07046186,10.04828115,9.946271446,9.907606883
"ACVR1B",9.821984179,9.804523901,9.788423385,9.817412511,9.324214588,9.292040745,9.290324828,9.286296967,9.85272909,9.924313071,9.929553326,9.890849749,9.518754423,9.530988205,9.451506511,9.487667242
"ACVR2A",8.297633146,8.302498088,8.296041801,8.353768936,8.031306732,8.089303854,7.973465963,8.07290535,8.707554035,8.632713606,8.658235808,8.602338022,8.401921852,8.37941673,8.505467906,8.403286285
"ACVR2B",7.902914441,7.721913904,7.888223872,7.671259583,7.57481663,7.623500585,7.693932625,7.894822603,8.00754418,7.919715808,7.98221845,7.955359203,7.968594795,7.906695287,8.08044174,8.084881915
"ACVR2B-AS1",5.690603831,5.541764886,5.756681644,5.622590715,5.602156382,5.373445665,5.527602733,5.438634518,7.115779819,7.039035563,7.145587685,7.222345233,6.735484028,6.654945985,6.890883182,6.752847834
"ACVRL1",6.364433996,6.459746179,6.540808182,6.673080256,6.557751904,6.552907178,6.371446346,6.673436416,6.053922906,6.137940439,6.1591386,6.001198356,6.377828792,6.144722915,6.164911939,6.251115712
"ACYP1",10.48299307,10.41269797,10.42868537,10.45888763,10.63613869,10.70794456,10.63859749,10.53173315,8.042729253,8.090537402,8.006679235,8.113644674,8.107993095,8.381966623,8.138113289,8.115382496
"ACYP2",9.396003572,9.416113963,9.482879963,9.445109164,9.040622365,9.137702395,8.97190961,9.051045792,8.425529017,8.548592653,8.375661111,8.361474922,8.287999785,8.270000114,8.190810079,8.147681468
"ADA",6.19835178,5.99307607,6.096769067,6.077300598,6.544764972,6.619455607,6.623498212,6.760021742,6.03402449,6.155872877,6.150786615,6.226495911,6.34770028,6.18245256,6.323207756,6.347012141
"ADA2",6.075507689,6.269098705,6.303601169,6.349651566,6.286434995,6.178153562,6.061774564,6.275264117,8.858887164,8.955210012,9.085198772,8.910847703,7.784352681,7.626578032,7.681968427,7.554762035
"ADAM10",11.98864734,11.92048306,11.99903783,12.02916442,11.75671451,11.81169199,11.73282216,11.7316776,11.78021847,11.74761808,11.70152898,11.71750979,11.41660531,11.38815893,11.34121989,11.35516281
"ADAM11",5.951639973,6.305957527,6.343857621,6.306265615,6.324854993,6.262736872,6.213720597,6.421613444,6.113631846,6.121680567,6.086023971,6.154653906,6.070948279,6.179612201,6.18245256,6.16778387
"ADAM12",6.227943601,6.34044095,6.25945218,6.251893949,6.134362328,6.039685621,6.326876668,6.289263884,6.213453903,6.17676607,6.247638752,5.879221335,6.225736968,6.279388267,6.241979755,6.584251386
"ADAM15",6.910624634,6.798097691,6.847860792,6.719475009,6.96821741,6.987383203,6.988202385,6.92783233,8.06895378,8.142273862,7.991914695,8.088499349,8.11028127,8.107254654,8.262827708,8.168776198
"ADAM17",8.872521004,8.898964205,8.878798222,8.968109978,8.684356533,8.716029926,8.719550998,8.656180262,8.631064438,8.69408801,8.653815141,8.634186816,8.493065152,8.452910344,8.418155476,8.409362276
"ADAM18",4.285370704,4.060815603,4.12903808,4.265459408,4.139260431,4.072081406,4.228300609,4.417696781,4.722090722,4.621090575,4.716117239,4.98223994,4.735074825,4.657817162,4.731316908,5.069117726
"ADAM19",5.843138373,5.843841093,6.064393622,5.992861866,6.095337193,6.107429905,5.998412227,5.872688417,5.888781041,6.080492193,5.85746381,6.022670906,5.923412733,6.174711322,5.984096301,6.270293436
"ADAM2",3.340959013,3.325762355,3.303223307,3.341880892,3.342363594,3.097994113,3.265491218,3.354642471,3.472137507,3.549469327,3.738418879,3.573568878,3.360675693,3.280692327,3.534651366,3.099335611
"ADAM20",6.267628774,6.466193891,6.38683676,6.337180317,6.510448791,6.388776166,6.46851314,6.444252855,6.619120772,6.705351721,6.704520228,6.444354612,6.614789621,6.507145117,6.418197108,6.704520228
"ADAM21",4.431074605,4.325893566,4.555938096,4.370694829,4.571722537,4.598923454,4.615842823,4.804833228,3.937756555,3.621360273,3.835530216,3.934737609,4.054090235,3.958772962,4.259667704,4.005242244
"ADAM22",9.101145394,9.039118751,9.052416638,9.051784191,8.680582994,8.590101451,8.791701046,8.623947415,6.556921877,6.392964741,6.565097706,6.347520168,6.452606385,6.501072821,6.565689042,6.633363783
"ADAM23",5.377675266,5.425909448,5.437305504,5.331740171,5.534734526,5.490550637,5.33137578,5.5585431,5.987138069,5.949325008,5.827147908,5.982739485,5.929207107,5.891146746,6.016411002,5.893887134
"ADAM28",6.005584091,6.31857629,6.348565741,6.464375092,6.511407835,6.601088101,6.322009756,6.352440165,6.27524841,6.42864696,6.275846142,6.326600964,6.335761259,6.142411859,6.278682152,6.512895586
"ADAM30",6.209392614,6.122862879,6.25999895,6.280657145,6.387936101,6.334839812,6.116392813,6.414971869,6.221611808,6.330034346,6.136474563,6.199379314,6.230876611,6.303601193,6.020603919,6.239950615
"ADAM3A",4.597235676,4.436020164,4.571343233,4.469489192,4.607504217,4.618214256,4.588826775,4.635833492,4.334579019,4.65166328,4.361877123,4.344398001,4.47184261,4.47184261,4.47184261,4.47184261
"ADAM5",4.698190288,4.699661501,4.697962005,4.731558566,4.669484997,4.284855032,4.737232392,4.743320734,4.39039578,4.333501481,4.470979367,4.39039578,4.39297877,4.338259256,4.365484058,4.341700625
"ADAM7",5.163302902,4.998454194,5.258010045,5.2301156,5.17970006,5.204497427,5.222922837,5.30448272,5.241477466,5.25454517,5.265519525,5.330838903,5.543340671,5.330838903,5.467906291,5.418601197
"ADAM8",7.64278995,7.800053677,7.567816868,7.669036121,7.531920921,7.407586361,7.526762293,7.55780176,7.631121294,7.50571039,7.475633753,7.53318228,7.999867948,7.76760591,7.865045451,8.008666022
"ADAM9",12.81673068,12.83327934,12.89845872,12.97237498,12.7660075,12.84508353,12.59725985,12.74342477,13.04775838,12.96823813,12.9124856,12.86226084,12.75825481,12.77741147,12.82035866,12.83297651
"ADAMDEC1",3.308470332,3.263440207,3.311108728,3.214196331,3.166142964,3.198992254,3.242128918,3.359619901,3.167825535,3.005027664,3.276516012,3.543170923,3.325800894,3.220719859,3.379053461,3.329160132
"ADAMTS1",6.478831934,6.284522161,6.450465423,6.399968653,6.828479614,7.087135961,6.903893851,7.023466629,5.735088515,5.759018241,5.779769645,5.759018241,5.723849583,5.676845156,5.638650057,6.02850814
"ADAMTS12",5.318069825,5.247367622,5.364476543,5.441825682,5.390333722,4.985251035,5.37247342,5.299254707,5.552920289,5.520954587,5.526230401,5.218854456,5.71881498,5.684895092,5.619330563,5.739567098
"ADAMTS13",6.818125858,6.811222373,6.83878531,6.766249478,6.828399586,6.795757844,6.775698359,6.793305289,6.906309927,6.817421056,6.756298741,6.954143971,6.826038209,6.872972945,6.932530276,7.041886459
"ADAMTS2",5.491901963,5.331339497,5.1518808,5.40557435,5.431870007,5.190836853,5.42542364,5.466516895,6.578086482,6.226389442,6.403873079,6.367198803,6.540415931,6.631290212,6.665123343,6.628673276
"ADAMTS20",3.21260899,3.223199693,3.173665952,3.077607303,3.153792195,3.030826398,3.342933089,3.134364441,3.133793447,3.478817811,2.937942154,3.117878318,3.143376633,3.022947132,3.317877277,3.200225053
"ADAMTS3",3.79153645,3.437197276,3.592336303,3.410710279,3.982534327,3.479298364,3.46459071,3.477515315,3.96985226,3.958201269,4.130277486,3.88239908,3.96985226,3.96985226,3.996648652,3.868801372
"ADAMTS5",3.465356145,3.309770976,3.564121427,3.68187598,3.545204023,3.361137665,3.396302876,3.415893354,3.14465451,3.066700817,3.075138808,2.938244716,3.140905319,3.105526739,3.26825658,3.213309179
"ADAMTS6",4.028964556,4.178853536,4.286282204,3.960610653,4.068063339,4.325503465,4.431321216,4.046044417,3.963691938,3.767178116,3.915785119,4.032113078,4.021039603,4.000169757,3.955438338,4.206039668
"ADAMTS7",7.156912521,7.412218213,7.174957368,7.239769236,7.192145268,7.04798154,7.326731738,7.407737586,6.975276958,7.313828112,6.975318725,6.993909105,7.12526475,7.054861888,7.121967636,7.291344783
"ADAMTS8",5.348301196,5.588674622,5.489203309,5.303723516,5.355566861,5.325149082,5.315690843,5.517807721,5.737437308,5.872852549,5.768440072,5.79272221,5.86996123,5.830743068,5.634141688,5.812964606
"ADAMTS9",5.621563352,5.567126064,5.7242958,5.754667212,5.574617369,5.642242192,5.831514716,5.771180132,5.515540452,5.383740785,5.485964335,5.61212965,5.479067299,5.479491421,5.654977009,5.715226977
"ADAMTSL2",6.352603009,6.315451952,6.250764939,6.156777476,6.406566718,6.025549199,6.021951635,6.000653171,6.405126927,6.400555332,6.416991163,6.256444225,6.389137819,6.457532411,6.389137819,6.346045759
"ADAMTSL3",6.533365156,6.477041033,6.471893845,6.54658664,5.227497717,5.370445363,5.703592044,5.715709326,3.919561297,4.014527974,3.82900288,4.005673055,4.06719419,3.919561297,3.906673432,4.197921
"ADAMTSL4",5.516128258,5.798845183,5.910975299,5.945975976,5.515385936,5.917057111,5.708923334,5.856399126,5.264659501,5.292392484,5.393050395,5.362092313,5.322340803,5.306483983,5.547985314,5.388032891
"ADAP1",9.382556631,9.346014259,9.306593246,9.331913248,9.23415992,9.142202041,9.350832244,9.272002683,9.257546782,9.238287559,9.179625699,9.29037904,9.14595245,9.23729744,9.16413045,9.197146147
"ADAP2",6.553009693,6.667029047,6.708177357,6.800066304,6.441251465,6.574807324,6.578485851,6.456986954,6.537509601,6.508689693,6.506627401,6.641921652,6.656479315,6.598565189,6.394669868,6.575763215
"ADAR",11.10543877,11.23427762,11.20148253,11.18544859,11.17536426,11.1411535,11.10531222,11.17179193,11.42114512,11.48206321,11.43382866,11.55543735,11.37744776,11.39308981,11.3414708,11.27920961
"ADARB1",7.424327468,7.386953221,7.377684261,7.322354573,7.454454842,7.470972205,7.465612467,7.394769574,7.33506052,7.370141838,7.354397412,7.289785619,7.242662283,7.277419283,7.253605446,7.362987962
"ADARB2",4.411157957,4.632994815,4.450407037,4.639389363,4.58895969,4.622741495,4.431170259,4.734900911,6.086646339,6.294255327,6.216139163,6.205203886,5.969211209,5.980623411,5.996391108,6.002241244
"ADAT1",7.917346441,7.9255447,7.89584298,7.917036326,7.896410027,7.909104821,8.06485187,7.874886287,8.601681161,8.526522109,8.585792834,8.641238202,8.658205428,8.540669776,8.540669776,8.492079398
"ADCK2",9.06656406,8.993109362,8.959831079,9.024261383,9.150241054,9.127575632,9.277644639,9.178208532,8.708419726,8.80666343,8.772894622,8.755382337,8.968483992,8.98221529,8.873081367,8.938056843
"ADCY1",9.464169944,9.459736154,9.499098503,9.44844508,10.19798955,10.14619568,10.0930021,10.08000922,9.843780334,9.955245363,9.932639972,10.03423073,11.83242301,11.79771158,11.83904572,11.84008825
"ADCY10",4.452398146,4.653121258,4.540655877,4.391677492,4.53471285,4.514178842,4.772862147,4.459782767,4.67392455,4.585252543,4.54588348,4.585252543,4.358760523,4.675023206,4.585252543,4.674796898
"ADCY2",6.174310772,6.186758591,6.09088459,5.946246032,5.974188658,5.891657079,6.02399249,6.113165771,5.733035404,5.942177555,5.870183004,5.872474348,5.972911859,5.907040364,6.005411904,6.218992717
"ADCY3",7.179826292,7.430718604,7.361217463,7.425368605,7.727316946,7.672539242,7.587804026,7.582989677,7.420379619,7.447499358,7.356909955,7.441279939,7.535608234,7.649980719,7.597597865,7.685111753
"ADCY6",9.51319689,9.455593769,9.438052611,9.391922305,9.034016028,9.166322732,9.2439529,9.116264515,9.669777021,9.751651256,9.739706901,9.822656697,9.513566074,9.578042758,9.563759083,9.575930987
"ADCY7",6.59796596,6.326739862,6.266209257,6.322208546,6.431307424,6.465034743,6.409540154,6.326908405,6.371994526,6.352372996,6.450408503,6.355950029,6.016215659,6.259781346,6.000153757,5.695180709
"ADCY8",5.297933781,5.19774027,5.191088975,5.260592001,5.198774921,5.45192541,5.011411849,4.884086016,4.701988156,4.97647335,4.861444379,4.519080404,5.030614586,4.960107541,4.913897523,5.033269773
"ADCY9",8.03109195,7.884313088,8.049008623,8.077234742,8.325723722,8.422832351,8.326894084,8.40865362,8.752845108,8.751174445,8.755329069,8.781935109,8.543025926,8.465855685,8.501033807,8.519324342
"ADCYAP1",5.52248961,5.570012805,5.576722977,5.535149992,5.548797271,5.245230505,5.555513838,5.553640698,4.54929591,4.779967963,4.672086859,4.490799499,4.607155298,4.878577461,4.84499748,4.939267524
"ADCYAP1R1",4.205130853,4.135619893,4.305767579,4.206171637,4.004961188,4.024604278,4.185171824,4.357084983,4.330279584,4.034616687,4.239753293,4.242653814,4.191778412,4.24711214,4.183916197,4.298312681
"ADD1",11.03641005,11.02998321,10.99941256,11.07585045,10.87551788,10.9980124,10.90404688,10.95923027,10.68215121,10.56561482,10.63729423,10.6133622,10.68060835,10.60297956,10.55484224,10.56684471
"ADD2",6.70486075,6.789396824,6.886482549,6.648694601,6.667116986,6.64697931,6.618429499,6.560564533,6.863855981,6.893327363,6.834897144,6.913648039,6.892352657,6.909701775,6.723417115,7.136915144
