,T47.D_0h_1,T47.D_0h_2,T47.D_24h_13,T47.D_24h_14,BT.474_0h_15,BT.474_0h_16,BT.474_24h_25,BT.474_24h_26
DHX38,5.6854,6.5897,7.8361,7.6422,7.2153,6.8635,7.2938,6.9383
DHX40,9.2269,8.8404,8.8786,8.9863,10.4945,10.6121,10.5964,10.6904
DHX57,6.1386,5.8714,6.4118,6.174,6.1618,6.0277,6.0806,5.7875
DHX58,6.1369,6.3436,5.9009,5.99,6.1899,6.0143,6.0036,6.0147
DHX8,7.7884,7.4466,8.1472,7.8741,7.1782,7.1948,7.1654,7.2311
DHX9,8.1981,8.3907,8.6278,8.7576,8.6547,8.3367,8.96,9.1725
DIABLO,10.5005,10.2757,10.7016,10.4396,10.1604,10.1943,10.0779,10.182
DIAPH1,9.0537,8.8107,9.8547,9.6859,9.0542,9.3024,9.5359,9.2137
DIAPH2,4.262,4.0362,4.1108,4.0327,4.1817,4.1816,4.4193,4.1903
DIAPH2-AS1,3.7726,3.9195,3.7647,3.7443,3.5951,3.6738,3.5922,3.7141
DIAPH3,3.1437,3.1702,3.3218,3.1905,3.1851,3.2563,3.0815,3.0598
DICER1,8.4249,8.3789,7.42,8.225,8.9846,9.3076,9.4844,9.7793
DIDO1,7.4696,6.9884,7.689,7.29,6.0011,5.8963,5.9976,5.8923
DIMT1,8.7322,8.7582,9.4582,9.3015,8.1565,8.3303,8.4348,8.7662
DIO1,4.0215,3.8511,3.753,3.8333,3.5329,3.6262,3.6741,3.5355
DIO2,5.3366,5.257,5.0858,5.4013,5.2534,4.9881,5.2321,5.153
DIO3,5.9643,6.21,6.1853,6.1674,6.3434,6.1879,6.187,6.3925
DIP2A,7.2501,7.2388,7.175,7.2887,7.4931,7.5754,7.5042,7.5029
DIP2C,7.9502,7.9355,8.0672,8.2871,8.3816,8.5555,8.5276,8.2544
DIPK1A,4.1884,4.026,4.6627,4.1491,4.2371,4.7876,4.0731,4.002
DIPK2B,4.5969,4.5353,4.1211,4.2079,4.438,4.3337,4.398,4.1877
DIRAS2,3.1974,3.3086,3.1897,3.2133,3.4824,3.69,3.3686,3.4136
DIRAS3,3.4709,3.5008,3.504,3.3887,3.4939,3.4206,3.4127,3.4462
DIS3,3.669,3.8257,3.6081,3.7185,3.733,4.0873,3.6734,3.9685
DISC1,4.8039,4.9703,3.9566,4.1134,4.0655,4.0672,4.2348,3.8916
DIXDC1,5.675,5.6862,5.941,6.0565,4.6371,5.0184,4.6084,4.9286
DKFZP434A062,6.948,6.6305,6.3138,6.6271,6.3514,6.3572,6.3936,6.55
DKFZP586I1420,6.8715,7.3043,6.8094,7.5277,9.0452,8.9429,9.2423,9.4012
DKK1,5.5407,5.1493,4.7379,4.3202,7.0005,6.9786,6.1807,6.2548
DKK2,3.103,3.2019,3.1278,3.0459,3.1278,3.1077,3.1101,3.209
DKK3,3.6571,3.8486,3.7329,3.9314,3.8865,3.7631,3.7036,3.7966
DKK4,4.5406,4.4251,4.0669,4.3089,3.8398,4.0682,4.0072,3.825
DKKL1,6.0046,5.4243,5.939,5.9346,6.1013,5.9258,5.9534,6.1713
DLAT,9.6852,9.3938,9.6284,9.7508,7.6445,7.7584,7.948,8.0195
DLC1,4.8389,5.093,5.0832,5.4438,5.2866,5.0005,5.7163,5.4256
DLD,9.8865,9.314,9.3003,9.7415,10.6202,10.7722,10.7509,10.7465
DLEC1,7.5153,7.3626,6.3937,6.4773,6.3562,6.4243,6.4718,6.3165
DLEU1,8.2438,7.3616,8.235,8.1575,6.9031,6.8708,7.5286,7.6481
DLEU2,4.647,4.2129,4.8451,4.9132,4.2624,4.2411,4.1572,4.3781
DLG1,10.435,10.3734,9.8794,10.1226,9.1825,9.3302,9.2168,9.1352
DLG2,4.722,4.5627,4.2247,4.5769,3.886,3.6262,4.0343,3.7756
DLG3,7.8826,7.3189,7.4297,7.3695,7.9884,7.7637,8.0228,8.1245
DLG4,6.3656,6.4738,6.5981,6.4851,6.6415,6.4416,6.2804,6.6076
DLG5,10.4745,10.2973,10.5545,10.5231,9.2344,9.2749,9.3014,9.3189
DLGAP1,4.732,4.8234,4.3436,4.644,4.3885,4.3859,4.5449,4.3438
DLGAP2,4.1184,3.9745,3.8646,3.9602,3.9923,4.0784,4.0665,4.2345
DLGAP4,6.2629,6.9079,6.0068,5.9507,6.2595,6.3617,6.2075,6.2332
DLGAP5,8.9671,8.7237,9.1692,9.5721,7.7105,8.053,7.4923,7.8689
DLK1,3.9733,3.6994,3.971,3.7119,3.8889,3.5649,3.5232,3.7741
DLK2,5.5944,5.7099,5.5764,5.522,5.5442,5.5304,5.2161,5.0565
DLL3,4.6601,4.9158,4.3726,4.4436,4.3945,4.4876,4.4769,4.2826
DLX2,7.3006,6.7799,5.8002,5.9922,5.9154,5.9866,5.9653,5.912
DLX4,4.608,5.2077,5.2839,4.7904,4.366,4.0562,4.1608,4.4749
DLX5,4.4963,5.0281,4.3568,4.1762,4.3121,4.4598,4.1434,4.1222
DLX6,4.1755,4.3746,4.3372,4.3483,4.3189,4.1345,4.3949,4.0796
DMAC2,8.9082,8.622,8.9028,8.6355,9.5576,9.5501,9.3055,9.5917
DMAC2L,7.5529,7.4937,8.0026,8.1433,7.1919,7.2702,7.2258,7.3368
DMBT1,6.0688,5.9821,5.5267,5.7519,5.5671,5.633,5.5911,5.4155
DMC1,3.9792,3.8925,4.2051,4.0434,4.3822,4.1877,4.3818,4.3261
DMD,4.732,4.1178,4.7935,4.8496,3.6849,3.8239,3.7965,3.796
DMP1,3.2348,3.4709,3.4275,3.4505,3.3747,3.4765,3.3512,3.5628
DMPK,6.3564,6.5037,6.2589,6.333,6.3721,6.3661,6.1519,6.2629
DMRT1,3.5257,3.668,3.6002,3.5018,3.4894,3.4744,3.4417,3.6553
DMTF1,8.8804,8.9413,7.9768,8.4295,8.4095,8.5756,8.6092,8.4668
DMTN,5.9931,6.0103,6.152,6.0042,6.035,5.8116,5.8995,5.9376
DMWD,7.8762,8.0558,7.4382,7.5167,7.4001,7.4029,7.5869,7.0048
DMXL1,7.7576,7.6928,7.0253,7.4362,7.0619,7.7066,7.3785,7.6134
DMXL2,7.3866,7.494,6.4249,6.9216,6.2032,6.305,6.0539,6.0612
DNA2,6.8768,6.0399,7.3932,7.2225,7.7179,7.7644,7.764,7.7293
DNAAF1,5.0475,4.9568,5.3892,5.7057,4.7802,4.9222,4.8832,4.6866
DNAAF2,8.1737,7.5386,8.4225,8.4321,8.236,8.2804,8.4329,8.3723
DNAAF5,9.5025,9.3717,9.9963,9.7255,8.8464,8.6087,8.9092,8.485
DNAH17,4.263,4.3007,4.1821,4.418,4.2894,4.1907,4.3164,4.3336
DNAH2,4.3003,4.2499,4.3384,4.5276,4.2409,4.2884,4.2492,4.0798
DNAH3,7.2665,7.1409,7.4637,7.738,7.333,7.3055,7.4795,7.45
DNAH6,4.4267,4.0475,4.4002,4.771,4.3752,4.4829,4.7267,4.2561
DNAH7,4.0637,4.1711,4.0828,4.1036,3.9923,3.8835,3.9804,3.8186
DNAH9,4.8032,4.8732,4.7303,4.8925,4.6263,4.4538,4.4293,4.4
DNAI1,4.7665,5.1227,4.8343,4.3942,4.8321,4.623,4.404,4.6647
DNAI2,4.4463,4.6498,4.1661,4.2867,4.1316,4.1513,4.0751,4.3673
DNAJA1,10.604,10.3181,10.834,11.0036,11.4675,11.5377,11.644,11.6813
DNAJA2,7.8631,7.5162,8.2161,8.2373,9.0177,9.1782,8.9842,9.1501
DNAJA3,8.2677,8.6746,9.3618,9.2341,9.4192,9.3116,9.4302,9.562
DNAJA4,7.3644,7.327,6.6785,6.9295,6.811,6.5752,6.8553,6.4152
DNAJB1,8.3798,8.7144,9.8435,9.4309,10.5104,10.3729,10.4397,10.4334
DNAJB12,8.6378,8.2413,8.2218,8.0963,8.6879,8.5655,8.4219,8.3879
DNAJB14,5.5469,5.6305,5.7088,5.9853,7.0887,7.2969,7.4926,7.8248
DNAJB2,6.5373,7.3181,7.3289,6.9532,7.1932,7.1932,7.0977,6.9422
DNAJB4,5.3757,5.278,5.134,5.2058,5.2308,5.2503,5.2828,5.2778
DNAJB5,5.9602,5.8071,5.8601,5.8546,6.9176,6.7261,6.1934,6.4367
DNAJB6,8.5508,7.5002,8.1749,7.7239,8.7961,8.6706,8.6001,8.6162
DNAJB9,8.1933,7.8911,7.4765,7.4824,7.1231,7.3736,7.542,7.66
DNAJC1,7.474,7.3789,7.4279,7.4149,7.8754,7.8676,7.4279,7.7555
DNAJC10,7.6038,7.4405,7.628,8.1254,7.8752,7.7273,8.1102,8.0099
DNAJC11,7.3723,7.4366,8.0903,7.8371,8.116,8.0238,8.0762,8.2105
DNAJC12,5.8719,5.4724,5.8943,5.3383,9.0446,9.055,8.4107,8.8616
DNAJC13,8.31,8.2465,7.7461,8.4783,8.6518,8.917,8.9744,8.6909
DNAJC15,9.3127,8.9029,8.8518,8.6581,9.8536,9.8211,9.3587,9.5131
DNAJC16,5.8549,5.6864,6.7583,6.7664,7.2952,7.2763,7.5437,7.5266
DNAJC17,6.1204,5.4388,6.6323,6.4561,7.205,7.2819,6.3599,6.877
DNAJC2,8.4218,8.3748,8.15,8.4475,8.5513,8.9113,8.9594,8.9467
DNAJC22,5.3168,5.348,6.5009,5.703,5.1118,4.4731,4.3383,4.7392
DNAJC24,7.552,7.7805,7.1204,7.2911,6.04,6.2979,6.1988,6.4435
DNAJC28,4.1684,4.2727,4.2953,4.1695,3.8325,3.8182,3.7243,3.9064
DNAJC3,4.3595,3.9087,4.743,4.7388,5.1585,5.0174,5.0805,5.9449
DNAJC4,5.8454,6.6626,7.1832,6.6514,7.1779,7.1473,6.7001,6.9571
DNAJC6,5.9829,5.6835,6.2369,6.2839,5.2281,5.2508,4.7434,5.0752
DNAJC7,9.2742,9.0081,9.9167,9.7284,9.4661,9.3743,9.3984,9.3382
DNAJC8,10.0924,9.699,10.2606,9.9813,9.7211,9.7374,9.6822,9.7095
DNAJC9,9.3403,9.2142,9.8856,9.6837,9.7735,9.8904,9.9628,10.1398
DNAL4,7.2863,7.8121,7.7878,7.1491,6.3716,6.4203,6.3887,6.321
DNALI1,7.5386,7.4741,8.4254,8.1351,4.4333,4.3289,4.3191,4.7203
DNASE1,5.0563,5.0244,5.4991,4.9029,5.4864,5.4258,5.1342,5.1425
DNASE1L1,7.4517,6.7277,7.6641,7.3731,7.4891,7.3804,7.1823,7.2043
DNASE1L2,5.2263,5.5761,5.6982,5.5999,5.6864,5.4702,5.8349,5.8827
DNASE1L3,4.3949,4.4073,3.9365,3.9965,4.0006,3.9069,3.7991,3.8633
DNASE2,7.9806,7.7557,8.8103,8.6679,8.4169,8.2859,7.9674,8.1372
DNASE2B,3.6299,3.516,3.7207,3.5305,4.4062,4.4469,4.1778,4.2065
DND1,8.8522,8.4352,8.5329,8.7169,7.3138,7.6949,7.4683,7.5358
DNM1,5.9417,5.8788,5.5782,5.3526,5.5317,5.2863,5.2046,5.9184
DNM1L,8.1678,7.8037,8.0777,8.5561,8.0596,8.0032,8.1107,8.1107
DNM2,5.9926,6.4732,7.1441,6.6518,8.439,8.5304,7.8755,8.1854
DNM3,3.5724,3.6372,3.7152,3.6627,3.8763,4.2168,3.6408,3.5439
DNMBP,6.4395,5.9254,5.8232,5.6322,7.9257,8.2368,8.3101,7.9953
DNMT1,8.5358,8.3921,9.3817,9.2859,9.7942,9.8721,10.3074,10.1955
DNMT3A,5.1665,5.0271,4.7665,4.8949,5.2062,5.5331,5.3001,5.1461
DNMT3B,6.6313,5.9417,6.3334,6.5377,7.5188,7.5684,7.5894,7.016
DNMT3L,3.9907,4.0274,3.9314,4.2109,4.0216,3.7496,3.88,3.9962
DNPEP,8.8976,8.5892,8.92,8.5934,9.6976,9.7288,9.6581,9.6553
DNPH1,8.7377,8.6751,9.6384,9.3811,8.4813,8.4155,8.7928,8.7783
DNTT,4.8767,5.0391,4.343,4.5381,4.27,4.4118,4.4692,4.4576
DNTTIP2,8.9668,9.0081,8.4545,8.9296,8.798,8.9972,8.8625,9.0156
DOC2A,5.4716,5.0319,4.9944,4.9276,4.7389,4.7184,4.7709,4.5792
DOC2B,4.953,4.9099,4.7017,4.7618,4.8699,4.7656,4.806,5.0579
DOCK1,6.614,6.0448,5.5823,6.1018,6.0248,5.6417,6.0626,6.0301
DOCK10,3.7968,3.6199,3.9006,3.7731,3.5435,3.4145,3.5298,3.5262
DOCK2,3.8914,4.1777,3.9104,3.854,3.6377,3.686,3.7584,3.6542
DOCK3,3.9645,4.3866,3.7079,3.7498,3.7304,3.5006,3.5148,3.4925
DOCK4,4.0116,3.8847,3.9546,3.7539,4.2108,4.6634,4.4552,4.4807
DOCK5,4.5264,4.3975,4.3342,4.5197,3.9266,4.2713,4.0312,4.112
DOCK6,6.0472,5.8902,6.4292,6.404,7.3353,7.391,7.5028,7.119
DOCK9,7.3642,6.6697,6.8068,6.896,6.3207,6.7168,6.7255,6.7038
DOHH,6.3763,6.9978,7.2262,6.8126,7.2255,7.0768,6.5803,7.2148
DOK1,5.3989,5.2357,5.4336,5.4197,5.4925,5.0964,5.4242,5.686
DOK2,5.9423,5.9966,5.625,5.6913,5.5317,5.4665,5.4616,5.4116
DOK3,4.472,4.6958,4.6247,4.8217,4.5761,4.794,4.6738,4.7603
DOK4,5.6123,5.7103,5.3479,5.5388,5.6217,5.3821,5.5033,5.5484
DOK5,4.0039,3.5904,4.045,3.9123,7.8438,8.2207,7.663,7.7621
DOLK,8.4445,7.9603,8.6672,8.4586,9.0595,8.9239,8.7247,8.862
DOLPP1,8.4841,8.6723,9.0219,8.8058,9.1429,9.0056,8.9738,8.9203
DONSON,8.1725,7.4319,8.3709,8.5444,7.3093,7.6602,7.6857,7.7904
DOP1A,6.8128,6.3266,6.1389,6.1529,7.1808,7.2832,7.4891,7.777
DOP1B,5.8007,5.6184,6.2834,6.1512,7.0113,6.7519,6.6795,6.4941
DOT1L,4.2356,4.2639,4.2117,4.3289,4.1691,4.2039,4.1154,4.1296
DPAGT1,9.9965,9.5115,10.286,10.0039,8.5694,8.4258,8.3814,8.5743
DPEP1,5.0486,5.1939,5.131,4.9762,5.1379,5.0565,4.7648,4.9463
DPEP2,4.3381,4.3575,3.9439,4.1308,3.988,3.8721,3.8162,4.2112
DPEP3,4.4655,4.7699,4.6982,4.5829,4.297,4.5696,4.7188,4.8088
DPF1,5.8649,6.2431,6.0412,5.7665,6.0931,6.183,5.8704,6.0385
DPF2,9.2756,8.9568,9.4094,9.2712,10.1901,10.2377,10.1317,10.1426
DPF3,5.1538,5.3297,4.9156,5.1814,4.9507,4.9177,5.0396,4.9391
DPH2,7.2475,6.8043,8.2353,7.7541,6.7212,7.0901,7.1402,6.8816
DPH5,8.6501,8.2784,8.7851,8.7514,8.6159,8.7609,8.9789,8.9668
DPM1,11.1588,11.128,10.9182,11.0895,11.1554,11.1961,11.0737,11.3251
DPM2,6.751,8.2257,10.0003,9.4203,9.3703,9.3468,8.9829,9.2577
DPM3,7.905,7.9815,8.7644,8.4425,7.9696,7.8723,7.6285,7.8448
DPP3,8.6467,8.4674,8.8076,8.5364,9.4958,9.3238,9.0268,9.2277
DPP4,4.8209,4.9949,4.0692,4.6551,4.2481,4.0873,4.3469,4.3843
DPP6,4.2953,4.3123,3.9639,4.0278,4.0997,4.2645,3.9643,4.0237
DPP8,8.7747,8.6722,8.1009,8.6987,7.9866,8.2859,7.8562,7.8136
DPPA4,3.3013,3.5486,3.3532,3.3553,3.2386,3.2556,3.2015,3.5266
DPT,4.6083,4.8358,4.112,4.0646,4.064,4.1081,4.0973,4.2049
DPY19L1,7.8299,6.814,7.674,7.7075,5.958,6.2284,6.9978,6.877
DPY19L1P1,3.5524,3.6108,3.9412,3.751,3.8496,3.5424,3.8036,3.7571
DPY19L2P2,3.3566,3.4958,4.0562,3.6699,3.3242,3.2232,3.1693,3.1948
DPY19L4,8.2614,7.7637,7.7838,7.9361,8.1114,8.3323,8.0981,8.3763
DPYD,3.2396,3.1642,3.2919,3.1061,3.1407,3.2449,3.1682,3.1415
DPYS,3.8421,3.723,3.5631,3.7152,3.7322,3.8876,3.8149,3.5962
DPYSL2,8.9133,8.3323,8.7063,8.1764,7.3778,7.4927,7.0984,7.3117
DPYSL3,4.8961,4.4835,4.536,4.7557,5.2625,5.1439,5.57,5.1869
DPYSL4,4.9425,4.8101,5.0167,4.8894,4.8689,4.7699,4.8304,4.7631
DR1,8.4695,8.0913,8.2477,8.5899,8.8539,9.1559,9.1388,9.3135
DRAM1,8.4628,8.0638,7.4591,7.6525,6.6093,6.7332,6.1976,6.3035
DRAP1,7.5768,7.5496,9.0463,8.6205,8.8897,8.7067,8.4366,8.4679
DRC3,4.9237,4.9672,4.7873,4.5901,4.4968,4.746,4.354,4.449
DRD1,3.4388,3.3455,3.1834,3.1839,3.1816,3.3639,3.3143,3.3349
DRD2,5.7165,6.1094,5.6997,5.7083,5.6703,5.5764,5.6163,5.6357
DRD3,4.0198,4.2416,3.8588,3.6946,3.6947,3.712,3.6679,3.6711
DRD4,5.3314,6.1093,4.8879,5.3107,5.0251,5.11,5.2087,5.3725
DRD5,4.1296,4.2842,3.8434,4.0645,3.7332,4.0505,4.0496,3.9066
DRG1,10.2349,9.9892,10.3922,10.1728,10.0822,9.9901,10.1413,10.1587
DRG2,6.9713,6.9468,8.0125,7.4262,7.1551,6.9452,6.9829,7.1427
DRICH1,4.8667,4.9753,5.0337,5.0414,4.8854,4.5954,5.0872,4.8272
DROSHA,9.0774,8.3908,8.8143,8.7219,9.0466,9.2471,9.416,9.4146
DRP2,5.305,5.4377,5.0294,5.3141,4.6943,4.929,5.1397,4.8846
DSC1,3.6738,3.7315,3.5316,3.6268,3.5765,3.4474,3.2987,3.3395
DSC2,4.8554,4.4565,5.8176,4.7085,7.4012,7.4817,7.7061,7.68
DSC3,3.6012,3.6947,3.6012,3.7845,3.5691,3.524,3.4923,3.6651
DSCAM,6.358,6.2653,5.6157,5.8139,4.9507,5.2389,5.3438,5.0933
DSCC1,7.0272,6.5086,7.8917,8.2489,7.2086,7.4741,7.9892,7.8917
DSCR4,4.2791,4.2501,4.6163,4.6639,4.611,4.4325,4.3407,4.1663
DSE,3.7979,3.7818,4.101,3.6625,4.4833,5.0723,4.6393,5.1
DSG1,3.7012,3.7514,3.3357,3.415,3.1386,3.212,3.4429,3.3919
DSG2,9.1816,9.0261,9.3137,9.4341,9.4051,9.5238,9.5513,9.7622
DSG3,4.4006,4.2746,4.0597,4.4344,3.9343,4.0942,4.1745,4.0403
DSN1,6.8292,6.6116,7.5288,7.7478,5.3145,5.6965,5.502,5.4929
DSP,11.9598,11.9975,11.627,11.5259,11.2249,11.4468,11.4593,11.3795
DSPP,3.4711,3.4214,4.3036,4.3014,4.3263,4.1401,4.1722,3.9907
DST,9.7192,9.7555,8.0145,9.0049,7.6918,7.8498,7.4416,7.3232
DSTN,13.3877,13.3052,12.9043,13.0645,12.8191,12.8159,12.7404,12.7949
DSTNP2,6.5691,6.4944,6.4881,6.6929,6.4268,6.1347,6.2629,6.2557
DSTYK,5.0156,5.6016,5.3769,5.2035,5.0253,5.0523,4.9483,5.0218
DTL,8.7689,8.5985,9.1391,9.275,7.9174,8.2795,8.6825,8.8468
DTNA,5.7691,5.6475,6.0912,6.0234,6.7721,6.6245,6.4176,6.538
DTNB,6.6059,6.6247,6.3736,6.6899,6.4598,6.4145,6.5492,6.1433
DTWD1,4.6151,4.6235,5.1276,4.8919,5.0049,5.2124,5.2535,5.3542
DTX2,6.0294,6.1172,6.6719,6.102,6.2705,6.2415,6.2379,6.2503
DTX2P1-UPK3BP1-PMS2P11,8.9349,8.7989,9.121,8.9831,9.1657,8.8858,8.8074,8.972
DTX3,5.861,6.5669,5.6281,5.7354,5.578,5.4035,5.5002,5.5487
DTX4,5.6182,5.8719,5.499,5.6107,6.2268,6.1209,6.1779,5.8291
DTYMK,7.278,7.347,8.6842,8.1142,8.0931,8.091,7.801,8.0492
DUOX1,4.1772,4.3043,4.1926,4.1738,4.2576,4.1391,4.1485,3.9805
DUOX2,4.34,3.9852,3.7419,3.8748,3.7304,3.8004,3.9541,3.6481
DUS1L,8.3604,8.117,8.5416,8.5634,9.2506,9.1629,9.1223,9.1768
DUS2,7.8062,7.8051,8.1223,7.9038,7.6618,7.5007,7.6358,7.6627
DUS4L,7.1888,5.984,6.9334,6.7678,7.6713,7.5889,7.7497,7.6907
DUSP1,8.1655,7.318,7.1881,7.2148,9.5284,9.4361,8.9534,9.019
DUSP10,6.7818,6.7767,5.3449,5.5122,8.1386,7.9064,8.0238,7.8727
DUSP11,7.9479,7.0573,7.555,7.2199,8.1245,8.0928,8.1123,8.0379
DUSP12,8.6181,8.3431,8.4966,8.6137,9.3384,9.4663,9.3844,9.2493
DUSP13,6.389,5.4013,5.3786,5.3487,5.2479,4.8445,4.7963,5.2646
DUSP14,9.4423,9.2405,9.0925,8.8736,10.4985,10.5909,10.3904,10.4261
DUSP2,5.7563,5.8564,5.9888,5.5963,5.5963,5.3019,5.4145,5.7732
DUSP21,4.6435,4.6665,3.753,3.62,3.9379,3.7189,3.8433,4.014
DUSP22,8.6341,8.6121,8.8143,8.5616,8.1915,8.2954,7.8171,7.9297
DUSP26,5.0829,4.988,4.6855,4.7457,4.3983,4.2445,4.3646,4.6207
DUSP3,9.0234,8.9203,9.4632,9.3902,8.3838,8.0688,7.7786,8.107
DUSP4,4.8853,4.7168,5.8845,5.1424,9.6512,9.5891,8.5205,9.7153
DUSP5,7.4766,6.5777,7.6465,7.3423,6.5769,6.7443,6.2987,6.0434
DUSP6,4.5824,4.683,4.8451,4.9545,7.9428,8.1327,7.0101,6.6418
DUSP7,4.8654,4.8363,5.5152,5.2043,6.3508,6.2498,6.2012,6.2627
DUSP9,5.1714,5.4574,5.2777,5.2339,5.4025,5.1245,5.2547,5.2027
DUT,10.9644,10.8,11.4075,11.2941,10.2775,10.3723,10.8942,11.1389
DUX1,6.5762,6.8186,6.7014,6.781,6.632,6.5729,6.4144,6.6309
DVL1,6.0341,6.2102,6.8855,6.561,6.1036,6.2448,6.5383,6.5258
DVL2,6.9722,6.935,7.4779,7.1049,7.5005,7.3384,7.2657,7.1975
DVL3,8.6055,8.9403,9.4206,9.1567,8.2261,8.3524,8.3198,7.6087
DXO,7.4383,7.2115,7.8287,7.4986,7.7644,7.7124,7.4759,7.7674
DYM,3.5988,3.8967,3.5312,3.7808,3.7659,3.5838,3.7439,3.6897
DYNC1H1,9.6458,9.4059,9.7557,9.7812,9.2884,9.2917,9.4474,9.1248
DYNC1I1,4.5018,4.6476,4.4401,4.6295,3.9085,3.95,4.0195,3.9493
DYNC1I2,10.1897,9.9057,9.5417,9.7879,10.51,10.6018,10.0804,10.2889
DYNC1LI1,8.9248,8.4996,8.3604,8.6091,5.8938,5.9783,5.7543,5.8163
DYNC1LI2,5.4445,5.7997,6.9142,7.4917,9.5321,9.6886,9.8461,9.7897
DYNC2H1,6.6918,6.2441,6.4305,6.6145,3.8881,4.011,4.6725,4.2558
DYNC2LI1,7.2968,6.8576,6.241,6.4209,6.1522,6.0693,5.9502,6.1989
DYNLL1,12.552,12.4766,12.22,12.1926,11.5794,11.6984,11.2882,11.4429
DYNLRB1,12.0746,11.5429,11.8605,11.6909,13.2363,13.1842,13.0134,13.0492
DYNLT1,11.5203,11.1535,11.1702,10.9786,10.9737,10.9928,10.7134,10.9245
DYNLT3,7.6041,7.5321,7.0442,7.2212,5.7895,6.0441,5.3164,5.8284
DYRK1A,9.7035,9.431,9.3127,9.5123,9.1132,9.2269,9.0679,9.1969
DYRK1B,6.2062,6.7152,5.4381,5.6327,5.8088,5.6456,5.6948,5.8813
DYRK2,6.3903,5.1443,6.3395,6.2313,7.6096,7.73,7.5528,7.6429
DYRK3,6.1834,6.1265,6.0114,5.6756,5.6689,5.2235,5.1853,4.9412
DYRK4,6.7139,7.0043,6.064,5.9923,7.2377,7.3033,6.9008,7.0152
DYSF,5.7468,5.658,5.6325,5.6645,5.063,5.4717,5.4268,5.119
DZANK1,5.4714,5.1439,4.5134,4.4677,4.2241,4.294,3.9677,4.05
DZIP1,4.5777,4.5645,4.4204,4.5425,4.5761,4.4534,4.6135,4.4604
DZIP3,7.9058,7.7551,7.0442,7.1494,6.7744,6.9314,6.4627,6.5536
E2F1,7.0912,7.335,7.7177,7.6472,6.7138,6.3429,6.4088,6.6857
E2F2,4.5129,4.5484,4.6488,4.3894,4.2771,4.342,4.3287,4.5959
E2F3,7.0908,7.0314,7.0757,7.1284,7.3773,7.4328,7.9496,7.9735
E2F4,8.3156,8.7202,8.5532,8.4584,8.3575,8.2624,8.6987,8.1262
E2F5,7.4075,6.4348,7.4429,7.3923,6.42,6.5001,6.7822,6.6143
E2F6,7.7418,7.4181,7.7114,7.4253,7.5887,7.7318,7.5605,7.7228
E2F8,6.2354,5.9886,7.0871,7.1156,5.4756,5.5811,5.7505,6.11
E4F1,6.3327,5.7665,6.8015,6.4082,6.9962,6.6626,6.5239,6.8463
EAF2,4.6338,4.446,4.8451,4.7796,7.2701,7.651,7.8196,8.0586
EAPP,9.9812,9.6577,9.6924,9.5292,9.6121,9.6379,9.5505,9.5184
EBAG9,9.9858,10.0297,9.9524,9.7539,9.1306,9.3983,9.2222,9.4847
EBF2,3.9566,4.1817,3.9935,4.0947,4.0314,3.9562,3.9791,4.1615
EBI3,4.8964,5.3366,4.5626,4.4087,4.661,4.5324,4.6092,4.6387
EBLN2,5.4935,5.4285,5.3273,5.4709,5.6517,5.4703,5.4949,5.2534
EBP,9.4674,9.3825,10.9645,10.5453,10.1201,10.0016,9.7065,9.9843
ECD,8.3803,8.0397,8.1488,8.1719,7.6236,7.6282,7.6345,7.7059
ECE1,7.0414,7.2506,7.307,7.2599,7.6389,7.2291,7.3868,7.5748
ECE2,6.3988,6.9157,5.9949,6.0167,6.2484,5.9167,6.1246,5.9643
ECEL1,4.5063,5.4742,4.4779,4.9042,4.6244,4.6207,4.59,4.5109
ECH1,9.8456,10.1062,10.2345,10.0832,11.2423,11.1541,10.7588,10.7126
ECHDC1,3.4716,3.5171,3.2771,3.4919,3.3885,3.4692,3.4602,3.5511
ECHDC2,9.0105,8.9156,8.2107,7.9757,7.1081,7.29,6.7629,6.841
ECHDC3,6.9972,6.8582,7.7941,7.2952,5.7414,5.4699,5.8873,5.8425
ECHS1,10.0405,9.9936,10.9096,10.5895,10.4528,10.4648,10.2306,10.3624
ECI1,8.0609,7.9339,9.3923,8.8518,8.5606,8.4809,8.4525,8.621
ECI2,10.1652,9.6952,10.2116,10.0299,11.077,10.9982,10.8351,10.9041
ECM1,5.4795,5.9548,5.4523,5.522,5.8813,6.0583,5.9746,5.5852
ECM2,3.2179,3.3551,3.4067,3.3617,3.5442,3.4845,3.5933,3.5865
ECPAS,9.1525,8.7676,8.6124,8.7435,8.4197,8.5031,8.6728,8.695
ECRP,4.5988,4.5607,4.3746,4.4414,4.379,4.3536,4.3914,4.3746
ECSIT,5.7731,5.7942,7.3977,6.893,7.7897,7.6459,7.6621,7.9444
ECT2,9.8221,9.907,9.5897,10.0567,8.9301,9.2235,9.1758,9.2045
EDA,6.0938,5.9971,5.816,5.9694,5.9548,5.9297,5.9448,5.7453
EDA2R,4.9552,5.2142,4.9552,5.2885,4.5528,4.9552,5.3471,4.9211
EDAR,5.3454,5.6405,5.4578,5.506,5.356,5.7109,5.3356,5.4663
EDC3,5.3259,5.7108,7.2028,6.2785,7.1645,6.7364,6.6503,6.9597
EDC4,6.0718,6.4839,7.3875,6.924,7.0498,7.1844,7.2509,7.1223
EDDM3A,3.6631,3.5926,3.7765,3.6757,3.8567,3.553,3.7021,3.5295
