,TWV1,TWV2,TWV3,TWE241,TWE242,TWE243
CWC15,6.501337642,6.150642612,6.102226905,6.20638567,6.490727663,6.027908997
CWC22,5.308280796,5.427630903,5.38064249,5.328780909,5.524630492,5.454601593
CWC25,5.10506336,5.014586126,4.937870705,4.993450836,5.073771515,5.007812464
CWC27,5.115348131,5.090657874,5.051365918,4.823908291,5.135468515,4.826218413
CWF19L1,6.079455069,5.825809635,5.829162736,6.21244536,6.362725352,6.101095073
CWF19L2,5.190926924,5.099703045,5.090250884,4.963713924,4.941849142,5.038974424
CWH43,0.357731154,0.440617962,0.354725211,0.421227758,0.712449987,0.582661252
CX3CL1,0.54328781,0.550251748,0.573179143,0.326882425,0.256227819,0.337357372
CX3CR1,0.471902806,0.192666629,0.538990761,0.225932964,0.077966324,0.159738359
CXADR,5.538623446,6.110932834,6.065169986,5.91968452,5.906882081,6.030495442
CXADRP1,0.098085699,0.099547167,0,0,0.077966324,0
CXADRP2,0,0,0,0,0,0
CXADRP3,0,0,0,0,0,0
CXCL1,0.049876268,0,0,0,0.115424326,0.121431099
CXCL10,0.098085699,0.192666629,0.231695053,0.19064996,0.039509781,0.121431099
CXCL11,0.049876268,0.146858073,0.049411558,0.040198863,0,0
CXCL12,1.08789487,1.301271978,1.3408932,7.059063318,6.947035938,6.953142818
CXCL13,0,0,0,0,0,0
CXCL14,0.18992518,0.280138344,0.231695053,0.326882425,0.662711675,0.495486268
CXCL16,7.417311844,7.388803747,7.446070272,7.347130156,7.366609831,7.463125168
CXCL17,0,0.050632018,0,0.040198863,0,0.04162307
CXCL1P,0,0,0,0,0,0
CXCL2,0.098085699,0.050632018,0.143430317,0.040198863,0.077966324,0
CXCL3,0,0,0,0.040198863,0.039509781,0
CXCL5,0,0,0,0,0,0
CXCL6,0,0,0,0,0,0
CXCL8,0.144736109,0,0,0,0,0.04162307
CXCL9,0,0,0,0,0,0
CXCR1,0,0,0,0,0,0
CXCR2,0.18992518,0.099547167,0.188237589,0.079307934,0.039509781,0.197054716
CXCR2P1,0,0,0,0,0,0
CXCR3,0,0,0,0,0,0
CXCR4,1.134870647,1.280209333,0.903862561,0.770946427,0.662711675,0.691260591
CXCR5,0.18992518,0.23706532,0.273881661,0.079307934,0.256227819,0.303540032
CXCR6,0,0,0,0,0,0
CXorf21,0,0,0,0,0,0
CXorf23,4.631050133,4.932592442,4.946047413,4.363248074,4.162581008,4.44315792
CXorf36,0,0,0,0,0,0
CXorf38,4.838612431,4.910488168,4.978298548,5.083967267,4.985492044,5.078254083
CXorf40A,3.560601816,3.337458664,3.364994553,3.916430884,4.215286681,3.936740044
CXorf40B,4.373913617,4.053894003,4.10449422,4.527795197,4.72423104,4.675730141
CXorf49,0,0,0,0,0,0
CXorf49B,0,0,0,0,0,0
CXorf51A,0,0,0,0,0,0
CXorf51B,0,0,0,0,0,0
CXorf56,5.030940806,4.901895523,4.914726263,4.689767442,4.940545325,4.766962661
CXorf57,0.61130657,0.65213939,0.762863282,0.817950589,0.662711675,0.495486268
CXorf58,0.233741691,0.514624895,0.143430317,0.154482385,0.222294194,0.268910934
CXorf65,0,0,0,0,0,0
CXorf66,0,0,0,0,0,0
CXorf67,1.111573948,0.747303626,0.606576062,0.863471515,1.019551021,0.84021794
CXXC1,4.431492007,4.129445566,4.17018641,4.143293524,4.257783379,4.058321332
CXXC1P1,0,0,0,0,0,0
CXXC4,0.233741691,0.23706532,0.188237589,0.225932964,0.115424326,0
CXXC5,5.758919964,5.620126816,5.691013659,6.438415098,6.505351866,6.42583016
CYB561,8.30667918,8.180791408,8.221020892,8.038839389,8.054145245,8.065677084
CYB561A3,7.663702779,7.483411402,7.503710022,6.707750429,6.686597411,6.576793364
CYB561D1,3.844680189,3.967593517,3.963392006,3.666506545,3.321309149,3.674347116
CYB561D2,4.177567321,3.833050316,3.631520975,3.729325456,3.786539133,3.742188317
CYB5A,5.803216718,5.396161386,5.359983606,5.11016868,5.334223295,5.101810565
CYB5AP5,0,0,0,0,0,0
CYB5B,6.124521522,6.139721307,6.09636139,6.335161135,6.39544947,6.372801648
CYB5D1,2.141460742,2.90704001,2.638401144,2.612176754,2.195859558,2.694590904
CYB5D2,5.304433362,5.171523153,5.15658009,4.386822327,4.410620175,4.393790595
CYB5R1,6.368220817,6.067027841,6.154676023,5.982924774,6.195718859,6.00967287
CYB5R2,2.364792152,2.099667848,1.998728593,1.489725525,1.530065081,1.675967161
CYB5R3,7.4329616,7.323386964,7.34735182,7.381517646,7.515453772,7.570994567
CYB5R4,4.084911862,4.28292104,4.285513193,3.974634228,4.026646145,3.936740044
CYB5RL,3.062089417,3.285556937,3.166553117,3.3953537,3.128673897,3.319941241
CYBA,0.049876268,0.050632018,0,0.040198863,0,0.082078874
CYBB,0.098085699,0.280138344,0.097186689,0.326882425,0.187543151,0.233430146
CYBRD1,7.709518761,7.996342539,7.962887274,6.451516172,6.338180925,6.457889606
CYC1,6.930391308,6.851027467,6.939468343,7.173896286,7.160028897,7.238264118
CYCS,6.555755791,6.74932193,6.714801195,8.135070792,8.368669345,8.068039406
CYCSP1,0,0,0,0,0,0
CYCSP10,0.098085699,0,0.143430317,0.040198863,0.077966324,0
CYCSP11,0,0,0,0,0,0
CYCSP12,0,0,0,0,0,0
CYCSP17,0,0,0,0,0,0
CYCSP19,0,0,0,0,0,0
CYCSP2,0,0,0,0,0,0
CYCSP20,0,0,0,0,0,0
CYCSP22,0,0,0,0,0,0
CYCSP23,0,0,0,0,0,0
CYCSP24,0,0.099547167,0,0,0.077966324,0
CYCSP25,0,0,0,0,0,0
CYCSP26,0,0,0,0,0,0
CYCSP27,0,0,0,0,0,0
CYCSP28,0,0,0,0,0,0
CYCSP29,0,0,0,0,0,0
CYCSP30,0,0,0,0,0,0
CYCSP32,0,0,0,0,0,0
CYCSP33,0,0,0,0,0,0
CYCSP34,0.098085699,0.146858073,0.097186689,0.154482385,0.222294194,0.082078874
CYCSP35,0,0,0,0,0,0
CYCSP38,0,0,0,0,0,0
CYCSP39,0,0,0,0,0,0
CYCSP4,0,0,0,0,0,0
CYCSP40,0,0,0,0,0,0
CYCSP41,0,0.050632018,0.049411558,0,0,0
CYCSP42,0,0,0,0,0,0
CYCSP43,0,0,0,0,0,0
CYCSP44,0,0,0,0,0,0
CYCSP45,0,0,0,0.040198863,0,0.04162307
CYCSP46,0,0,0,0,0,0
CYCSP48,0,0,0,0,0,0
CYCSP49,0,0,0,0,0,0
CYCSP5,0,0,0,0,0,0
CYCSP51,0,0,0,0.040198863,0,0
CYCSP52,0,0,0,0,0,0
CYCSP53,0,0,0,0,0,0
CYCSP55,0,0,0,0.040198863,0,0
CYCSP6,0.276266571,0.362608392,0.188237589,0.480862497,0.444602415,0.370400143
CYCSP8,0,0,0,0,0,0
CYCTP,0,0,0,0,0,0
CYFIP1,8.320079768,8.39310257,8.359386394,8.29650603,8.157924361,8.307990067
CYFIP2,7.124729405,7.382949766,7.380913602,5.851428012,5.510640758,5.875126428
CYGB,0.434840512,0.23706532,0.273881661,0.260373635,0.222294194,0.268910934
CYHR1,6.223599927,5.853701766,5.875278603,5.600681297,5.678805788,5.454601593
CYLC1,0,0,0,0,0,0
CYLC2,0,0,0,0,0,0
CYLD,4.45944178,4.724192415,4.628068547,4.753115288,4.627076615,4.73877077
CYMP,0,0,0,0,0,0
CYP11A1,0,0,0,0,0,0
CYP11B1,0,0,0,0,0,0
CYP11B2,0,0,0,0,0,0
CYP17A1,0,0,0,0,0,0
CYP17A1-AS1,0.18992518,0.192666629,0.354725211,0.225932964,0.222294194,0.159738359
CYP19A1,0,0.050632018,0,0.040198863,0,0.04162307
CYP1A1,1.762126578,1.635705491,1.781985957,0.619981535,0.530303141,0.767660881
CYP1A2,0.317573793,0.146858073,0.231695053,0.040198863,0.077966324,0
CYP1B1,7.792204117,8.154989904,8.110962318,8.311339558,8.326118378,8.359685569
CYP1B1-AS1,1.863228986,1.684616941,1.810927542,1.165586772,1.27261538,1.038268139
CYP1D1P,0,0,0,0,0,0
CYP20A1,3.508043332,3.426421118,3.300132277,3.17385933,3.024228636,3.196393952
CYP21A1P,0.233741691,0.40214038,0.188237589,0.117384743,0.384502921,0.197054716
CYP21A2,0,0.099547167,0.097186689,0.079307934,0.039509781,0.121431099
CYP24A1,0,0.099547167,0,0,0.115424326,0.082078874
CYP26A1,2.3146686,2.050756861,2.119324288,0.260373635,0.852136017,0.337357372
CYP26B1,0.049876268,0.23706532,0.097186689,1.892403892,1.806863717,1.814475524
CYP26C1,0,0,0,0.040198863,0.039509781,0.04162307
CYP27A1,1.15779712,1.170020781,0.982288675,0.538129733,0.852136017,0.637982537
CYP27B1,0.54328781,0.777679414,0.393509279,0.746857299,0.530303141,0.886638201
CYP27C1,0.049876268,0.099547167,0.097186689,0.117384743,0,0.04162307
CYP2A13,0,0,0,0,0,0.082078874
CYP2A6,0,0,0,0,0.039509781,0
CYP2A7,0,0,0,0,0,0
CYP2A7P1,0,0,0,0,0,0
CYP2AB1P,0,0,0,0,0,0
CYP2AC1P,0,0,0,0,0,0
CYP2B6,0.049876268,0.099547167,0.097186689,0.154482385,0.151934335,0.121431099
CYP2B7P,0.144736109,0.050632018,0.314869635,0.646265038,0.611197168,0.792254259
CYP2C18,0,0,0,0,0,0
CYP2C19,0,0,0,0,0,0
CYP2C56P,0,0,0,0,0,0
CYP2C58P,0,0,0,0,0,0
CYP2C59P,0,0,0,0,0,0
CYP2C60P,0,0,0,0,0,0
CYP2C61P,0,0,0,0,0,0
CYP2C8,0.049876268,0,0,0,0,0
CYP2C9,0,0,0,0,0,0
CYP2D6,0,0.050632018,0,0,0,0.04162307
CYP2D7,0,0,0.097186689,0,0,0
CYP2D8P,0,0.050632018,0,0,0,0.082078874
CYP2E1,0.937027652,0.618969974,0.468083039,0.451353236,0.321790574,0.337357372
CYP2F1,0,0,0,0.040198863,0.039509781,0.04162307
CYP2F2P,0.049876268,0.099547167,0,0.19064996,0.384502921,0.303540032
CYP2G1P,0,0,0,0,0,0
CYP2G2P,0,0,0,0,0,0
CYP2J2,3.590399335,3.688659133,3.702740491,3.735459486,3.8518027,3.824972442
CYP2R1,4.014437057,3.882803761,3.880493872,4.323080876,4.447804273,4.19831982
CYP2S1,1.89086016,2.038265555,2.023667682,4.254257974,4.14909814,4.336416429
CYP2T1P,3.425431172,3.258888657,3.248175165,5.062170058,5.135468515,5.160843782
CYP2T3P,0,0,0,0,0,0
CYP2U1,4.745198924,4.823988446,4.897964201,4.541863669,4.403066951,4.462441363
CYP2W1,0.098085699,0,0,0.040198863,0,0
CYP39A1,2.118271075,1.836625397,1.825183485,1.032422129,0.895846024,0.792254259
CYP3A137P,0,0,0,0,0,0
CYP3A4,0,0,0,0,0,0
CYP3A43,0,0,0,0,0,0
CYP3A5,0,0,0,0,0.039509781,0
CYP3A51P,0,0,0,0,0,0
CYP3A52P,0,0,0,0,0,0
CYP3A54P,0,0,0,0,0,0
CYP3A7,0,0,0,0,0,0
CYP3A7-CYP3A51P,0,0,0,0,0,0
CYP46A1,0.233741691,0.192666629,0.273881661,0.117384743,0.256227819,0.370400143
CYP46A4P,0,0,0,0,0,0
CYP4A11,0,0,0.049411558,0,0.039509781,0.121431099
CYP4A22,0.049876268,0,0,0,0,0
CYP4A22-AS1,0.508036782,0.716274497,0.606576062,0.480862497,0.256227819,0.43429845
CYP4A26P,0,0,0,0,0,0
CYP4A27P,0,0,0,0,0,0
CYP4A43P,0,0,0,0,0,0
CYP4A44P,0,0,0,0,0,0
CYP4B1,1.426777146,1.421571808,1.23809422,0.538129733,0.384502921,0.495486268
CYP4F10P,0,0,0,0,0,0
CYP4F11,0,0,0,0,0.077966324,0
CYP4F12,0,0,0,0.040198863,0,0
CYP4F2,0,0.050632018,0,0.040198863,0,0
CYP4F22,0.098085699,0.146858073,0.354725211,1.219097876,1.289100268,1.400091618
CYP4F23P,0.144736109,0.099547167,0.049411558,0.154482385,0.039509781,0.121431099
CYP4F24P,0,0,0,0,0,0
CYP4F25P,0,0,0,0,0,0
CYP4F26P,0.18992518,0.146858073,0.354725211,0.480862497,0.444602415,0.43429845
CYP4F27P,0,0,0,0,0,0
CYP4F29P,0,0.050632018,0.097186689,0.040198863,0.039509781,0
CYP4F3,0,0,0,0,0,0
CYP4F30P,0,0,0,0,0,0
CYP4F32P,0.098085699,0,0.049411558,0,0,0
CYP4F33P,0,0,0,0,0,0
CYP4F34P,0,0,0,0,0,0
CYP4F35P,0.396800941,0.440617962,0.393509279,0.19064996,0.353487475,0.197054716
CYP4F36P,0,0,0,0,0,0
CYP4F44P,0,0,0,0,0,0
CYP4F60P,0,0,0,0,0,0
CYP4F62P,0,0,0,0,0,0
CYP4F8,0.18992518,0.050632018,0.049411558,0.079307934,0.077966324,0
CYP4F9P,0,0,0,0,0,0
CYP4V2,2.009041813,2.514715404,2.382936318,2.868091782,2.851850322,2.807474898
CYP4X1,3.7906981,3.623256038,3.655653573,3.499944966,3.526414462,3.509854417
CYP4Z1,2.90834904,2.865219158,2.841402906,1.679844047,1.783783273,1.826431957
CYP4Z2P,4.373913617,4.475898083,4.475997776,3.001329768,2.948417415,3.030588121
CYP51A1,1.701004653,1.987189858,1.907881759,2.373459424,2.142425962,2.126371684
CYP51A1-AS1,0.049876268,0.099547167,0.097186689,0.117384743,0.115424326,0.233430146
CYP51A1P1,0,0,0.097186689,0.079307934,0,0.082078874
CYP51A1P2,0.098085699,0.050632018,0,0.079307934,0.077966324,0.04162307
CYP51A1P3,0.049876268,0.050632018,0,0,0,0
CYP7A1,0,0,0,0,0,0
CYP7B1,0.098085699,0,0.049411558,0.040198863,0.077966324,0.121431099
CYP8B1,0,0,0,0,0,0
CYR61,6.347804353,6.228301629,6.298279477,6.176263251,6.390683404,6.296953697
CYS1,1.849212379,1.747354978,1.781985957,1.270694977,1.429555386,1.15664744
CYSLTR1,0.676262318,0.514624895,0.393509279,0.326882425,0.077966324,0.197054716
CYSLTR2,0,0,0,0,0,0
CYSRT1,3.726972467,3.301324445,3.491053734,2.171107078,2.337317966,2.005373628
CYSTM1,6.738425356,6.460772604,6.408307383,6.1863741,6.468283412,6.234949703
CYTH1,5.6285613,5.64196267,5.612021593,5.41347324,5.393553111,5.387586596
CYTH2,5.944233251,5.871414672,5.937296288,5.485301471,5.445032685,5.257846098
CYTH3,4.129085904,4.352680376,4.408958912,4.337266956,4.223886755,4.431462911
CYTH4,0,0,0,0.154482385,0,0.082078874
CYTIP,0.049876268,0,0,0.040198863,0,0.04162307
CYTL1,0,0,0,0,0,0
CYYR1,0,0,0,0,0,0
CYYR1-AS1,0.144736109,0.23706532,0.097186689,0,0.039509781,0
D2HGDH,3.494598985,3.253495331,3.602846395,3.765744425,3.636797463,3.55726018
DAAM1,6.883452082,7.17081165,7.155839624,6.994993997,6.826925668,7.076537431
DAAM2,0.049876268,0,0.049411558,0.079307934,0.151934335,0.082078874
DAB1,0,0,0,0,0,0
DAB1-AS1,0,0,0,0,0,0
DAB2,0.707675415,0.747303626,1.399230841,0.619981535,0.473738656,0.495486268
DAB2IP,7.337038487,7.451382526,7.471783875,7.483440742,7.396396716,7.584038389
DACH1,2.252127039,2.593668352,2.654457982,1.742097177,1.906386289,2.036587744
DACH2,0,0,0,0,0,0
DACT1,0,0,0,0,0,0
DACT2,0,0,0,0,0,0
DACT3,0.276266571,0.58501997,0.468083039,0.509780246,0.414865596,0.495486268
DACT3-AS1,0,0,0,0,0.039509781,0.04162307
DAD1,6.014998191,5.637828861,5.648555167,5.799676676,6.114799405,5.871524485
DAG1,8.871985493,9.221068617,9.200943818,8.770500805,8.448692188,8.94592608
DAGLA,4.667451669,4.783398267,4.86556956,5.234480341,4.910227658,5.461326724
DAGLB,5.188145632,5.113165352,5.049849208,5.47617272,5.635144971,5.566655198
DALRD3,5.541895042,5.234472049,5.32780413,4.339282199,4.445967655,4.405793729
DANCR,4.978785431,4.516990494,4.605532393,4.972829348,5.219574674,5.005184995
DAND5,0.049876268,0.146858073,0.049411558,0.040198863,0.151934335,0.082078874
DANT1,0,0,0,0,0,0
DANT2,0,0.099547167,0.049411558,0,0.039509781,0.04162307
DAO,0,0,0,0,0,0
DAOA,0,0,0,0,0,0
DAOA-AS1,0,0,0,0,0,0
DAP,7.035866535,6.933861644,6.96463911,7.063641474,7.110742754,7.111160089
DAP3,7.960973022,7.74284193,7.759631655,7.932894327,8.109000336,7.872337499
DAP3P1,0.049876268,0,0,0.117384743,0.151934335,0.082078874
DAP3P2,0.144736109,0.050632018,0.097186689,0.117384743,0.151934335,0.121431099
DAPK1,0,0,0,0,0,0
DAPK1-IT1,0,0,0,0,0,0
DAPK2,4.500376667,4.387566095,4.358392025,3.886424306,3.868353333,3.671035624
DAPK3,7.125819897,6.814409985,6.912599431,6.219574151,6.355405769,6.228769115
DAPL1,0,0,0.049411558,0,0.077966324,0
DAPP1,2.921805333,2.97415525,3.043920473,2.180130083,2.272473077,2.201743404
DARS,6.417735842,6.419227656,6.34107201,6.499612121,6.644777431,6.449699744
DARS2,6.585652537,6.77118859,6.797111796,7.07154269,6.883658227,6.992144553
DARS-AS1,1.08789487,0.747303626,0.468083039,0.421227758,0.444602415,0.664867491
DAW1,0,0,0,0,0.039509781,0
DAXX,6.927058897,6.931330597,6.901710168,7.029726002,7.11912295,7.146164296
DAZ1,0,0,0,0,0,0
DAZ2,0,0,0,0,0,0
DAZ3,0,0,0,0,0,0
DAZ4,0,0,0,0,0,0
DAZAP1,6.968981202,6.808905253,6.934545445,7.514315488,7.672526546,7.680443059
DAZAP2,8.567403034,8.591694299,8.628385425,7.985472608,8.055350376,8.070240754
DAZAP2P1,0.233741691,0,0.097186689,0,0.077966324,0.082078874
DAZL,0,0,0,0,0,0
DBET,0,0,0,0,0,0
DBF4,4.861486903,4.980714577,4.897964201,5.614059878,5.681149706,5.729119665
DBF4B,3.76479812,3.980709116,3.838944744,4.396532365,4.126342842,4.321709146
DBF4P1,0.049876268,0.146858073,0.049411558,0.260373635,0.039509781,0.04162307
DBH,0,0,0,0,0,0
DBH-AS1,0.098085699,0.23706532,0.097186689,0.19064996,0.222294194,0.04162307
DBI,8.675116578,8.421184752,8.427253862,7.525863521,7.952218035,7.647545048
DBIL5P,1.111573948,1.099627623,1.056670391,0.840890583,0.917214241,1.038268139
DBIL5P2,0,0,0,0,0,0
DBIP1,0,0,0,0.040198863,0.039509781,0
DBIP2,0.049876268,0,0,0,0,0
DBN1,5.958993009,5.801069207,5.849356577,6.072872906,6.158632631,6.081897361
DBNDD1,5.631635382,5.538219014,5.650557937,6.024848231,5.948339472,6.151866165
DBNDD2,0.883016505,0.974089427,1.032300117,1.236502755,1.20472503,0.953582793
DBNL,7.351404879,7.300687298,7.394421518,7.537978027,7.52222442,7.550191471
DBP,3.865719875,3.32722662,3.482084521,1.82497138,2.058371041,1.566165307
DBR1,5.26802037,5.274962066,5.225378026,5.453094886,5.53848587,5.367268949
DBT,5.631635382,6.071632199,6.08825717,5.76935583,5.523760097,5.844586879
DBX1,0,0,0,0,0,0
DBX2,0,0,0,0,0,0
DCAF10,5.490896551,5.94603143,5.875278603,6.300929965,6.044930678,6.301243983
DCAF11,6.192712215,6.108694358,6.116787202,5.852839381,5.787952424,5.87368673
DCAF12,5.930985485,6.165076924,6.186772892,6.08613422,5.883324794,6.127308178
DCAF12L1,0,0,0,0,0,0
DCAF12L2,0.18992518,0.146858073,0.049411558,0,0.039509781,0
DCAF13,6.930807318,6.686170925,6.689212268,7.44629205,7.635537525,7.330618799
DCAF13P1,0.049876268,0.146858073,0.049411558,0.154482385,0.151934335,0.04162307
DCAF13P2,0,0,0,0,0,0
DCAF13P3,0.049876268,0.146858073,0,0.19064996,0.039509781,0.04162307
DCAF15,4.282993717,4.141174938,4.290659245,4.343304261,4.628696679,4.385732664
DCAF16,5.401275858,5.477059356,5.386662756,6.643148337,6.56495055,6.706183939
DCAF17,4.277770608,4.692656698,4.638197024,4.859448256,4.777779561,4.905852497
DCAF4,3.805291968,3.712440578,3.774287455,3.886424306,3.873828285,3.883369813
DCAF4L1,0.233741691,0.099547167,0.143430317,0.040198863,0.039509781,0.082078874
DCAF4L2,1.970713623,2.258870646,2.164874741,2.258893986,2.353083803,2.067140789
DCAF5,6.647197753,6.77260323,6.778459136,6.362171273,6.292920407,6.495817985
DCAF6,7.362549194,7.425237402,7.390232592,7.395143248,7.479769752,7.427508219
DCAF7,7.875385649,8.296760359,8.27621909,8.086108146,7.735717423,8.140164909
DCAF8,6.228345798,6.104955829,6.151143813,5.817134201,6.039460201,5.634532087
DCAF8L1,0.61130657,0.514624895,0.671136405,0.565932861,0.473738656,0.495486268
DCAF8L2,1.039337878,0.94761559,0.930481122,1.183645239,1.239069516,1.038268139
DCAKD,4.440868892,4.319513315,4.256877041,4.105903276,4.072602112,4.170448119
DCANP1,0,0,0,0,0,0
DCBLD1,3.206520783,3.269615197,3.221477641,3.889178113,3.89012957,3.920098606
DCBLD2,5.430988197,5.859926051,5.901584199,6.144346329,5.84341971,6.203778529
DCC,0.049876268,0.146858073,0,0.040198863,0.039509781,0.082078874
DCD,0,0,0,0,0,0
DCDC1,0.577698013,0.362608392,0.702364536,0.260373635,0.222294194,0.197054716
DCDC2,4.152103759,4.285565778,4.300896606,4.466424715,4.456952456,4.395798065
DCDC2B,0,0.050632018,0.049411558,0,0,0
DCDC2C,0,0,0,0,0,0
DCHS1,0.049876268,0.050632018,0.049411558,0.079307934,0,0
DCHS2,0,0,0.097186689,0,0,0
DCK,4.414934364,4.62743873,4.563633289,5.10425546,5.30918487,5.387586596
DCLK1,0.098085699,0,0,0,0,0
DCLK2,2.186750927,2.411953602,2.597459351,2.479592644,2.305259814,2.579202482
DCLK3,0,0,0,0,0,0
DCLRE1A,4.983605514,5.315641143,5.255956,5.530098378,5.261947084,5.410603544
DCLRE1B,3.391981788,3.652235383,3.631520975,4.347315141,4.41438201,4.47388891
DCLRE1C,4.436188068,4.764563778,4.572111023,5.054830518,4.727258678,5.049213941
DCLRE1CP1,0,0,0,0,0,0
