,MWV1,MWV2,MWE1,MWE2
CTU2,4.6507342,5.069389747,4.803933416,5.361024027
FBXO10,2.221943196,2.069477233,2.778127823,2.18661974
CTSD,8.769676031,8.561264371,10.31057492,10.28040626
LINC00940,1.125867311,1.326641954,1.286410384,1.3566467
XPNPEP3,5.349977519,5.613537045,5.157653933,5.267357665
VPS33A,5.717226063,5.562884069,5.516315335,5.582990164
SGK223,5.360395402,5.378520485,6.130967698,6.624049962
MIR22HG,3.713569579,3.618379661,3.455705613,3.190204879
FLII,7.995486279,7.733824679,8.027806006,7.559415674
DUXAP8,2.896016484,2.657365645,3.147993934,2.856700915
TONSL-AS1,1.274286972,1.060663726,0.983022896,0.621279485
LINC01270,0.61546071,0.734308604,0.548536515,0.516611308
DNASE2B,0.306221876,0.164341623,0.329985457,0.215953927
CHEK1,5.148317245,5.303371657,5.504929283,5.813096244
RPL30,9.242180721,9.000431038,9.117788836,9.48239799
UROS,4.15770346,4.050017242,4.094932248,3.916654006
KLRAP1,1.274286972,1.394424364,1.484914023,0.621279485
OSTC,7.491887658,6.844208541,7.337886244,7.573752303
KLHL36,7.544914807,7.492747908,7.510484866,7.037989007
ZNF317,5.574186338,5.766859215,5.836150199,5.740881233
OSBPL1A,5.126509791,5.179157823,5.236481153,4.917735667
LOC100289230,1.800283568,1.580531462,1.587175572,1.229955159
GLRX2,4.084184617,4.369235536,4.33797168,5.052532406
CRY1,5.025389055,4.793114643,5.089595198,5.080340722
ZNF626,0.082861088,0.084509627,0.072311833,0
EPDR1,2.327662045,1.459164539,2.492112798,1.728759402
KCTD9,6.193398508,5.945535384,6.0084594,5.955040263
RPL10A,9.117672648,9.144722603,9.309491663,9.106118091
PLXNB3,4.707328725,5.34036161,4.330619513,4.282557731
C10orf82,1.800283568,2.789118428,1.750352014,2.043269261
COX5B,6.677854115,6.299425212,6.366682808,6.941471253
BNIP2,6.28593122,6.520305126,6.196134838,6.416093943
ADORA2A-AS1,0.161220443,0.445688194,0.14117154,0.147499166
ATAD3A,3.861721625,4.591281234,4.617137675,4.531170237
TAS2R14,0.773486835,0.625687074,1.020059653,0.853882458
LOC643387,0.082861088,0.164341623,0.14117154,0.075633777
SNORD95,0.235542107,0.084509627,0.329985457,0
ANXA2P2,5.441136188,4.348023807,5.299973773,4.497189251
CD37,0.915899659,1.637589194,0.782074667,1.631863882
PRPF39,6.193398508,6.216415391,6.213226733,6.027063094
SCAF4,5.791476622,5.508477091,5.989910369,5.501345287
FBXW11,7.084555057,7.044071797,6.929473015,6.949660964
MTA2,7.294151431,7.501419782,7.449428286,7.475513901
POLR3K,5.225570801,5.269926766,5.333463363,5.713025691
ATP2B4,6.034635144,6.356834033,6.441965367,7.335896175
SNRNP48,4.73961121,5.147586482,5.022735595,5.169344673
GTF2B,4.789806157,4.028845611,4.601949839,4.973174637
LAT2,1.309123082,1.869634582,1.659379293,2.098708129
KLF11,3.570148208,3.461309508,3.972733106,3.488841087
MIR4722,0,0.084509627,0.14117154,0
POMP,6.850376142,6.27265781,6.71612234,6.812696273
LOC400867,0.306221876,0.239986759,0.548536515,0.147499166
NCOR1,7.705119095,7.925724608,7.564760097,7.809037854
TMEM17,1.502130401,0.974702857,1.682665899,1.3566467
RPL35A,9.466826425,8.861202916,9.217694151,9.307655535
FAM65C,2.686770403,2.244975627,2.201009554,1.751999525
PER1,4.5081001,4.462982747,4.443981651,4.183472033
FLJ37035,0.235542107,0.239986759,0.072311833,0.403751207
SIRT5,5.074306006,4.970145885,5.115494922,4.960760631
TTC23L,0.822536472,0.164341623,0.329985457,0.075633777
FANCF,5.218716216,5.290086594,5.282932868,5.448978124
LOC100129046,0.558689664,0.311862404,0.206893763,0.147499166
LRIG2,4.684293332,4.878438252,4.574202192,4.824896686
FAM45A,0.722710708,0.56814712,0.598366545,0.343827804
GTF2IRD2,2.184909003,2.351134904,1.856550395,2.061986591
ADAMTSL3,2.166029194,2.601100071,1.750352014,1.196464223
IGFBP4,6.857748449,7.369744092,8.732887698,9.678599678
PLCB1,4.534100944,4.808725802,3.95371592,4.099898073
ZBED8,4.530415105,4.190109151,4.494201745,4.748959549
EWSR1,8.353525294,8.489706145,8.411502212,8.239352358
IER2,6.778393721,6.970334165,6.744754345,6.95217155
MAMDC2,0.306221876,0.164341623,0,0
C8orf33,6.340625286,6.391458455,6.498008981,6.643598137
CDC42SE1,8.447157472,9.096409778,8.267088351,8.986449586
EPAS1,5.124066267,4.594887286,4.38131482,3.3124857
LRRTM2,0.235542107,0.311862404,0.443395519,0.7188649
CDK5RAP3,7.713676476,7.704082244,7.798885232,7.000274493
KDM4C,5.376909103,5.205342781,5.401709401,5.492748366
PIANP,0.773486835,0.56814712,1.056169355,0.516611308
E2F2,4.366436134,4.86655379,4.91870489,5.247054242
WWTR1,5.181598017,5.069389747,4.850943216,4.808363817
RNF144B,5.903999571,4.956195271,4.997422698,3.582564608
LRRC37BP1,3.319861459,4.116754933,3.508787177,3.576068286
DGKZ,6.740610578,6.655084326,7.371412932,7.558180165
COPB1,8.26785261,8.067433418,8.057892795,8.093462651
ATP8B4,0.082861088,0.084509627,0.206893763,0.075633777
ISOC2,5.883920299,5.784335544,5.874574638,6.049511893
ZSWIM1,5.035826097,5.12032181,4.974019105,5.132186746
GMFB,7.972580079,7.936778222,7.809501979,8.101966493
LOC100507373,2.344552499,2.527534472,2.569105454,2.37802952
PAPSS1,6.478997624,6.400759022,6.455548127,6.199687378
RFC4,5.567007984,5.559197027,6.056045436,6.299675214
MLXIP,6.068070586,6.13578188,6.322891065,6.24133914
EHD2,3.720056068,3.380044335,4.055338211,3.759258541
EHMT2,0,0,0.14117154,0.075633777
RASAL2-AS1,1.003586388,0.785698927,1.159373027,0.569894404
MDH1B,1.003586388,0.681019872,0.82456593,0.7188649
PLEKHH1,6.104472013,6.23848468,6.613078751,6.621686282
YIPF1,5.126509791,4.881394134,4.735991635,4.644170683
CABIN1,6.844451053,7.041431404,6.65929772,6.635029554
MEGF9,6.735016921,7.224832083,6.604721687,7.171103684
LCN12,0.670082101,0.311862404,0.443395519,0.343827804
IL13RA2,0,0,0,0
FCF1,6.581404148,6.46127617,6.609286086,6.527187282
FXYD4,0.306221876,0,0.269751995,0.075633777
AAK1,5.879580997,5.980415919,5.366193156,5.721880419
BTBD7,7.564420694,7.818770202,7.352479982,7.615530797
ITIH6,0,0.164341623,0.206893763,0.215953927
PRDX4,6.592051944,6.247676954,6.741292908,7.006931014
ZNHIT1,6.387220796,6.201118454,6.153018771,6.78550216
CDCA4,6.433345541,6.667124225,6.647511262,7.152666983
AIMP1,6.01234693,6.006372326,6.075968579,6.221704415
KCNK2,0,0,0,0.075633777
WDR26,7.327455179,8.066459737,7.10940418,7.618694969
MICAL1,5.259363557,4.94493683,5.18237038,4.140089762
CAMK1,2.618972171,3.371660266,2.505233641,3.084322715
PRAP1,0.161220443,0.084509627,0,0
BRMS1,5.689399722,5.965172277,6.016500206,6.025871846
DLEU2,2.240109786,1.796356139,1.974458833,1.819554703
TEAD2,4.358142754,5.966564738,4.391950155,5.985998469
LINC01410,1.408851962,1.490476802,1.51116695,1.294691174
ASTN2,4.263623104,4.651390989,4.124993491,4.298430036
LINC01232,2.127511796,1.490476802,1.611647199,1.294691174
SNX19,6.135131865,6.332200837,6.27485817,6.194395328
LPXN,1.309123082,1.018323428,0.496923616,0.670897133
RAET1G,0.869973177,0.239986759,0.646532775,0.215953927
ABCA4,0.161220443,0,0.14117154,0.075633777
PLXDC1,0.670082101,0.445688194,0.782074667,0.215953927
HK3,0,0,0.14117154,0.075633777
DNAJC3,6.859952815,6.778341003,7.022527088,6.917262031
RUNDC3A,2.293276066,2.763712899,2.465507602,2.00508995
UMODL1,0.161220443,0.239986759,0.329985457,0.810265663
LOC100129917,2.632789104,2.874671827,3.350585668,3.147027647
NUDT1,4.454648931,4.136683611,4.330619513,4.302370976
ERI1,5.789935965,6.038505655,5.86060422,5.972458631
LINC00959,1.672337082,1.101796765,1.562281674,0.7188649
VMAC,2.825578915,2.724745539,2.264119147,2.024305898
CD81-AS1,0.306221876,0.084509627,0.206893763,0.075633777
LRRC71,0.082861088,0.084509627,0.206893763,0.147499166
SLC26A7,0,0,0,0.147499166
AGPAT2,4.882353572,4.94493683,4.647041938,4.612777786
HECTD1,8.803091951,8.861764271,8.849524763,8.833145952
OSM,0,0,0.072311833,0
ZNF333,3.598588414,3.53824019,3.10554748,3.280877425
SEC22A,5.043604624,4.587666146,4.760820867,4.854723474
RPS25,9.782136528,9.540427029,9.697381969,10.00405631
SBNO1,7.433880418,7.800537834,7.514140391,7.692249444
TCF25,7.569368497,7.548670084,7.474245259,7.000274493
ZNF777,4.684293332,4.738736433,4.782538179,4.833092611
PLAGL1,1.800283568,3.346211696,2.048029874,3.569542579
CCDC22,4.745981919,5.024637247,4.856073212,5.038424626
TMC3-AS1,0.499592803,0.445688194,0.646532775,0.461284588
PRKAR1B,4.664251672,4.860574643,5.163872856,4.978110483
TMEM127,6.302234067,6.410000014,6.189037717,6.179473474
SMIM12,4.847229529,4.64444787,4.845794913,5.02178927
TMPRSS4,0.61546071,0.883293799,0.983022896,0.810265663
MYEOV2,6.081986361,5.443962253,6.221200443,6.702939758
TRAPPC10,7.129712244,7.490813725,7.26551208,7.249741871
CCDC185,0.306221876,0.239986759,0.738293844,0.461284588
ARHGEF35,2.146899034,2.351134904,1.81500434,2.203577035
PARP2,5.709097411,5.47755727,5.765660608,5.735061437
LOC101927580,0,0,0,0
LINC01138,0,0.084509627,0.072311833,0.075633777
UQCR11,6.261682114,5.890847298,6.077067394,6.558006743
SMIM20,4.038205055,3.575219936,3.844389325,3.712636819
CUL9,5.381008161,5.212402415,5.224630708,4.5968214
ETFB,5.850313903,5.774829255,5.899633908,5.966261899
ANKRD44,3.068592385,3.371660266,3.034923449,2.960105541
LINC00994,0.960409119,0.974702857,1.224289547,0.853882458
CLN8,6.671174633,6.733242447,6.62665038,6.882145241
CENPN,7.331696975,7.156320158,7.518191252,7.528206017
IMPDH2,7.722183397,7.857563086,7.842830692,7.741702354
PRPF40A,7.398933521,7.795062075,7.437071828,7.683588155
PLEKHO1,3.108693278,5.053752777,3.559984806,5.398325329
INE1,1.940198657,1.916497516,1.403161084,1.127055659
FAM71E1,1.238588832,1.360931201,0.693142732,0.810265663
RIMS4,5.234659879,5.624163686,6.376533924,6.699208157
ACVR1C,0.373600059,0.311862404,0.14117154,0.147499166
FLT1,0.869973177,1.141789486,1.3164957,2.061986591
KIAA1841,4.337198297,4.204342818,4.1873756,4.161943956
TMEM44-AS1,3.353626878,3.124640978,2.931799931,3.093449156
PLGRKT,5.204908562,4.47477351,4.652949121,4.517673736
NUSAP1,6.93017026,6.720093898,6.846848207,6.711115461
CNTLN,2.974069773,3.248860509,3.221385705,3.549786461
SOGA1,6.488527218,6.635959109,6.425667966,6.468769869
ZNF658,1.502130401,1.255517234,1.020059653,1.196464223
SMKR1,2.203544931,2.316609213,1.896933439,2.253284859
RCOR1,7.723798091,7.863928352,7.880135973,7.919643876
TMBIM1,2.127511796,1.521123876,1.705582599,1.416050783
FAM13A-AS1,0.161220443,0.239986759,0.206893763,0.215953927
MCF2L2,1.164428057,0.883293799,1.12578547,0.670897133
ERV3-1,5.376909103,5.646923018,5.259893958,5.132186746
PLEKHG5,4.446848786,4.612783572,4.830238847,4.035063401
KCTD21,4.707328725,5.23337638,4.86881896,5.275399698
GBP2,2.107860474,2.850741275,1.750352014,2.098708129
SMARCD3,2.686770403,2.862756168,2.820733789,2.492841139
TMEM182,3.285286801,2.801655368,3.372231349,3.288844653
TPRA1,4.328734628,4.259913424,4.07746891,3.74195147
UBE2A,6.644143094,6.587006544,6.5645467,6.885432943
CBWD3,0,0,0.072311833,0
RRP8,3.855843042,3.760015764,3.885109434,3.952205287
ZNF319,4.470123833,4.204342818,4.319520529,3.947179855
C17orf85,6.149620322,6.398697405,6.147799004,6.393180143
TBC1D22A,4.504347143,4.517200125,4.433724393,3.906333484
ZNF233,2.275770772,2.481524433,1.562281674,1.473105284
RCOR3,4.637088876,5.496959675,4.558553066,5.222306841
IGSF10,1.238588832,1.218595222,0.738293844,0.670897133
ME3,0.670082101,0.56814712,0.82456593,0.977338425
CCDC28A,2.995616476,2.698170007,2.642196561,2.624590474
ERP29,7.281598659,7.062420472,7.086670936,7.094195702
MYO1F,1.962253318,1.984055714,2.083454685,2.024305898
ZNF569,3.294008455,3.567899428,3.469160222,3.885468277
PRMT3,5.19330037,5.035292822,5.444909409,5.689143892
MPST,4.548750852,4.761376223,4.98810677,5.392791247
CAPNS2,0.082861088,0.164341623,0.329985457,0
UCHL5,5.261588511,5.727977899,5.576604604,6.042460463
USP31,4.853143242,4.981210056,5.53882135,6.005468676
WNK3,0.437971386,0.380326469,0.206893763,0.147499166
PANK4,3.640224362,3.940908233,3.982148512,3.826482442
PPP2R3C,5.106844723,5.008504851,4.91870489,5.158514864
POT1-AS1,0.082861088,0.239986759,0,0
LRP12,2.184909003,2.512360248,1.955464533,2.169460757
CD151,6.209622854,6.5165075,6.353140135,6.635029554
OXR1,6.336409698,6.34296264,6.657095081,6.740460729
BSDC1,5.472208368,5.741055114,5.147229116,5.188635791
LRRCC1,2.738804523,2.263220224,2.799588081,2.733681322
TTC6,3.902214362,4.330826975,3.813076801,4.179192041
SNORA33,0.61546071,0.734308604,0.865841433,0.461284588
RPL7L1,6.340625286,6.498330986,6.597082118,6.702194209
MCTS2P,3.037767863,3.073863878,3.515287127,3.549786461
MRPS33,6.087013546,5.443962253,5.798007717,6.034189997
YWHAH,6.714860642,6.789398755,6.913568345,7.045650148
NCK1,5.347884885,5.051130058,5.269538255,5.457839053
KIF21B,0.960409119,0.974702857,1.286410384,1.127055659
TNFAIP3,1.003586388,0.835321463,1.056169355,0.853882458
CRCT1,0,0,0,0
TMEM256-PLSCR3,0.235542107,0.445688194,0.387804595,0.403751207
FBXO42,4.861968608,5.258603926,4.96929248,4.938142631
EXD3,3.720056068,3.47702733,3.823590003,3.467940086
HM13-AS1,1.274286972,0.785698927,0.983022896,1.016249346
SPAST,6.131486901,6.138255263,5.999214695,6.034189997
POLG,6.227944262,6.433350423,6.474018043,6.262734237
LOC101926935,1.64532752,1.018323428,1.51116695,0.977338425
TCEAL4,7.866576545,7.614990094,7.961820547,8.015184961
TCHHL1,0.235542107,0.084509627,0.14117154,0.147499166
NUDT14,5.335264931,4.623415744,4.971657728,4.665746209
DLAT,5.57597536,6.029207136,5.717148353,5.910551445
PELI2,0,0.239986759,0.072311833,0.075633777
CHKB,0.61546071,0.380326469,0.387804595,0.403751207
HIST2H2AC,3.006270341,3.276068928,2.569105454,3.804420693
CAHM,0.869973177,0.785698927,1.09139728,0.977338425
NSMAF,4.493029339,4.605651675,4.702206962,4.716838578
GSTM2,0.161220443,0.311862404,0.14117154,0.075633777
CSTF1,7.20158228,7.298001098,7.354746977,7.442413792
CIDECP,2.995616476,3.388379961,2.820733789,3.343416286
RFC1,6.033333562,6.093072296,6.281546371,6.200743463
SERINC5,6.67033752,6.691748883,6.722456272,6.393180143
CAPZA1,8.348824185,8.297565153,8.2010908,8.344622495
ECSIT,5.649178688,5.778004983,5.559410017,5.576495762
FLCN,4.71384327,4.783666215,4.89646943,4.580686559
CCNY,6.818238791,6.763197189,6.919093673,6.868254488
TMEM37,2.221943196,2.724745539,1.896933439,2.152095232
HEG1,1.617802633,1.745350804,2.862117515,1.841387964
APTR,4.213934847,3.877183869,4.086227003,4.117899418
C6orf165,4.515576852,3.52317874,3.313771812,2.649555729
CUL4B,7.037289469,6.851763611,6.735737276,6.568680778
FOXM1,6.843708703,7.075385247,6.994305301,6.97333696
SNHG16,7.274455,7.363415492,7.369620461,7.426703281
SMC1A,7.912963486,8.106798879,8.018398868,8.155235352
RPS8,9.623054829,9.291803401,9.416995644,9.854643586
LOC100506476,2.258050461,1.745350804,1.81500434,1.262686236
ACOXL,1.238588832,0.681019872,0.548536515,0.215953927
IFITM1,2.974069773,3.707685444,2.970157663,2.520171132
PEX5,5.148317245,5.247191517,5.216675986,5.147603145
TOB1-AS1,3.410879069,3.094389669,2.505233641,2.745308604
STXBP3,5.962613171,5.924194957,5.758829363,5.905378538
RPL14,8.689314902,8.92794636,8.668008148,9.371649589
LOC155060,2.562341879,2.932817133,2.788897855,1.985614596
EIF4ENIF1,5.397288914,5.784335544,5.491805659,5.610269795
PELO,4.90245451,5.087421214,5.027290602,5.31104419
SETMAR,3.598588414,3.980041956,3.770240707,4.476409717
EPS15L1,6.72698817,6.711814782,7.131255901,6.977040011
PHF19,5.035826097,4.978451958,5.155574987,5.066503565
DUOXA1,0,0.311862404,0.14117154,0.075633777
C6orf163,0.558689664,0.929722166,1.12578547,0.569894404
PALMD,0,0,0,0
PRC1-AS1,0.437971386,0.56814712,0,0.403751207
DPYSL3,0.082861088,0,0,0.147499166
DAD1,6.672011262,6.579745751,6.739212053,7.049758588
TTLL6,0.235542107,0.164341623,0.269751995,0.403751207
EXO1,4.647334949,5.14266744,5.299973773,5.447199388
SKA3,5.417384842,5.25404979,5.700132821,5.657186818
ADCY9,5.827967243,6.273783091,6.529656214,6.806466051
WTAP,6.426420983,6.313719495,6.507005636,6.561299481
HIST1H2AD,0,0,0,0.075633777
LOC100288846,4.048550122,3.912291052,3.578725003,3.967177396
NUDCD2,5.111786177,5.032636297,5.038615593,5.084923772
NDUFB9,7.861084624,7.387005944,7.731397638,8.372772016
GDF15,3.370217792,4.447110317,3.495698759,4.472917175
DEPDC5,4.341411584,4.591281234,4.38131482,4.423112499
LOC101928020,0.161220443,0.239986759,0.269751995,0.461284588
POGLUT1,4.541444494,4.7741555,4.774432449,4.873388038
POLA1,5.943338691,6.180866865,6.307057127,6.191210755
DHRS7B,3.598588414,3.646451786,3.566258625,3.793262002
43525,1.471702807,1.916497516,2.048029874,2.043269261
DSCC1,4.700784629,4.630460576,5.307483376,5.429290364
SNHG15,2.907428844,2.750840372,3.357837041,3.320280738
OSBPL11,5.366610212,5.224092242,5.380504745,5.121073292
LINC01535,1.125867311,0.929722166,0.905968816,1.016249346
PCP4L1,1.724884972,0.835321463,1.192196385,1.016249346
SNRNP25,6.191065779,6.138255263,6.156141589,6.340493
RRS1,3.867576351,4.218437427,4.487605881,4.680962113
SDK1,4.566856484,5.037944464,4.595829651,4.600026827
MCF2,2.377751498,0.56814712,0.496923616,2.845940837
EIF2B1,6.130269864,6.271531652,6.260421043,6.267781881
SNORD55,0.722710708,0.311862404,0.598366545,0.147499166
LRRC20,4.099191161,3.84120102,4.120737187,3.410676834
NLRC5,0.960409119,0.625687074,0.738293844,0.215953927
ZNF70,3.128333335,3.114627524,3.205396031,2.611943949
GNRH1,1.201984915,1.360931201,1.3164957,0.670897133
ARMCX2,0.822536472,0.625687074,0.983022896,1.054138305
LSM6,4.324484101,4.16121347,4.28570187,4.329660185
DCTN2,6.719723894,6.564194155,6.606244759,6.67585428
PALLD,2.127511796,2.384853621,1.955464533,2.573325304
TAF6,6.650099674,7.20785953,6.735041316,7.000880901
EFR3A,7.605289001,7.408168715,7.434073311,7.376183251
SLC25A53,0.499592803,0.164341623,0.269751995,0.147499166
XRCC3,5.929411824,6.056924808,6.638607794,6.730257644
GPR75,1.201984915,1.180703414,1.3164957,1.705138771
ZNF3,6.756473979,7.173303396,6.853917246,7.003303992
LINC00294,4.534100944,4.070882666,4.120737187,3.633508225
DHX33,5.588436776,5.760451329,6.090188309,6.013904956
NEK1,3.861721625,3.912291052,3.726093714,3.601879883
PRDX5,6.635590805,6.568785582,6.468166861,6.739007556
PCAT1,0.306221876,0.084509627,0,0.075633777
ENHO,0.499592803,0,0.598366545,0.147499166
GOLGA8O,0.082861088,0.084509627,0.206893763,0.075633777
ZYX,5.749290272,5.606408882,6.096704287,6.023486396
SNORA14B,0.306221876,0,0.14117154,0.343827804
SKI,5.928011714,6.315906098,6.077067394,6.006676884
GPBP1L1,6.691121011,6.783090421,6.573139053,6.78479809
COMMD7,6.478041194,6.118348433,6.072667103,6.295726892
PLEKHJ1,4.730002086,4.860574643,5.087415752,4.740269969
GALNT16,2.77663438,3.063490423,2.452018725,2.332504861
STRA6,0.161220443,0.164341623,0,0
HOXB8,0.082861088,0.56814712,0.548536515,0.461284588
GPR39,1.343137814,1.060663726,1.12578547,1.196464223
CHPF,6.121721735,6.478947138,6.611562881,6.756349768
SPCS3,7.003124385,6.873452202,7.08010938,7.162456931
MATN2,3.138054002,3.822867353,3.260601336,3.474940785
TRIM52,4.423192075,4.547290567,4.262707491,3.967177396
CUEDC2,4.87945901,4.712419731,4.655893666,4.894427419
SPTLC2,7.949304314,8.101421674,8.097146957,8.039884767
IFT140,5.333150831,5.294528555,5.058779211,4.690015216
SNORA7B,0.082861088,0.508216588,0.14117154,0.147499166
C6orf132,5.452866819,5.757236682,5.506561374,5.897584234
LOC101929516,0.082861088,0.164341623,0.206893763,0.075633777
DCAF4L1,0.373600059,0.311862404,0.738293844,0.516611308
BMS1P6,0.822536472,0.311862404,0.983022896,0.853882458
GLI2,0,0.084509627,0.329985457,0.215953927
LOC100505530,0.082861088,0.084509627,0,0
C1QL3,0.373600059,0.508216588,0.865841433,0.343827804
USP45,4.395093185,4.443114773,4.480979722,4.719788398
