,IRJ7,IRJ8,IRJ9,IRJ13,IRJ14,IRJ15
TEX14,0,0,0,0,0,0
SOS1,3.202252029,2.986326809,2.978181077,2.743413855,2.388624898,2.736606163
FIBCD1,2.970231369,2.709209082,2.701313152,3.021597575,3.010952856,3.247549162
RIBC2,3.577560613,3.218695234,3.410326004,3.25471436,3.243845751,3.448076373
LRRIQ3,0,0,0,0,0,0
STK32A,0,0,0,0,0,0
C15orf26,0,0,0,0,0,0
PIP5K1C,2.970231369,2.709209082,2.978181077,3.021597575,3.010952856,2.736606163
NAGPA,3.202252029,3.218695234,2.978181077,3.25471436,3.444316332,3.247549162
PDLIM7,4.332173241,4.020945135,4.130256238,4.881794459,4.938100384,4.727513545
TIMELESS,5.934569522,5.952704758,5.943529911,6.457333143,6.491342933,6.377515721
ZNF174,3.402076351,3.594460245,3.410326004,3.25471436,3.444316332,3.014579793
CTC-360G5.1,0,0,0,0,0,0
ATP5I,9.24814526,9.007870238,9.159955582,9.403998376,9.284887149,9.4495861
ZNF562,3.875115378,4.139051209,3.883605278,3.788392754,3.620298624,4.051264754
FOXA1,7.367011548,7.324309924,7.387966264,7.287531953,7.248920795,7.170339719
PRDM15,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.938286912
PRPF31,5.610473691,5.668365175,5.578439403,5.746659652,5.980402533,5.884263605
RP11-793H13.10,0,0,0,0,0,0
ARL8A,4.893061216,4.771528768,4.833885993,4.735218222,4.798655745,4.648251168
PTCD2,3.202252029,3.418777305,3.585908697,3.455350716,3.444316332,3.448076373
AC132186.1,0,0,0,0,0,0
POFUT2,4.332173241,4.349698317,4.239382256,4.058789173,4.047374939,4.051264754
AL121895.1,0,0,0,0,0,0
RGS13,0,0,0,0,0,0
HS3ST3A1,0,0,0,0,0,0
TMSB15A,1.243257057,2.365894829,2.358382844,2.743413855,2.388624898,2.736606163
SLC6A9,2.693608557,2.709209082,2.701313152,3.021597575,3.010952856,3.014579793
BIRC3,0,0,0,0,0,0
PPP1R32,4.753773121,4.696457739,4.68749264,3.929916578,4.376478395,4.169525628
MX1,5.439192199,5.313877517,5.253670552,4.572048211,5.237144043,4.874060667
C19orf48,5.650295183,5.313877517,5.578439403,6.789966748,6.832579505,6.725231408
NIN,3.733995743,3.892301235,3.742422023,3.631460697,3.620298624,3.780967602
GPR150,0,0,0,0,0,0
STAT1,5.901951112,5.920079498,5.80836868,5.627038009,5.615138859,5.813365841
IL31,0,0,0,0,0,0
CYSTM1,6.225650632,6.105604151,6.180927041,6.229874327,6.162082446,6.108107717
SPINT3,0,0,0,0,0,0
CLEC12B,0,0,0,0,0,0
SAV1,4.003652778,3.7510532,3.585908697,3.631460697,3.918570694,3.922437155
GLP2R,0,0,0,0,0,0
GDI2,7.972808993,8.037533405,7.942075591,8.256276586,8.250874275,8.326756803
DNM1,2.351054822,1.914493786,2.358382844,1.277468654,1.935228395,1.27277062
FAM126B,1.900972127,1.914493786,1.907647602,1.944208272,1.270345541,1.27277062
SPAG7,6.171944127,6.105604151,6.096414116,5.892134504,6.012316134,5.984476916
AC068533.7,4.426926041,4.533471231,4.239382256,4.482976671,4.376478395,4.56437962
PRNT,0,0,0,0,0,0
RPS6KL1,2.693608557,2.365894829,2.358382844,2.743413855,2.388624898,3.014579793
NKTR,4.332173241,4.533471231,4.340831232,3.788392754,3.444316332,3.780967602
OR5M1,0,0,0,0,0,0
WASF1,3.402076351,3.218695234,3.210373997,3.455350716,3.010952856,3.247549162
LMBR1,4.121669088,4.349698317,4.239382256,4.286417269,4.274896257,4.278822556
AMZ1,4.121669088,3.594460245,3.883605278,5.45035282,5.390722936,5.345362367
hsa-mir-150,0,0,0,0,0,0
GTPBP6,4.003652778,3.7510532,3.883605278,4.388041903,4.560414973,4.380419215
MMP21,0,0,0,0,0,0
DNAJB4,2.351054822,2.365894829,2.701313152,0,1.270345541,1.27277062
RCOR2,1.243257057,0,1.248525183,0,0,0
ZNF492,0,0,0,0,0,0
RAF1,6.351771506,6.369981964,6.36076918,6.569745591,6.600346279,6.472611114
RIN1,1.243257057,1.253933359,1.248525183,1.277468654,0,0
PSD3,0,0,0,0,0,0
MS4A18,0,0,0,0,0,0
IGJ,0,0,0,0,0,0
PAPPA2,0,0,0,0,0,0
FAM71A,0,0,0,0,0,0
TAPBP,6.087438799,6.076293221,6.067105974,5.707877467,5.695964869,5.533564831
DCLK3,0,0,0,0,0,0
SLC25A53,0,0,0,0,0,0
FBXL20,3.402076351,3.594460245,3.210373997,2.743413855,2.733088194,3.014579793
MSRB1,5.527373341,5.313877517,5.253670552,5.82122993,5.529514471,5.186115713
MAGED1,7.293470864,7.234290719,7.17095002,6.844619317,6.968931848,6.782033223
THBS4,0,0,0,0,0,0
RASA3,2.970231369,2.986326809,2.978181077,3.25471436,3.243845751,3.247549162
TMEM125,5.136810508,5.154724537,5.253670552,5.014842593,5.237144043,5.186115713
BOP1,4.332173241,4.248215911,4.130256238,5.402580548,5.572961801,5.488765509
C4orf48,4.8250975,4.020945135,4.762545376,5.302011244,5.438485819,5.186115713
MMP24,2.351054822,2.365894829,2.358382844,1.944208272,1.935228395,1.938286912
SMARCE1,8.128943211,8.104397997,8.058343188,7.764660409,7.723946258,7.848201906
ITGB7,1.243257057,1.253933359,1.248525183,0,0,0
C11orf86,0,0,0,0,0,0
MYOD1,0,0,0,0,0,0
WFDC2,1.243257057,1.253933359,0,0,1.270345541,1.938286912
CSNK1G1,3.402076351,3.418777305,3.410326004,3.021597575,3.010952856,3.014579793
LPIN1,1.900972127,1.914493786,1.907647602,2.743413855,1.935228395,1.938286912
KCTD6,3.402076351,3.418777305,3.585908697,4.655938821,4.723530165,4.802647065
GYPA,0,0,0,0,0,0
TP73,3.577560613,3.594460245,3.585908697,3.631460697,3.918570694,3.624102287
SLC51B,1.900972127,1.914493786,1.907647602,1.277468654,1.270345541,1.27277062
CTSC,4.121669088,3.892301235,3.883605278,4.881794459,4.798655745,4.802647065
ARG2,3.577560613,3.594460245,3.410326004,3.929916578,3.777129306,3.922437155
ZNF33A,3.733995743,4.139051209,3.883605278,3.631460697,3.444316332,3.624102287
HOXC11,4.332173241,4.248215911,4.340831232,4.058789173,4.047374939,4.169525628
ACAP3,3.875115378,3.594460245,3.742422023,3.929916578,4.047374939,3.922437155
ENC1,4.957966767,5.154724537,5.028906553,4.482976671,4.471376078,4.278822556
LACE1,1.900972127,1.253933359,1.248525183,1.944208272,1.270345541,1.27277062
SNRNP48,2.970231369,2.986326809,2.701313152,2.743413855,2.388624898,2.736606163
PAXBP1,3.577560613,3.7510532,3.742422023,3.455350716,3.444316332,3.624102287
ZNF226,5.39299445,5.410993215,5.30478681,4.388041903,4.644276625,4.727513545
LDLRAD3,3.733995743,3.7510532,3.742422023,4.388041903,4.376478395,4.278822556
CEBPB,3.875115378,3.594460245,4.012195449,4.286417269,4.471376078,4.169525628
PDHA1,7.414035319,7.349030705,7.315042403,7.495381102,7.528142551,7.607526017
APOB,0,0,0,0,0,0
PATE1,0,0,0,0,0,0
AL953854.2,0,0,0,0,0,0
FHL1,0,0,0,0,0,0
CDC6,5.610473691,5.668365175,5.619396682,6.525826,6.397792809,6.56182403
TUBB4A,0,0,0,0,0,0
SLC8A2,0,0,0,0,0,0
ALPK1,2.351054822,2.365894829,2.358382844,1.277468654,1.270345541,1.938286912
HK2,2.693608557,2.709209082,2.358382844,3.021597575,3.010952856,2.736606163
TRIM3,5.527373341,5.457204705,5.536285311,4.881794459,5.003073871,4.94210539
ACKR4,0,0,0,0,0,0
PLSCR4,0,1.253933359,0,0,0,0
AL626787.1,0,0,0,0,0,0
CABLES2,3.577560613,3.418777305,3.742422023,3.455350716,3.777129306,3.780967602
FAM207A,4.8250975,4.617264909,4.608320166,5.496593771,5.695964869,5.488765509
VNN1,0,0,0,0,0,0
SLC15A3,4.599585882,4.44450896,4.524549277,4.286417269,4.471376078,4.051264754
ZNF516,2.351054822,1.914493786,1.907647602,0,0,1.27277062
CRABP2,8.92599928,8.772301004,8.653874593,8.321953867,8.438739326,8.214302415
ARMC4,1.243257057,1.914493786,1.248525183,0,0,1.27277062
FAHD2A,4.230757106,4.020945135,4.012195449,4.286417269,4.165616135,4.051264754
ZNF527,2.351054822,2.365894829,1.907647602,1.944208272,1.270345541,1.27277062
ARFGEF2,4.753773121,4.910879377,4.762545376,4.655938821,4.560414973,4.727513545
MFSD7,4.230757106,4.020945135,4.340831232,4.388041903,4.165616135,4.051264754
RAB8B,3.202252029,2.986326809,3.210373997,2.743413855,2.733088194,3.014579793
APRT,8.740135012,8.523563949,8.603728394,9.357774164,9.3487749,9.285750492
RANBP3,5.610473691,5.668365175,5.735722427,5.857117769,5.980402533,5.660175697
C9orf66,0,0,0,0,0,0
MGAT5,3.402076351,3.418777305,3.210373997,3.788392754,3.777129306,3.624102287
MOV10,5.345268287,5.363252385,5.200676451,5.014842593,4.798655745,5.345362367
TBK1,4.426926041,4.533471231,4.524549277,4.17708796,3.918570694,4.051264754
SCGB1D4,0,0,0,0,0,0
C1orf105,0,0,0,0,0,0
PARP8,1.900972127,1.914493786,1.907647602,1.277468654,0,1.27277062
ZNF670,1.900972127,1.914493786,1.248525183,1.277468654,1.270345541,1.27277062
HLA-B,8.863845852,8.821709802,8.834315357,8.968294019,9.051406091,8.927109072
DEFB105B,0,0,0,0,0,0
TTC7B,2.693608557,1.914493786,3.210373997,3.021597575,2.733088194,3.014579793
NCS1,3.875115378,3.892301235,3.883605278,4.286417269,4.376478395,4.380419215
FAHD2B,4.230757106,4.139051209,4.130256238,4.058789173,4.376478395,4.278822556
UBXN2A,3.202252029,3.418777305,2.978181077,3.788392754,3.010952856,3.247549162
ELMO2,4.678738357,4.533471231,4.524549277,4.482976671,4.471376078,4.380419215
PCOLCE2,0,0,0,0,0,0
LMOD3,0,0,0,0,0,0
F8A2,3.202252029,2.986326809,3.210373997,3.455350716,3.620298624,3.448076373
WDR47,2.351054822,2.365894829,2.701313152,1.944208272,1.935228395,1.938286912
FBXO31,3.402076351,3.418777305,3.410326004,3.25471436,3.620298624,3.014579793
VCX2,4.121669088,4.020945135,4.012195449,4.482976671,4.560414973,4.380419215
PTGER3,6.422469781,6.393938765,6.476754021,7.013148894,6.936032782,6.940138882
PCDHGA5,1.243257057,1.253933359,1.248525183,1.277468654,0,0
LRRC15,0,0,0,0,0,0
FBN3,0,0,0,0,0,0
GPR144,0,0,0,0,0,0
AL109927.1,7.175614421,5.952704758,6.067105974,6.879937029,7.048039746,6.800480824
DKK1,2.351054822,2.365894829,2.358382844,3.455350716,3.243845751,3.014579793
OXER1,0,0,0,0,0,0
SUPV3L1,3.402076351,3.218695234,3.410326004,3.788392754,3.620298624,3.624102287
PFKM,6.694173795,6.891384482,6.624903211,6.547952918,6.600346279,6.854449168
AMN1,3.202252029,2.986326809,2.978181077,3.021597575,2.733088194,3.014579793
GLTPD2,0,0,1.248525183,0,0,0
ATG7,4.753773121,4.910879377,4.96678345,5.077031504,5.065246869,5.069263252
XK,1.243257057,1.253933359,1.248525183,1.944208272,1.935228395,1.938286912
C5orf54,2.351054822,2.365894829,2.701313152,1.277468654,1.270345541,1.938286912
HCN4,0,0,0,0,0,0
GSTM5,0,0,0,0,0,0
CHRNA3,0,0,0,0,0,0
NSUN5,5.76356106,5.668365175,5.772502764,6.256992342,6.373425723,6.194339759
PCDH18,0,0,0,0,0,0
ZNF726,2.693608557,2.986326809,2.978181077,2.743413855,2.388624898,2.39197511
MLNR,0,0,0,0,0,0
LTF,0,0,0,0,0,0
LY75-CD302,0,0,0,0,0,0
KLK15,0,0,0,0,0,0
RAB13,7.858464244,7.92694129,7.867533974,7.495381102,7.483302763,7.679059293
OR4A5,0,0,0,0,0,0
HAVCR1,0,0,0,0,0,0
RBMS2,3.875115378,4.139051209,4.012195449,3.788392754,3.777129306,3.624102287
NDUFA11,7.60851344,7.373335018,7.399769761,7.856173331,7.896323199,7.718397386
CCM2L,1.243257057,1.253933359,1.248525183,2.743413855,2.388624898,2.736606163
IREB2,5.191816045,5.457204705,5.401887198,5.014842593,5.290174446,5.700024982
MRPL50,3.875115378,3.892301235,3.742422023,3.788392754,3.444316332,3.780967602
ANKRD34A,2.693608557,2.365894829,2.358382844,1.944208272,1.270345541,1.938286912
MAN1A2,4.003652778,4.020945135,4.012195449,3.631460697,3.243845751,3.780967602
FHIT,1.900972127,1.914493786,1.248525183,1.944208272,1.270345541,1.27277062
FAM19A4,0,0,0,0,0,0
AL121963.1,0,0,0,0,0,0
DPM3,6.873105997,6.712431644,6.915408762,6.525826,6.468517935,6.377515721
NEK5,0,0,0,0,0,0
ARMC8,4.957966767,4.910879377,4.762545376,4.810367039,5.003073871,4.727513545
PAQR6,4.121669088,4.139051209,4.239382256,3.455350716,3.243845751,3.247549162
RASL12,0,0,0,0,0,0
RASA1,4.121669088,4.248215911,4.239382256,3.631460697,3.444316332,3.624102287
CCSER1,1.243257057,1.914493786,1.907647602,1.277468654,1.270345541,1.27277062
YIPF5,6.251772287,6.345620618,6.180927041,6.174059469,5.980402533,6.137428167
WWP1,4.426926041,4.617264909,4.435612696,4.17708796,4.047374939,4.380419215
GPR31,0,0,0,0,0,0
C1orf180,0,0,0,0,0,0
MYH1,0,0,0,0,0,0
COL20A1,0,0,0,0,0,0
PTPN4,2.970231369,2.986326809,2.978181077,2.398459277,1.935228395,2.39197511
STAM,4.599585882,4.842885912,4.68749264,4.735218222,4.644276625,4.648251168
ZNF43,3.402076351,3.418777305,2.978181077,3.021597575,3.010952856,3.448076373
CLCNKA,0,0,0,0,0,0
MTCH1,7.535965175,7.420748766,7.387966264,7.706830061,7.694742508,7.658980557
HIST1H3G,0,0,0,0,0,0
GLI3,2.693608557,2.709209082,2.701313152,2.743413855,3.243845751,3.014579793
FOXD4L6,0,0,0,0,0,0
SMARCB1,6.302638144,6.134331416,6.153302519,6.525826,6.513812431,6.517907052
SPAG5,5.726785039,5.781658597,5.80836868,6.335415887,6.445326009,6.495436844
BEST4,0,0,0,0,0,0
ELOVL1,6.786412158,6.63413492,6.664580109,6.964624373,7.016915158,6.940138882
GNAO1,0,0,0,0,0,0
SLC4A8,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
TRPC4AP,5.934569522,5.781658597,5.843364543,5.892134504,6.043539032,5.918447358
RP11-345J4.5,5.483956397,5.457204705,5.578439403,6.115998043,6.012316134,6.166164577
TMEM151B,0,0,0,0,0,0
ARHGEF10,3.402076351,3.418777305,3.210373997,3.455350716,3.444316332,3.448076373
C1orf186,0,0,0,0,0,0
ZNF581,5.020077557,4.617264909,4.96678345,4.058789173,4.165616135,3.922437155
SEPHS1,6.922727051,6.874455633,6.830745848,7.044614933,7.063353804,6.989211485
NTNG1,0,0,0,0,0,0
SERPINA4,0,0,0,0,0,0
COMMD3,5.76356106,5.852528529,5.843364543,5.627038009,5.341324478,5.619194376
CCDC71L,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
UCHL1,0,0,1.248525183,1.944208272,1.935228395,1.938286912
PFDN6,8.204447017,8.161338312,8.152045092,8.222281606,8.210176513,8.179487679
KIAA1841,1.900972127,1.914493786,1.907647602,1.944208272,1.270345541,1.938286912
ATP2A2,7.318403276,7.336723263,7.264294667,7.401286187,7.437024501,7.356398452
CYTL1,0,0,0,0,0,0
C2orf50,1.900972127,1.253933359,1.907647602,1.277468654,1.935228395,1.938286912
PAFAH1B1,5.901951112,6.015821985,6.125138702,5.959716946,6.043539032,6.108107717
EDA,0,0,0,0,0,0
ZMYM1,2.351054822,2.709209082,2.358382844,2.398459277,2.388624898,2.736606163
CST9,0,0,0,0,0,0
OR13C3,0,0,0,0,0,0
PIP5K1B,0,0,0,0,0,0
SCYL1,6.399286514,6.162497807,6.234638148,6.409795294,6.491342933,6.425846803
PRAF2,5.569521764,5.313877517,5.354153766,5.302011244,5.390722936,5.128872231
PCDHGA4,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
XCR1,0,0,0,0,0,0
AC096582.1,0,0,0,0,0,0
CHTOP,6.422469781,6.440690966,6.542117719,6.612367555,6.62119239,6.625290257
INTS2,3.402076351,3.594460245,3.410326004,3.021597575,2.733088194,3.014579793
PAX1,0,0,0,0,0,0
ZNF850,0,1.253933359,1.248525183,0,0,1.27277062
MAST4,2.351054822,2.365894829,2.358382844,1.944208272,1.935228395,1.938286912
DPEP3,0,0,0,0,0,0
ANKRD29,0,0,0,0,0,1.27277062
ZNF266,3.875115378,3.892301235,3.742422023,3.25471436,3.243845751,3.448076373
PRPF39,4.003652778,4.248215911,4.340831232,3.631460697,3.243845751,3.448076373
ABCC6,5.020077557,4.975812058,5.028906553,4.17708796,4.376478395,4.169525628
TAF1L,0,0,0,0,0,0
FAM96B,6.48986478,6.41750424,6.384724119,6.633215455,6.759244978,6.645840033
CEBPG,3.733995743,3.7510532,3.883605278,4.058789173,3.918570694,4.051264754
C2orf80,0,0,0,0,0,0
TUBA1C,8.876492598,8.749270608,8.744601965,9.792482068,9.803333908,9.705929752
CAPNS2,0,0,0,0,0,0
UNK,3.733995743,3.892301235,3.883605278,3.929916578,4.165616135,3.922437155
NEBL,5.244801185,5.262752776,5.30478681,4.655938821,4.560414973,4.727513545
SERPINA3,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
KRT38,0,0,0,0,0,0
HBG2,0,0,0,0,0,0
BTNL9,1.243257057,0,1.248525183,0,1.270345541,1.27277062
AC012215.1,0,0,0,0,0,0
ARHGAP35,5.439192199,5.545410887,5.448091758,5.402580548,5.438485819,5.294208655
CDK5RAP3,7.001814789,6.973171353,6.947930095,6.771279255,6.902365948,6.763346676
RP11-9B6.1,0,0,0,0,0,0
USP34,3.733995743,3.892301235,3.585908697,3.455350716,3.444316332,3.624102287
REXO2,7.577866932,7.695932789,7.761747373,7.583712953,7.624209658,7.658980557
PIH1D2,4.003652778,4.349698317,4.012195449,3.455350716,3.444316332,3.247549162
ARPP21,0,0,0,0,0,0
C1orf216,2.693608557,2.709209082,2.701313152,2.398459277,2.733088194,2.39197511
LRRC17,0,0,0,0,0,0
CD300LF,0,0,0,0,0,0
LMO7,4.515837384,4.842885912,4.833885993,4.17708796,4.376478395,4.380419215
EPOR,3.202252029,3.218695234,3.410326004,2.398459277,2.733088194,2.39197511
KCNS1,0,0,0,0,0,0
CABP5,0,0,0,0,0,0
SPATA6L,1.243257057,1.253933359,1.248525183,1.277468654,0,0
SPRED3,0,0,0,0,0,0
AP000295.9,0,0,0,0,0,0
FGF19,0,0,0,0,0,0
ZNF460,0,1.253933359,0,1.277468654,1.270345541,1.27277062
MFSD11,5.345268287,5.363252385,5.30478681,5.45035282,5.341324478,5.345362367
ZNF37A,2.693608557,2.709209082,2.701313152,2.398459277,2.388624898,2.39197511
TRPT1,6.399286514,6.105604151,6.096414116,5.82122993,5.980402533,6.108107717
DUX4L3,0,0,0,0,0,0
MRPL32,5.901951112,6.076293221,6.067105974,6.202236801,6.104027957,6.35272913
CA4,0,0,0,0,0,0
HS3ST4,0,0,0,0,0,0
FCRL1,0,0,0,0,0,0
CX3CL1,0,0,0,0,0,0
GAD2,0,0,0,0,0,0
CLCN4,1.243257057,1.914493786,1.248525183,1.277468654,1.270345541,1.27277062
POGLUT1,3.733995743,3.7510532,3.585908697,4.058789173,3.777129306,3.780967602
KLF3,2.693608557,2.986326809,2.701313152,2.398459277,1.935228395,2.39197511
ORC1,2.693608557,2.365894829,2.358382844,3.25471436,3.444316332,3.448076373
ZNF280A,0,0,0,0,0,0
SCN10A,0,0,0,0,0,0
TPP2,4.003652778,4.020945135,4.130256238,3.788392754,3.777129306,3.922437155
CAPN6,0,0,0,0,0,0
TIGIT,0,0,0,0,0,0
STK19,4.753773121,4.696457739,4.833885993,4.572048211,4.723530165,4.648251168
NCMAP,0,0,0,0,0,0
MEGF8,3.733995743,2.986326809,3.742422023,3.25471436,4.274896257,3.448076373
GJC1,3.577560613,3.594460245,3.742422023,3.631460697,4.165616135,4.169525628
ZNF286B,2.351054822,2.365894829,2.358382844,2.398459277,2.388624898,1.938286912
C1orf64,2.351054822,1.914493786,2.358382844,1.277468654,1.270345541,1.27277062
AMZ2,6.533106912,6.529881841,6.604647919,6.547952918,6.468517935,6.517907052
ITPRIPL1,0,0,0,0,0,0
CDC23,5.136810508,5.209749557,5.088464677,5.19390247,5.003073871,5.241174296
RASAL3,0,0,0,0,0,0
CHRNA4,0,0,0,0,0,0
PROX2,0,0,0,0,0,0
ANXA6,9.24814526,9.141231943,9.149506947,9.048086891,9.190407069,9.032312467
FOLR2,0,0,0,0,0,0
SLC8A1,0,0,0,0,0,0
EVPLL,2.693608557,2.709209082,2.701313152,2.398459277,2.388624898,2.39197511
GDF11,3.875115378,3.7510532,3.883605278,4.058789173,4.165616135,3.922437155
ESX1,0,0,0,0,0,0
FNDC3A,2.970231369,3.218695234,2.978181077,2.743413855,2.733088194,2.736606163
ZIC4,0,0,0,0,0,0
NDUFS5,8.698006988,8.763132915,8.673454996,8.770778164,8.786610475,8.901701854
FAM161B,3.402076351,3.218695234,3.210373997,3.021597575,2.733088194,2.736606163
LYPD3,6.087438799,5.952704758,6.006640673,5.496593771,5.484717971,5.394764257
TTC40,0,0,0,0,0,0
SLC7A7,0,0,0,0,0,0
SPRR2A,0,0,0,0,0,0
MBIP,4.678738357,4.771528768,4.608320166,4.058789173,3.777129306,4.278822556
MYBPH,0,0,0,0,0,0
GIP,0,0,0,0,0,0
WDR16,1.243257057,1.253933359,1.248525183,0,0,1.27277062
BACE1,5.191816045,5.363252385,5.30478681,5.45035282,5.390722936,5.186115713
ZNF546,0,0,0,0,0,0
ROM1,3.577560613,3.218695234,3.210373997,3.021597575,3.010952856,3.014579793
SLC9A8,3.202252029,3.218695234,2.978181077,3.631460697,3.620298624,3.448076373
PICK1,4.515837384,4.44450896,4.435612696,4.482976671,4.274896257,4.278822556
NTHL1,4.515837384,4.349698317,4.524549277,5.014842593,5.124850851,5.069263252
ZC3H18,5.191816045,5.097517334,5.200676451,5.45035282,5.695964869,5.294208655
GMPPA,5.345268287,5.363252385,5.30478681,5.13665011,5.182089724,5.128872231
SNX33,4.003652778,4.020945135,4.012195449,3.631460697,3.620298624,3.448076373
LSM5,7.202649349,7.124025727,7.289891659,7.483949425,7.275464089,7.586419118
ROPN1L,4.230757106,4.020945135,4.239382256,3.788392754,3.777129306,3.780967602
RNF20,4.8250975,4.771528768,4.762545376,4.655938821,4.471376078,4.56437962
FAM84B,5.295909107,5.313877517,5.200676451,5.496593771,5.438485819,5.533564831
KDM4C,2.693608557,2.986326809,2.701313152,2.398459277,1.935228395,2.39197511
CHDH,2.693608557,2.709209082,2.978181077,3.631460697,3.444316332,3.624102287
DUSP3,6.251772287,6.295627975,6.234638148,6.591213966,6.513812431,6.377515721
HS1BP3,4.003652778,3.7510532,3.742422023,4.058789173,4.165616135,3.922437155
C12orf57,6.351771506,6.320840831,6.408287791,6.457333143,6.468517935,6.35272913
PUSL1,4.678738357,4.349698317,4.68749264,4.949851727,5.124850851,5.007084815
SMOC1,0,0,0,0,0,0
SMARCD2,7.648388335,7.57540566,7.555615547,7.483949425,7.560880864,7.487419521
JTB,7.824057715,7.695932789,7.752571455,7.983401129,7.904849381,7.908971993
C16orf54,0,0,0,0,0,0
PITX1,5.99767393,5.744873869,5.910908106,5.82122993,5.880193932,5.619194376
GLP1R,0,0,0,0,0,0
CLTC,7.83273658,7.885295464,7.779925961,7.801965001,7.780637966,7.908971993
BAP1,5.483956397,5.262752776,5.253670552,5.248969265,5.484717971,5.533564831
OAF,1.900972127,1.914493786,1.907647602,2.398459277,2.388624898,2.39197511
SENP6,4.678738357,4.771528768,4.762545376,4.388041903,4.165616135,4.380419215
PRDM1,0,0,0,0,0,0
CYP11A1,0,0,0,0,0,0
UTP23,4.121669088,4.771528768,4.340831232,4.810367039,4.560414973,4.727513545
PTK6,5.244801185,5.097517334,5.200676451,4.881794459,5.065246869,4.94210539
RP11-219B4.5,0,0,0,0,0,0
FASTK,5.834414828,5.707126637,5.772502764,5.892134504,5.980402533,5.984476916
SERPINI2,0,0,0,0,0,0
PIP5KL1,1.900972127,1.253933359,1.907647602,1.277468654,1.270345541,1.27277062
DLG5,5.834414828,5.852528529,5.843364543,5.82122993,5.772501883,5.738803094
