,t47d_01,t47d_02,t47d_03,t47d_04,t47d_17,t47d_18,t47d_19,t47d_20
STAB1,0.1540167,0.308556592,0.128886592,0.130099269,0.12392558,0.412036821,0.167575022,0.270410532
FUZ,3.133085069,2.983199757,3.248363293,3.371731697,2.57613511,2.524091265,2.87217078,2.637890737
SLC6A13,0,0,0.204941991,0,0,0,0,0
IDS,2.96129549,2.983529952,3.139218983,3.27159898,3.016902756,2.825608586,2.622963139,2.896626423
PRSS3,0,0.12762945,0.071312907,0,0,0,0.087242041,0
ZNF200,2.692311135,2.694561539,2.94995134,2.807659917,2.775204393,2.832128475,3.033162192,3.059422773
CD4,0.391116601,0.195003578,0.297001197,0.617463998,0.4042917,0.162442087,0.218323648,0.076349345
LRRC23,2.731821884,2.178383205,2.667297217,2.520095326,2.056937223,2.485504112,2.235877141,2.388655203
BTK,0.040034482,0.035062064,0.03855207,0,0,0.035586751,0,0.082052753
HFE,5.342124461,5.089184561,5.233569829,5.442021203,4.775087425,4.482764403,4.838629116,4.519227366
SCMH1,3.824655854,3.319603484,3.973115293,4.08151859,3.054577621,3.171112332,3.327897143,3.542097053
FYN,1.034370684,1.15218991,0.794736083,1.066385451,0.685466571,0.706104367,0.704555953,0.555032765
HIVEP2,1.300404913,1.196342652,1.575399471,1.420180546,1.304254021,1.197676709,2.270059429,1.841453897
FMO1,0.213042378,0.147987829,0.406712983,0.197110515,0.057568941,0.442983824,0,0.222474447
TCEB3,4.283136519,4.168962884,4.357734969,4.389952213,4.38388397,4.186864989,4.184605618,4.301199852
LYPLA2,4.364922559,4.034294963,4.633843848,4.473215434,4.311147048,4.212701619,4.28373661,4.462497365
CLCN6,2.51624717,2.558071669,2.241141543,2.959629217,2.222690204,1.878584105,2.238150956,2.405633002
MRC2,0.172287803,0.033593983,0.189142655,0.142903511,0.058379952,0.040056372,0.118686505,0.047003369
NME1-NME2,4.729318919,4.168521699,4.305890288,3.948675597,4.417629766,4.816307861,4.914038246,4.423618507
SLC6A7,0,0,0.162641878,0.029434934,0.030660392,0.028500552,0,0
TSPAN9,4.361628013,4.278787674,4.446726022,4.606779765,3.654240755,3.772096792,3.773152397,3.775577361
BTBD7,3.779228197,3.909552316,4.022962525,4.087819228,3.626123695,3.709268576,3.604415346,3.625691311
APBA3,2.557481163,2.486575373,2.399020663,2.692058889,2.375362003,2.493378341,2.636464538,2.520563054
MKS1,4.299032136,4.127253573,4.407073975,4.306094509,3.727277904,3.680808175,4.061171348,3.975602675
ABHD5,5.137573198,4.932684843,5.32050273,5.214762062,5.234700574,5.275543487,5.3035762,5.347864049
ANOS1,0.623222608,0.585184659,0.567576599,0.61558297,0.297147974,0.303297967,0.174047138,0.557191457
AKAP8L,5.001302346,5.027614111,5.299277632,5.276169082,4.953302493,4.893138896,5.073897335,5.204281598
MBTD1,2.976044631,3.168598716,3.337949381,3.41151031,3.120312123,2.835424904,3.044266457,3.011712098
UTP18,5.143948446,4.886720842,5.172955483,5.087123344,5.462183229,5.379059466,5.611620939,5.453606469
RNF216,3.783529992,3.805643283,3.827768225,3.750295638,3.690607058,3.751752917,3.754598934,3.797666713
TTC19,4.550069522,4.32878621,4.726084614,4.636398411,4.61352576,4.515018536,4.656462048,4.770866038
PTBP1,5.537280534,5.496424,5.643463723,5.673952093,5.972612247,5.895244447,6.039671408,6.063507257
DPF1,0.68394433,1.183683413,0.761710784,1.474020633,1.362856987,1.110049144,1.638458505,1.074203987
SYT7,5.015493109,4.809167457,5.062752062,5.078289599,4.651533944,4.492398012,4.760316768,4.623252345
LARS2,3.416727618,3.226735089,3.300274577,3.526507064,3.392871037,3.579035292,3.557826675,3.548325644
PIK3C2A,4.361543798,4.398699235,4.620474978,4.556423284,4.158296629,4.244590272,4.200276776,4.405086989
PLAUR,0.925131262,1.089579504,1.059154505,1.040513739,1.169418366,1.021955809,1.619915343,1.620206333
ANLN,5.510040958,5.160722578,5.488238629,5.496273787,6.823711153,6.757836667,6.776472513,6.75304288
WIZ,2.397802962,2.055528866,2.558796607,2.518134754,2.590058227,2.30096127,2.528273748,2.418513809
RABGAP1,5.444302637,5.41855766,5.546588916,5.599157089,5.341057087,5.394723342,5.53490824,5.485420387
DCN,1.01586148,1.294888312,1.040997605,1.636283553,0.792378122,0.324644727,0.474502498,1.061285425
QPCTL,2.345768215,2.10146519,2.538481051,2.842065674,2.810290908,2.693529332,2.553220405,2.772966667
PPP5C,3.951270725,3.723613167,4.239428594,4.206057088,4.447757704,4.580199765,4.507858054,4.744634739
CEP68,1.11111146,1.249141903,1.247307781,1.427606173,1.368785108,1.343646593,1.499654578,1.272351716
MAP4K3,3.970071369,3.654286589,4.182684353,3.991961673,4.207627396,3.863561874,4.079719436,3.891613607
ZBTB32,1.574285619,1.432392905,1.662825292,1.779095792,1.51060753,1.664546554,1.744987717,1.521372417
TYROBP,0,0,0,0,0,0,0,0
TMEM159,6.340645937,6.194835634,6.47604463,6.384816553,5.888414496,5.786151985,5.728807575,5.88813926
GABRA3,1.335997677,1.23024606,1.324119326,1.429074936,1.178523438,0.946227794,1.283631427,1.104578207
BRCA1,3.189677515,3.267711068,3.544707931,3.578479875,4.453780941,4.480930728,4.912654655,4.568597637
ERCC1,4.95334906,4.872400319,4.860108644,5.10538894,4.470803645,4.519516744,4.527652152,4.59487097
CD22,0.590091291,0.284726139,0.159205485,1.049860744,0.834969236,0.720213663,0.880116562,1.466574918
SEMA3B,1.487723006,1.838346737,1.46905241,1.938948169,1.494963398,1.165899079,1.361762746,1.189128735
MBTPS2,2.300996401,2.221917284,2.634674577,2.710743629,2.669144717,2.362450251,2.597976845,2.530585185
PRICKLE3,2.165143369,2.491393926,2.198591587,2.645192084,2.37164807,2.48256178,2.491044961,2.818950745
LTF,1.529925866,1.533692911,1.619027927,1.598570065,1.213496599,1.029495291,1.051622681,0.916118124
EXTL3,3.211839247,2.92181714,3.110907743,3.007168585,2.4896611,2.438862364,2.757475618,2.804115529
NR1H4,0,0,0,0.061272981,0,0,0,0
ELOVL5,6.751624393,6.571227794,6.820178962,6.804827994,6.951657727,6.852785411,6.945607703,6.865906446
ALOX5,0.148624388,0.246716964,0.195352638,0.317917604,0.252422926,0.031534236,0.135338907,0.361047393
KDM5D,0,0.265970906,0.216868291,0.71041788,0.21055719,0.095091973,0.631977786,0.39904528
CALCOCO1,5.423884022,5.278178085,5.561555263,5.560766915,4.713393389,4.510639175,4.71221057,4.838003773
UBR7,4.636862392,4.552856578,4.858000894,4.852693042,5.02541423,4.985905676,5.12104442,4.894895352
MAP4K5,4.36509759,4.26226777,4.575003667,4.687760584,4.390268716,4.364334298,4.52851506,4.550186526
EHD3,0.236428939,0.418593684,0.418704854,0.399482846,0.472586547,0.46009563,0.580663604,0.366255621
PSMC4,5.540972674,5.259106737,5.585326134,5.589475878,5.633907767,5.577265666,5.624472344,5.644649454
MAN2B2,4.030177144,3.752074177,4.087063923,4.176937064,3.784776164,3.78307943,3.785048293,3.729868139
SLC7A14,0.943822331,0.998128332,1.002320871,0.730962475,0.855807157,0.931314678,1.085513037,1.15818189
CLDN11,1.422835792,1.547671917,1.46442257,1.299959673,1.544124296,1.332593373,1.2096218,1.293447002
SLC25A39,5.79030027,5.516768456,5.862649754,5.898397023,6.297756349,6.189126758,6.345300562,6.263710511
MVP,3.638768944,3.573023021,3.26379763,3.852358467,3.002770919,2.635833314,3.428626157,3.364478584
NUB1,4.926843907,4.757791341,5.071895642,4.943011739,5.028551472,4.738594919,4.967726575,4.856373236
PGM3,5.541149287,5.493634526,5.780331099,5.71378653,5.398853119,5.488521436,5.455050986,5.109314586
RWDD2A,2.354920382,2.203204289,2.406678157,2.467008134,1.945210645,1.787511869,1.924859999,1.827156452
CLK1,4.779238705,4.992759369,5.035786644,5.144030049,4.665910038,4.532678523,4.561228365,4.817710226
POLR3B,3.071395429,2.6513801,3.029823893,2.863573767,3.081198146,2.9502127,3.017423112,2.976319639
ANGEL1,3.201660519,2.898158036,3.335323176,3.419799092,3.370221485,3.422413326,3.318224274,3.373859763
RNF14,5.848845743,5.586284365,5.811496719,5.868701579,5.7025218,5.720256573,5.870443634,5.749292904
DNASE1L1,3.016729856,3.070272534,3.3933654,3.014162445,3.224037186,3.38851607,3.528983816,3.454349638
DDX11,3.238985522,3.653358159,3.59091335,3.456576193,4.569162948,4.35113359,4.600995201,4.617439548
HEBP1,2.031310495,1.83958073,1.965100862,2.102923469,1.907456021,1.965965245,2.118522527,1.915031315
GPRC5A,3.545807786,3.305337288,3.110922772,3.881449276,2.049986171,2.095546401,2.172519518,2.117053333
MAMLD1,0,0,0.284110169,0.027400237,0.028515121,0.031349458,0.226444409,0.030653472
CD6,0.953318885,1.251064619,1.620107779,1.507226328,1.644156239,0.791414853,1.64332518,1.577822758
TACC3,3.085613309,2.9027933,3.226240312,3.346649176,4.739648314,4.510151758,4.702751725,4.844300278
UFL1,5.255451635,5.096540176,5.372461136,5.249707005,4.914693671,4.92320624,4.960687773,4.871843649
POLA2,3.363824278,3.134886266,3.54998946,3.786355893,4.8147196,4.70042862,4.843923563,4.993832841
ZC3H3,2.338855091,2.151732202,2.4199622,2.483400479,2.158246533,2.078025671,2.503000105,2.364964568
CAPN1,5.196115204,4.952128518,5.273206281,5.271795416,4.916825333,5.083949423,5.061279376,5.033048513
ACPP,0.377746792,0.395954471,1.062543127,0.525921529,0.373037877,0.423375937,0.360102404,0.213095896
MDH1,6.458306534,6.343249686,6.56536412,6.591317381,6.623479162,6.578618749,6.558904337,6.742275748
SLC30A9,5.346793824,5.266883966,5.603670849,5.473819375,5.583055681,5.49081719,5.408392585,5.266561688
MTMR11,2.347155379,2.469200924,2.449120245,2.659808134,2.374574913,2.530732492,2.855615026,2.692853427
COX15,5.624238371,5.365713531,5.739421494,5.722132636,5.614865882,5.527570837,5.588915475,5.502524739
CCDC88C,2.299862991,2.380225193,2.662959698,3.096953344,3.040133195,2.890882451,3.315599559,3.388095835
YAF2,3.158852414,3.144795267,3.246351838,3.352450634,2.875288598,3.317612316,3.262142966,3.326511462
ZMYND11,6.063826477,5.923871774,6.185969591,6.264198612,6.179936949,6.077864643,6.208878123,6.190219764
WAS,0.176039313,0.087231041,0.180775482,0.115239841,0.121635461,0.237321413,0.19951468,0.33610854
DPEP1,0,0,0,0.247037932,0,0,0,0
BID,4.563316794,4.34869275,4.7398697,4.813709375,5.134668632,5.178627009,5.221200418,5.324328185
MATR3,7.425727838,7.17602351,7.467850054,7.488780091,7.524573056,7.407055275,7.523326715,7.424787753
NPC1L1,0.015319719,0,0,0,0,0,0.015453608,0.032262247
XYLT2,5.435188518,5.269351133,5.34452317,5.521424558,5.735031989,5.671856638,5.533298581,5.695996596
RGPD5,2.114670192,2.797154127,2.672810009,2.769200471,2.893197155,1.888928292,2.277413505,3.211705331
STMN4,0.03722364,0.032518424,0.070609975,0.067964938,0.166508505,0.032931653,0.107769809,0.076277369
NUDCD3,5.523831652,5.422744313,5.705328266,5.722086174,5.608747158,5.517259943,5.713475875,5.580655042
ISL1,0,0,0,0,0,0,0,0
CHDH,3.239208603,3.33406765,3.576582602,3.537730923,3.530345468,3.360872712,3.537805456,3.421905935
IL20RA,2.76152783,2.57613511,2.907044475,2.950660636,3.113492147,2.919395386,2.91848928,3.199446207
CLCA1,0,0,0,0,0,0,0,0
CLCA4,0,0,0,0,0,0,0,0
GLT8D1,5.369110477,5.093593978,5.390251516,5.426808179,5.287025262,5.307570602,5.413096446,5.324630615
ATP2C1,5.410741345,5.203267729,5.933811022,5.636137357,5.28228411,5.220519567,5.306725222,5.259344055
IGF1,0,0.013377772,0.014836016,0.119454722,0.158269803,0,0,0.400440654
SLC38A5,0,0.184022523,0.529713021,0.26092292,0.370792567,0.09806605,0.231261585,0.394392312
RALBP1,4.455616552,4.13996057,4.537171799,4.604397554,4.608560889,4.748289473,4.634941703,4.773896134
RUFY3,2.635942405,2.161020193,2.990994783,2.727850768,3.033135755,2.771923599,3.181888105,2.995884257
CNTN1,0.694738479,0.079616364,0.674033023,0.665015219,0.061263025,0.27964839,0.292272889,0.018785984
SLC11A1,1.087449263,1.553394911,1.747095179,1.704278833,1.244436527,1.037276784,1.502025022,1.317066687
WWTR1,3.894196907,3.732876979,3.851808996,4.047119549,3.30709623,3.157224844,3.31821415,3.240505149
AGPS,0.013286532,0,0.038267319,0.012340341,0,0,0.013066448,0
ZNF806,0.246504162,0.177996859,0.377938871,0.18706206,0.098942315,0.176207863,0.194669561,0
CXorf56,4.268696379,3.977215802,4.190219764,4.223924471,4.016754812,3.750563631,3.982628578,3.864156424
ATP1A2,0.038343183,0.04895805,0.035434024,0.017605834,0.05224059,0.016645645,0.036618112,0.075375723
TTC27,3.313724735,3.141516172,3.341877612,3.320188599,3.555006252,3.528383781,3.754919562,3.613567013
ZNF582,1.863791795,1.79757749,2.373286274,1.745882689,1.406863158,1.625167603,1.690747838,2.113287098
VSIG2,0.200998936,0.121607613,0.195410597,0.064591111,0.131271938,0.122175193,0.315272909,0.33253838
PHLDB1,3.899088602,3.734482022,3.905033133,4.299611001,4.060523014,3.797770453,4.231025287,4.179017328
MARCO,0.186806052,0,0.040515002,0,0,0,0,0
CYP24A1,0,0,0,0,0,0,0,0
PRDM11,2.364698488,1.544742546,2.214550711,1.869768776,2.999366879,2.941172057,2.964162015,2.79839896
SYT13,0.150651954,0.420940456,0.119945885,0.186812389,0.229861055,0.161732927,0.05018683,0.200334851
SNAI2,0.047358582,0.041447805,0,0,0,0,0,0
CD74,4.572901792,4.243920373,4.444388783,4.557477487,4.174941657,3.912343284,4.226978562,4.071917088
HGF,0,0,0,0,0,0,0,0.01778269
ZRANB1,3.326193603,3.04933976,3.40837628,3.355045874,3.235962895,3.250625108,3.288640576,3.216023311
NCDN,3.207232246,2.963461177,3.104200772,3.189479852,3.156702404,3.035740024,3.190074341,3.017145137
ADGRA2,0.350690725,0.398815504,0.234258501,0.376265931,0.292607438,0.240037061,0.215820219,0.351542398
CCT8L1P,0,0.041751271,0,0.043254482,0,0,0,0
ZFP64,2.971144372,2.861185192,3.151899396,3.168921178,3.007285218,2.881637214,2.902104459,3.081687305
MNAT1,5.333624094,5.053315559,5.411900738,5.386841979,5.507296745,5.516910248,5.429873685,5.567216861
SAMD4A,5.058545958,4.944268132,5.08005215,5.367664607,4.678686047,4.708943156,5.042534906,5.067944122
RUNX3,0,0.057080202,0.078309515,0.092771684,0.095162881,0.046484914,0.130164523,0.088798328
MRE11A,4.554079214,4.500120053,4.816082537,4.704445952,5.159092273,5.161145995,5.248857372,5.248291938
PLEKHB1,1.251410073,1.979937529,2.009383006,1.740267028,1.293658877,1.23818765,1.088602968,1.89523669
SERPINB1,1.735062868,1.368639856,2.350655652,2.511131489,1.887626646,1.776221926,1.937739855,1.908002004
CYP3A43,0.318918381,0.383775613,0.172292924,0.607568465,0.327816109,0.319782078,0.402168783,0.08808758
SLC7A9,0.329912341,0.268678715,0.185385778,0.414736305,0.157023008,0.340898337,0.102568241,0.172098307
SPAST,3.085434854,2.985232633,3.240079204,3.198060337,3.034182254,3.027267311,3.169314131,2.981019667
NRXN3,0.141734901,0.286908346,0.096768529,0.075660774,0.304331132,0.15917577,0.278596201,0.247067107
OSBPL5,3.419170755,3.229397191,3.693698816,3.737005268,3.023171947,3.126226214,3.159747038,3.161371766
AQR,4.324299378,4.030839256,4.316529541,4.428135689,4.213393945,4.076362413,4.260274115,4.166434269
CPS1,0.213823798,0.191370615,0.29105655,0.270729859,0.334545394,0.190489705,0.136673211,0.053413749
C8B,0,0,0,0,0,0,0,0
FHL1,0,0,0,0,0,0.1568742,0,0
RTFDC1,6.41267315,6.222023972,6.519068498,6.493266245,6.342990233,6.341825676,6.405827325,6.317732775
GABRA1,0.024609466,0.080417535,0.041934861,0,0,0,0,0.025399948
NLRP2,5.053962797,4.95979797,5.146093087,5.233335903,4.971419396,5.08159102,5.094958081,5.248572785
SLC45A4,1.518031493,1.944952124,2.345464506,2.303561588,2.427876988,2.191079355,2.387084012,2.770201099
RNF10,6.015916772,5.902215912,6.014214677,6.137843665,5.970234764,5.768668671,6.104665842,5.918746386
ZNF839,3.371829255,3.234582558,3.457121458,3.792282741,3.531106932,3.271386829,3.316205129,3.515725066
ZDHHC6,3.759081246,3.639382677,3.828956476,3.818799444,3.988357487,3.941491354,3.908956978,4.157722846
GRAMD1B,0.222732857,0.245197479,0.332789266,0.240087144,0.388512488,0.347721209,0.168113122,0.083261032
RNH1,5.498027424,5.187945856,5.547119719,5.551943533,5.449855166,5.431455817,5.545183814,5.502314688
NDUFS1,5.871710607,5.522419893,5.743342618,5.858903527,5.852705525,5.900977873,5.941862213,5.898341392
RB1CC1,5.251825114,5.125448601,5.515674611,5.402957469,5.14521686,5.058723441,5.1916495,5.095333722
ERP44,3.227818075,3.062306528,3.286178846,3.307760744,3.042441225,2.898314785,2.877869867,3.028577992
ALAS1,4.567971282,4.332328416,4.663942297,4.655403353,3.936468339,3.878077896,3.957227437,4.029196659
BIRC3,3.488077918,3.277812209,3.489774118,3.775798568,4.937057143,4.857737209,4.95946879,4.909595516
AKAP11,3.518081865,3.425330391,3.665608795,3.692739629,3.221787393,3.062339343,3.203766532,3.162334123
GLRX2,5.107457723,5.12123096,5.296872168,5.251726666,5.469566934,5.453043407,5.622324221,5.579961517
SNAPC1,3.06141159,3.07227219,3.215812145,3.238757822,3.193227674,3.315238703,3.242236641,3.237921594
DERA,6.203984166,5.777879937,6.204170068,6.104275847,6.0714452,6.034750551,6.187126372,6.113306688
STRAP,6.346219402,6.077503652,6.409124437,6.511086884,6.841344192,6.734790897,6.72406358,6.843607046
ABCC2,1.210351456,1.346400973,1.814624248,1.738443599,1.258096758,1.318160631,1.469469253,1.639556328
DEF6,2.514026288,2.587993783,2.79980433,2.864968579,2.608918032,2.830669086,2.764055226,2.818981412
PLEKHO1,1.111318487,1.12946767,1.279328653,0.710030765,1.300990546,1.444301312,1.571531198,1.428480106
GCLM,2.489650825,2.440115033,2.73273374,2.693709966,3.403948001,3.485787456,3.337014549,3.082203554
UBR2,3.875848855,3.801924302,4.000937447,4.043895648,3.6332917,3.531518705,3.652016037,3.612364295
EHD2,1.575016984,2.318192453,2.252806195,2.692166043,1.655777704,1.764673115,1.88286995,2.452123596
DEPDC1,3.057566376,3.287252121,3.483209557,3.158602014,4.127913868,4.410849866,4.512991654,4.398158801
CCDC28A,3.018796166,2.697740465,3.132030588,3.159558147,2.664004897,2.387004028,2.646704142,2.447346442
RRAGD,2.706625587,2.095580157,2.374947652,2.59217475,2.459282095,2.461237791,2.441395832,2.196673135
HSF2,2.900497817,2.639720698,2.885759814,2.743891911,3.328451618,2.760744693,2.971262115,3.189231549
PHF20,6.538614207,6.455139781,6.640717802,6.832839392,6.224590212,6.148368789,6.355003927,6.277544063
HSD17B6,4.992700463,4.776667266,5.016010407,4.986761327,3.892488174,3.792782487,3.66537003,3.596899373
NR1H3,4.575772177,4.34146634,4.461999951,4.62253215,4.109017816,4.170397807,4.178650909,4.203201156
TYMP,3.538066293,3.393675665,3.669990509,3.688292278,2.978865558,2.918723969,3.14672527,3.39007607
NCAPH2,3.984516439,3.783760458,3.984197409,3.982537314,4.522432448,4.491853096,4.552524629,4.546153635
TOMM34,4.215880467,3.954363839,4.337903724,4.365006576,4.396385578,4.23090236,4.382923125,4.422381031
SEC63,4.189468782,4.532136144,4.221946663,4.254556252,4.476271504,4.118334806,4.67570304,4.261493205
KPNA6,4.044088061,3.634953316,3.850069292,4.021932719,4.075618198,3.824319805,3.800951655,4.075387156
VIM,0.233154258,0.337569527,0.467890866,0.214981462,0.21491434,0.235744213,0.334401229,0.328501022
RTEL1-TNFRSF6B,1.923776716,1.696042793,1.876947113,1.795542548,1.750726546,1.537375593,1.931993118,1.778376811
FAS,3.493429581,3.369793095,3.696739458,3.804476968,4.06021171,4.103262627,3.996433943,4.12792212
RNASET2,2.997473072,2.860915137,3.053954111,3.08714032,3.307360032,2.835730085,3.219805102,3.198681158
CD44,4.342355622,4.255228786,4.460722908,4.715563951,4.898121266,4.708551451,5.010757464,5.216163813
KCNG1,1.042399198,0.532596244,0.628797854,0.792942786,1.227753396,0.933404188,1.203025704,1.186158226
AGPAT4,2.465966631,2.50019273,2.302061639,2.48350625,1.331022971,1.643851573,1.764622165,1.737024743
SLAMF7,0.039350956,0.070355665,0.149744519,0.072517587,0,0.034807324,0.150826096,0.086515851
BTN3A1,3.219959946,2.998670305,3.089442218,3.155200347,2.23643445,2.504427173,2.690434975,2.605446923
MIPEP,3.757012576,3.409369211,3.816599707,3.819688618,3.764781378,3.675194919,3.68907547,3.82125101
PRKCH,4.528496307,4.211323757,4.374976855,4.572647178,3.815677889,3.560849437,3.875209948,3.917202586
INSRR,0,0,0,0.013468606,0,0,0,0
IFNGR1,4.59139219,4.426720977,4.455833513,4.703039774,4.649787882,4.582610193,4.514740876,4.520497682
B4GALT7,3.579855951,3.3312681,3.576123014,3.375257731,3.292362129,3.302873208,3.360299656,3.502623389
SH2D2A,0.129514357,0.114768258,0,0.19881346,0.246124689,0.326895101,0.305923841,0.251104624
VRK2,3.541118304,3.363005627,3.619072546,3.320194377,3.605968359,3.692895819,3.767559463,3.661259347
TNFRSF1B,0.417133654,0.159627894,0.167888403,0.25848395,0.169261851,0.353759139,0.285905225,0.229987761
