,TWV1,TWV2,TWE1,TWE2,TSV1,TSV2,TSE1,TSE2,TGV1,TGV2,TGE1,TGE2
MPZL2,7.059774703,6.999497276,6.540684088,6.233174386,5.674063004,6.163291714,5.739827582,5.870495008,6.340302056,7.10001128,5.955509115,6.395709441
FRMD4A,6.27995691,6.147437366,6.345880844,6.167381173,6.030058025,5.71644172,5.710462585,5.725879108,6.291582277,6.034856243,6.068293122,5.766410312
PALM,0.855452641,1.857020594,0.754169838,1.082616185,2.794217821,2.741838105,3.132552838,2.576334492,2.224109276,2.132542839,2.167799683,2.01727797
VWA1,6.559145193,6.756486631,6.315107125,6.564953827,5.62345262,5.930997346,5.805106403,5.929152876,6.340302056,6.265739127,6.289879042,6.368572946
SIAH2,5.822060688,6.264355378,7.125801499,7.717348554,7.025268203,7.130080924,7.731339359,7.575917714,6.744698907,6.7498593,7.999436212,7.980001865
NKAIN1,0.664039919,1.173694829,3.459365702,4.72724021,4.136399387,4.36003238,5.442507057,5.346161183,2.442480451,1.676530044,5.213277876,4.397954259
SAMD4A,7.76573153,7.676672573,7.927896452,7.753172837,6.832175656,7.311600592,6.611163803,7.427733099,7.353030332,7.679691541,7.273408927,7.374700596
TBCK,5.638924012,5.635784267,5.684444276,5.78898249,5.309690615,5.097789452,5.252943022,5.161315514,5.789724564,5.730797603,5.640055285,5.656595869
RHBDF1,6.316227306,6.253919032,6.386410734,6.291986987,6.11633794,5.621210409,5.698385464,5.886489599,6.254275033,5.887316034,6.036227469,5.817761001
ZNF227,4.239940596,4.252673809,4.278809363,4.184120316,4.003177339,3.841164878,3.814156536,3.755010238,4.228281544,4.113727257,3.930284086,3.870583151
LOC148413,4.133088959,4.148352349,4.230152844,4.343545912,3.748450661,3.737477867,3.948029471,3.731589189,4.404565952,4.413416706,4.602241352,4.31265784
CNTN3,2.784524341,3.080904322,2.698948786,2.889305982,1.317069528,1.286550789,0.971088473,0.957629034,2.589162663,3.122016866,2.180208647,2.331812026
ADGRG6,7.291911035,7.646138609,7.112440234,7.447648937,7.030544928,7.373141478,6.854425534,7.192460204,7.522937374,7.71002945,7.27413267,7.306886825
SPDEF,8.063600766,8.230118907,7.749502377,7.79613282,7.46426435,7.58779366,7.352355294,7.340110799,7.806337942,7.75593571,7.600989695,7.740660468
CXorf40B,3.645058205,3.549912807,4.005725194,3.974406624,4.391449603,4.379167245,4.664322577,4.511822113,3.515375882,3.274753489,3.716901396,3.736307207
ARHGDIB,4.444449036,4.53832635,4.325878284,4.060694774,3.67622224,3.699922969,3.934363953,3.586825356,4.250498493,4.815124121,4.317728013,4.759632223
MEIS3,0.12422906,0.529325473,0.280459288,0.334381857,2.268579003,1.65954192,2.009512007,1.761933732,0.593612953,0.623064387,0.432251316,0.620977045
SREBF2,7.436350589,7.482354852,7.437202236,7.548439748,6.932126225,7.116248576,6.843865265,7.198879169,7.505434309,7.440767514,7.506836983,7.453926816
CDC14B,2.186514301,2.100126246,1.730087807,1.96586561,2.371967425,2.465702476,2.090604369,2.567542769,1.161045377,1.724480231,1.164843628,1.635447518
G2E3,5.470664456,5.21862755,5.645394107,5.509881913,6.169923349,5.92368505,6.25384358,6.22238318,5.554395144,5.840032859,5.631043784,5.694553453
MUC5B,0.063451273,0,0.060623375,0,0.16263233,0.349568307,0.195981093,0.520872333,0.051523357,0.051037286,0.158913286,0
PVRL1,7.474418232,7.36344823,7.158239713,7.096937676,6.800865619,6.848800986,6.772312567,6.788412302,7.102805147,7.111702948,6.921838004,6.82615879
ZNF512B,7.068983197,6.909717828,7.422480002,7.238582222,6.964535789,6.34822578,6.580345678,6.587270016,6.973540153,6.598862586,6.949739019,6.705557662
SCFD2,4.151456224,4.291289749,4.294670245,4.570909146,3.862320629,3.84804834,4.055456841,3.8951171,4.336095268,4.432789494,4.652091055,4.546484295
B4GALNT1,0.925430949,0.601344673,0.639613627,0.67464054,1.417156503,1.72082639,1.378806646,1.509947055,0.986726563,1.265660133,1.373746583,1.434775957
TBC1D1,3.883478858,4.142329473,4.134688426,4.494267714,4.713574072,4.751903727,4.757290872,4.767352582,4.077988872,4.215108158,4.40225373,4.452139766
ECH1,7.594063326,7.751778733,7.292654418,7.34788969,6.827635926,6.915443669,7.053705616,6.723606763,7.30905229,7.203384961,7.248951323,7.16177912
LAPTM5,0,0,0.174724574,0.152880827,0.409419048,0.269792578,0.335603525,0.69242597,0.240977652,0.28221113,0.302046089,0.12386842
HEY2,1.117047965,1.66872431,1.938276631,2.360681908,4.184532094,3.029087838,4.732237026,3.91604644,1.494637005,1.243889901,2.983517322,2.501296918
RAC2,1.596131703,2.010387444,1.820510496,1.836371869,3.154689,3.621746692,3.468426876,3.599818894,2.40335512,2.780216611,2.74541955,2.732946811
HES2,0.781906208,0.373512171,0.754169838,0.417230834,1.209517945,1.266138222,1.18930297,1.792436638,1.161045377,1.056782,1.189605987,1.36116349
CXorf40A,2.812495134,2.470759677,2.670055622,2.867373067,3.164322378,3.20560819,3.49473608,3.533648344,2.257402749,2.421466823,2.614384204,2.56825104
SPNS2,5.052815952,4.723189576,4.811480485,4.591123573,3.578734259,4.110980888,3.531507411,4.082659488,5.233165559,5.450990902,4.870735956,4.915614714
BAMBI,7.193860087,7.096140488,6.123272882,6.193325136,7.017981048,6.099825342,6.561800443,5.466907975,7.891200007,8.108549798,7.234149627,7.413530448
ZG16B,6.865965084,7.108550603,6.206114885,6.429313576,5.322653687,5.249766846,5.418167278,4.876378045,5.534162297,5.663719295,5.341728757,5.411224161
KIAA0319L,7.327078113,7.357611386,7.257477677,7.34788969,6.757767902,6.92361256,6.599521673,6.939582932,7.127774376,7.188859649,7.124449659,7.11915251
RUSC1,6.750220941,6.968769781,6.715234765,6.871717486,6.617538345,6.69265374,6.553778922,6.640114125,6.965168196,6.816824937,6.858584131,6.833549055
CT62,0.925430949,0.601344673,1.418856819,1.694098502,1.654388182,1.690509545,1.709222255,2.00271069,1.494637005,1.12982028,2.204710895,2.197270667
TXNIP,8.085736392,8.463898795,7.545232118,8.141816947,6.970725378,7.153191555,6.92072541,6.998415337,7.117234101,7.456529075,6.800991982,7.114493102
SLC24A3,6.298206088,6.495724829,6.514511133,6.895843866,6.07288418,6.215459047,6.241134299,6.439705988,6.585586123,6.621726944,6.993903009,6.90544135
KATNAL1,3.952142397,3.955738395,4.066113423,4.297813688,4.515181404,4.398051638,4.573789704,4.710584574,4.472298769,4.856956401,4.691633683,4.629821274
CD2BP2,6.621083327,6.419331338,6.776947066,6.607474069,6.457796499,6.219445904,6.434101004,6.337397294,6.678644195,6.482258081,6.585260298,6.623981242
RBM24,2.71706971,2.849110456,4.752981901,5.103797432,4.630872711,4.727848322,5.593605884,5.558494993,3.464013008,3.441830519,5.171935459,4.885300709
KLRG2,2.765571254,1.796944984,2.472260973,2.217763941,1.417156503,1.044355503,1.574750268,1.313619534,1.718348399,2.034504627,1.816801828,1.968538193
SCNN1A,5.489556905,5.532498038,5.385893432,5.731458921,5.331231474,5.186001389,5.200245745,5.084821514,5.367559152,5.471040606,5.52315153,5.604380482
BNIPL,8.194692631,8.111815208,8.089369714,7.916942879,7.137730018,7.322144439,6.977797136,7.228113773,7.643790409,7.520456598,7.522759028,7.450972976
NDST1,7.816683989,8.054638785,8.171764923,8.470435453,7.965479496,7.873642326,7.849998981,7.941371041,7.924831275,8.155401454,8.363257309,8.549141279
RIPK4,4.727581768,4.702871666,4.41564546,4.462921193,4.269553376,4.388640341,4.21993902,4.251350697,5.135073922,4.913210975,4.753145908,4.68868275
EMP2,9.512686752,9.735166379,9.210708682,9.331669395,9.071393085,9.226953919,9.176610893,8.968486046,9.343331344,9.341095208,9.060202575,9.029933309
INSIG2,5.631092061,5.721097374,5.050689191,5.033317168,4.744408263,5.029793393,4.473418119,4.663917442,5.152875971,5.642036187,4.4388615,4.904861257
SMTN,7.748339483,7.534448937,7.401393446,7.070784215,5.722142888,6.765358881,5.655717605,6.766492198,7.456698941,7.63072751,7.101390404,7.389818414
TRAK1,4.499973298,4.780543254,4.650704797,5.103797432,5.23051335,5.065669123,5.103428898,5.172954938,5.080310558,5.127509272,5.232768722,5.107909338
DCP2,8.543632085,8.182671635,8.415732931,8.080779121,8.245247417,7.804108451,7.832423594,7.806599862,8.890591849,8.708320158,8.511637744,8.247839194
PRKAA2,3.408982292,3.431426578,3.926501866,3.875319559,4.078985633,4.167104527,4.02998323,4.43897855,3.696215902,4.0986447,4.283631112,4.370078716
IER2,5.190631991,5.169129211,5.083928178,5.016807094,4.45169437,4.471210295,4.338815269,4.377431028,4.85053564,4.713843525,4.528939901,4.50721023
ADAM15,8.443776529,8.657787093,8.237040221,8.606024763,7.962894336,7.985560724,8.159339811,7.964996036,8.522865533,8.348507212,8.502711065,8.401664192
SSH3,7.322627521,7.677193395,7.187842846,7.445183232,6.914396033,6.753951153,6.699854776,6.637491135,7.310705239,7.221947445,7.063795104,7.115892504
LMX1B,3.34658325,3.258455933,3.946719269,4.316820491,4.831632964,5.239333072,4.863500297,5.42371738,4.559413525,4.55936827,5.295424435,5.191693167
IGFBP5,11.28715291,12.16329479,12.36037783,13.13625722,11.53780646,10.74070042,11.58232858,10.95940999,11.27992967,11.24649795,11.84665751,11.9160473
GPSM1,2.901998439,2.796388959,3.279769682,3.291888693,3.832420456,4.186243118,3.570901966,4.387456791,4.030631783,3.796121647,4.135381101,3.830232726
SPOPL,6.343642906,6.35958315,6.750164309,6.652522319,6.158521057,5.591780673,5.987544585,5.70798927,6.256335042,6.75178883,6.544447727,6.660239769
MBTPS1,8.827398953,8.893648852,8.947053465,9.179405196,8.675363886,8.695574486,8.771343361,8.813750819,8.847742492,8.862708796,9.021072676,8.991570529
SLC40A1,10.88877187,11.24763729,10.50280202,10.88847382,9.878695852,9.812406527,9.919098221,9.522415383,9.845662952,10.20354389,9.808858683,10.09267682
INF2,4.205195334,4.151354384,4.371459945,4.300544325,4.654989356,5.000745208,4.469633322,5.137751107,4.014494222,4.095609175,4.170012755,4.161850526
GYLTL1B,5.804758393,5.779503136,5.818846905,5.881250834,5.214374636,5.469896708,5.1760633,5.566238961,5.639985244,5.437867489,5.569877223,5.526548427
GNMT,6.394647893,6.676951887,5.838456425,6.028518464,5.162444709,5.563830182,5.110737624,5.275038976,6.379261595,6.279179833,6.018196369,6.090639474
PHKA2,5.87938311,5.680111073,6.068972025,5.874852401,5.861163473,5.493136535,5.602274059,5.760042407,6.339654527,6.04512025,6.289163157,6.179870279
C4BPA,2.793908322,1.956485167,2.203191453,1.590803999,1.010267492,0.496992956,0.836502314,0.326130589,1.4569192,1.724480231,1.087899501,1.309915389
MAPT,3.402862444,3.709144848,4.421435922,5.185839458,4.339249594,4.448744185,4.867820334,5.33972113,3.667606587,3.4655385,5.281094281,5.085228205
EPHB2,0.063451273,0.151616697,0.060623375,0.052780958,0.123660495,0.782174248,0.368495449,0.626231839,0.051523357,0.481407374,0.208219002,0.393728698
CEBPA,6.681103699,6.537054406,5.886344891,5.836795056,5.273429628,5.184642507,5.166743258,4.788314116,6.310210801,6.063102663,5.629913378,5.526548427
LINC00836,5.098971316,4.042378262,4.569590609,3.452736571,1.209517945,1.440219046,0.551500497,0.591959872,0.149358158,0.147995142,0.107862683,0.12386842
ADGRB2,3.856863446,3.874502499,4.660530765,4.739366543,5.384747656,5.043351552,5.330112971,5.422498988,4.995703886,4.773942667,5.238713312,5.13760661
RIMS2,0.238603818,0.102827024,0.228560373,0.334381857,0.753718901,0.892826445,1.054307653,1.134721711,0.408416046,0.23884517,0.860065716,0.741916024
ACAA1,5.673650974,5.740165355,5.734144207,5.701813529,5.154008021,5.410685869,5.093625975,5.517998709,5.782118924,5.790208873,5.625382877,5.848390011
KAZALD1,6.692437578,6.796347019,6.329806517,6.455889709,6.343197126,5.782607626,6.107475455,5.605421455,6.189629352,5.830935074,5.927260507,5.6642677
PLEK2,2.004498686,2.499315164,1.970230902,2.360681908,3.279607127,3.509004229,3.509557268,3.487786037,2.753747087,2.560053922,3.045872488,2.854168144
CBFB,4.183939289,4.058459386,4.605640474,4.788823686,5.436349479,4.864812664,5.44154131,5.073998516,4.592403227,4.72370787,4.685118052,4.518540911
AK1,4.789875627,4.908484055,4.706311414,4.743386109,5.05002076,5.239333072,5.380366034,5.238118318,4.975838666,4.899351635,4.990070878,4.792673837
GRIK1,2.398198363,2.297312504,2.343989987,1.677388209,1.334240345,2.135196273,0.812798032,1.730771947,2.178488019,2.167655065,1.816801828,1.793042698
43711,1.312528651,1.734258643,1.653433784,1.866169388,3.773844106,3.414787763,3.817138153,3.71973452,3.041833639,2.896408933,3.156771671,3.15209253
IGFBP6,0.53568048,0.414071314,0.557855369,0.67464054,1.555361378,1.7057476,1.843964297,1.649789068,0.876761632,0.324311502,0.949771605,0.662426763
PLAGL2,6.099689683,6.326764459,6.226102884,6.500509529,5.944591079,6.031171601,6.018312931,6.005999089,6.26318057,6.357929561,6.537230517,6.273129743
RDH13,4.677763502,4.583479687,4.780276281,4.545811684,4.274009436,4.213150915,4.237850816,4.389952383,4.607544008,4.621891135,4.489597698,4.693689432
MTHFD2,6.753831832,6.453784328,6.827430989,6.704477487,7.272437973,7.319360911,7.52526422,7.342689575,7.138238202,7.272888231,7.319712908,7.302387103
SPRY1,3.396716526,3.494252187,2.505351463,2.583318517,2.52934714,2.634455436,2.019901349,2.307323084,3.501548195,3.858336855,2.577333714,2.932496217
MYO1C,8.482195569,8.621173497,8.37882255,8.551618564,8.103162694,8.348144764,8.065607276,8.324769278,8.751955075,8.631412758,8.704517497,8.569200921
RBP7,2.726901341,2.554784492,2.951934399,2.925135748,3.523665844,5.275525848,4.082967896,5.218595712,3.128358084,3.285449263,3.678054626,3.830232726
SGSM3,6.052580721,5.962405018,6.170455358,6.092153282,5.985921586,5.516007928,5.654051063,5.807485109,6.480245692,5.967544715,6.05824391,6.034523067
RASAL1,0.238603818,0.414071314,0.42581417,0.37640098,1.031477375,1.306678565,0.905364234,1.528186758,0.284694031,0.324311502,0.208219002,0.343644525
SYTL2,2.614882595,3.264013906,2.689381882,3.040701882,4.779306669,3.568561746,4.375685324,3.261191618,3.655169619,3.621406659,3.530789609,3.277436493
PIM1,1.175653666,1.308893306,1.220580849,1.379778893,1.916234528,1.511321428,2.334848611,2.296722582,1.207212771,0.953263756,1.648392126,1.481843743
CXXC1,5.281826199,5.241346005,5.260672285,5.175463902,4.918160087,4.421314739,4.685687375,4.477034197,5.080310558,4.685859054,4.761428202,4.703650973
TM9SF4,7.756161856,7.862396583,7.738817412,7.968291029,7.324920096,7.315641167,7.376305795,7.376430194,7.815913897,7.765994765,7.907737762,7.849813446
COL9A2,5.195950749,5.408752961,5.135919509,5.358250626,4.988988505,4.519437746,4.843167294,4.574597118,4.930115833,4.847965046,4.87646653,4.968211585
SLC19A3,1.955165755,2.036601707,1.272762468,1.590803999,0.779020593,1.203108222,0.949511376,1.036201704,1.939593149,2.156045683,1.497902742,1.968538193
SLC25A30,4.212211652,3.962590886,4.240016313,4.346191426,4.804167375,4.631398522,4.780390166,4.966079857,4.561636464,4.546087165,4.613723029,4.671021251
PNMA2,0.12422906,0.198810213,0.060623375,0.103698884,0.409419048,0.310231785,0.634975116,0.195273071,0,0.10033058,0,0.182030019
PTGFRN,8.462838188,8.332195271,8.245225397,8.33931125,7.378666592,8.222340435,7.263339883,8.182310511,8.801701908,9.03343,8.688590515,8.797387474
SLC4A8,3.408982292,2.616913241,3.153253899,2.556154571,3.811115397,3.386698659,3.649952137,3.356140903,3.116310646,2.889414726,3.181671773,2.57911408
TRPV6,6.414555469,6.326764459,6.889324351,6.748139828,6.499777248,5.94229887,6.238356533,5.977244422,6.668366729,6.212090178,6.641871572,6.497991807
NOD2,1.437535542,1.765942258,3.425190673,3.601871092,3.516161974,3.047145991,3.602352475,3.61269645,3.035450129,2.889414726,4.112901911,3.926944188
TSR1,6.350018621,6.371861082,6.456472221,6.501103149,6.018818014,5.796907976,6.129230837,5.911022877,6.288901315,6.191623777,6.464903334,6.305378242
PIEZO1,8.323186476,7.950774144,8.544187389,8.277591959,7.72772434,7.706644204,7.224004037,7.993583248,7.869382751,7.576781417,7.710112576,7.644389022
NANOS1,6.381481279,6.568275756,5.710690976,5.649225098,4.482824994,4.643318767,4.150716642,4.43897855,5.933120435,6.481095447,5.150022974,5.692053782
PTPN14,8.411182469,8.078886089,8.247060679,8.032525551,7.858836077,8.177786844,7.501829021,8.083052437,9.017471351,8.804292896,8.730589976,8.313547535
ANP32A,6.636161108,6.585580003,6.647062345,6.645021763,7.253665098,7.068053749,7.347723319,7.04190972,7.085143208,7.006542598,7.209389857,7.05688824
GDI1,6.282459069,6.123942314,6.549303943,6.290614193,7.3512531,7.224355181,7.47281675,7.33364362,6.381150761,6.253534491,6.63569002,6.495843669
RNF222,2.067756678,1.452109963,1.730087807,1.608541547,1.190786532,1.458325854,0.905364234,1.415120347,1.418188767,1.830530066,1.457692954,1.656114397
METTL13,6.159897899,5.97007635,6.178171234,6.209397159,5.682467788,5.876492769,5.743750374,5.992104104,6.255648699,6.126936685,6.235176968,6.116968329
RADIL,1.413385703,1.827295469,1.692269838,1.952038199,3.154689,2.998479355,2.949018142,2.938714721,2.535889108,2.12064626,2.519910405,2.124982247
TUBB2B,0.344573385,0.052329433,0.42581417,0.37640098,0.200579042,0.723493768,0.462897791,1.061469585,0.101269918,0.28221113,0.158913286,0.237937441
ATP11A,2.92780136,3.093445622,3.378327009,3.654048048,4.008535334,4.22905795,4.18112163,4.630539427,3.823935861,3.71931753,4.309279038,4.009569729
TNFRSF18,0.12422906,0.102827024,0.060623375,0.052780958,0.591815608,0.228187076,0.788697759,0.556853905,0.327124588,0.194135169,0.107862683,0.12386842
MYO9B,6.350813609,6.10005829,6.450112995,6.069918889,6.039903476,5.96384778,5.630515049,6.024587679,6.457744794,6.288514373,6.283423259,6.247823217
RNF114,8.529657857,8.53040867,8.057187434,8.085536677,7.412658904,8.145497994,7.60743054,7.964158914,8.193484912,8.513682408,7.992856327,8.197177473
CCDC110,1.886649427,2.563825522,2.927727697,3.319075619,3.642156361,3.400811572,3.864024546,3.837774067,2.929274783,3.029611588,3.511277813,3.765132445
CDC14A,2.28296797,2.264416019,2.343989987,2.285489105,3.418914067,2.734427415,3.374397664,2.825280049,2.851464986,2.560053922,2.962118632,2.523961971
ELOVL2,0,0.052329433,0.280459288,0.052780958,1.510748123,3.221598147,2.383934739,3.739438528,3.158043754,3.269375719,4.826028569,5.130239405
RAPGEFL1,2.92780136,2.684788348,5.237883022,5.391928611,4.896648784,5.659864887,5.622015401,6.813261929,4.225480214,3.695455696,6.309074848,5.893691728
ANKFN1,0.394775351,0.288804001,1.855150209,2.471452168,1.449033108,3.268531409,1.709222255,3.723696909,1.81095581,1.724480231,3.045872488,3.195095284
GALNT5,0.063451273,0,0,0,0.123660495,0.09564743,0.12075235,0.195273071,0.284694031,0,0.512953121,0.620977045
UBALD2,2.726901341,2.318834021,2.809060769,2.071958165,3.054642741,3.150990947,3.386491967,3.255728874,2.535889108,2.53338111,2.460106401,2.318908649
ZNF703,5.229188369,5.331452241,6.747285598,7.22714592,6.745787045,5.993640746,7.528451308,6.714177666,5.700749955,5.390352841,7.43001018,7.103719009
LSG1,7.443076032,7.489192884,7.678743304,7.707608953,7.327333966,7.174227102,7.385876175,7.343333549,7.393213218,7.347513984,7.551998167,7.522359755
PDP1,5.138180407,5.137686019,4.620818858,4.489489282,4.148583948,4.119539888,3.616113384,3.91604644,3.874880721,4.572528227,3.388317622,3.834772244
