"","MCF7_S1","MCF7_S2","MCF7_S3","MCF7_TamR1","MCF7_TamR2","MCF7_TamR3"
"COPG1",8.333732313,8.229708078,8.109224726,8.259653828,8.277766281,8.136468265
"COPS2",8.226893814,8.351482575,8.209292516,7.935058944,8.138763282,7.855902515
"COPS3",8.194781474,8.197133127,8.305655946,8.098847975,8.177010841,8.222166983
"COPS4",7.749949854,7.919894217,7.808481588,7.633293154,7.486119026,7.403983438
"COPS5",8.00351229,8.178022404,8.210978112,8.038496541,8.124612468,8.053448071
"COPS6",9.974549388,9.819874113,9.647724635,9.195849541,9.052896763,9.162552458
"COPS7A",7.053654418,7.102070185,7.053697855,7.617643774,7.423947873,7.288589272
"COPS8",8.002286212,8.316625475,8.014332974,8.239684444,8.33132006,8.164660592
"COPZ1",8.063783343,8.106034183,8.179257243,8.3202545,8.350682876,8.13293151
"COQ2",6.446372038,6.663771557,6.611556025,6.321477182,6.630711243,6.263410059
"COQ4",7.156629199,7.281039801,7.031913439,6.394788497,6.391647445,6.603656015
"COQ6",6.158539003,6.673259601,5.688068431,6.222089681,5.660238402,6.211401637
"COQ7",6.963497244,6.77638039,6.605553595,6.889351853,6.709028655,6.991113639
"COQ8A",6.202985754,5.992904357,5.936661493,6.230952301,6.100136671,6.229068736
"COQ9",7.815652275,7.755461794,7.547611772,8.052899479,8.056865277,7.919626114
"CORO1A",4.67795919,4.573435122,4.358818205,4.30560579,4.179749887,4.676887959
"CORO2A",3.876074862,4.206018004,5.120517834,4.041681052,3.962919135,4.964999245
"CORO2B",3.048933645,2.591679417,4.064882852,3.384049807,4.153318952,3.12498977
"CORT",4.68683665,3.710172748,4.009884589,3.954754665,3.352334805,2.959028219
"COX10",7.056345082,7.048388784,6.990966202,7.012043433,7.155617697,6.999323578
"COX11",8.265647861,8.475461887,8.699149039,8.299917741,8.311117069,8.167076877
"COX4I1",11.91869891,11.80960094,11.69394295,11.79375773,11.66842853,11.78069846
"COX5A",9.824527617,10.02599219,9.844219293,9.753164925,9.727088283,9.593712308
"COX5B",10.75480151,10.76612718,10.39623122,10.38525198,10.3626759,10.26005036
"COX6A1",12.2878327,12.17516372,11.92918331,11.97617601,11.95263643,12.06524816
"COX6A2",3.804879608,2.481557281,3.864829951,4.849649048,4.781569545,3.757983301
"COX6B1",10.77255871,10.97504187,10.56391982,10.83810245,10.8857101,10.84576759
"COX6C",13.68029644,13.67927259,13.89233505,11.94757338,11.92367363,11.93743267
"COX7A1",2.066605884,2.201947456,0.968643756,2.546462358,1.588804567,3.108691716
"COX7A2",10.59070493,10.5590606,10.40513721,10.18198458,10.16341445,10.25084436
"COX7A2L",9.108723075,9.274927868,9.150001093,8.933174261,8.794591319,8.952633514
"COX7B",10.60204835,10.37393309,10.34460772,10.09371466,10.26495039,10.2503991
"COX7C",11.77329872,11.60323502,11.47796919,11.5066542,11.47122456,11.53121281
"COX8A",12.19755613,12.07404744,11.94170863,11.54214872,11.45442834,11.53365532
"CP",2.72334012,3.244125943,2.495950937,3.721919446,3.60833615,3.566936895
"CPA1",0.827819025,3.40585625,3.183486514,2.018634174,2.294841271,0.649845352
"CPA2",3.909004998,4.036063689,3.902459533,4.704484686,4.745022149,4.462314127
"CPA3",2.563890277,2.237563718,2.898014819,3.039840265,3.10400111,3.479230561
"CPA4",3.932439187,4.713585849,4.64021601,4.838296306,5.117196329,5.019746386
"CPB1",3.781569545,4.010153222,3.249900378,3.800848143,4.287620044,3.944296247
"CPB2",3.391217808,2.831269236,2.800744624,3.363311274,2.692427198,3.314261477
"CPD",5.899659026,5.501598374,5.220291255,6.039599035,6.067595697,5.177957645
"CPE",8.023593583,7.789950907,7.522809049,5.891394882,5.898159972,5.517559164
"CPEB3",2.312084262,2.634128558,2.32998465,2.492622329,2.13060145,2.144372734
"CPLX2",1.933572638,3.907371414,2.687508661,3.366811773,3.111031312,3.01238989
"CPM",3.60086441,2.343123519,2.00252251,2.518535139,2.946543728,3.837842351
"CPN1",4.908380611,5.091911357,5.837085441,5.185073638,5.051633121,4.848046999
"CPN2",2.704650675,2.671293372,3.005220313,3.118193584,2.296604239,2.976363636
"CPNE1",7.647890091,7.593577867,7.274326898,7.73756509,7.425820135,7.721639244
"CPNE3",8.872071515,9.117196329,8.970965785,8.965449541,9.139052462,8.850108683
"CPNE6",0.197865391,2.182056609,3.033687288,2.152183419,2.335426087,1.830660974
"CPOX",4.99004722,5.247661729,4.615475153,5.559002266,5.35631991,5.271985852
"CPPED1",1.849198652,2.929790998,3.527070336,3.921721947,4.038348381,2.660152815
"CPQ",2.82130204,1.752320428,1.957914599,3.304657056,2.80240004,2.829037689
"CPS1",4.572404647,4.149828396,4.052850585,3.388327324,4.747065094,4.929790998
"CPSF1",6.284143936,5.546493227,5.625182803,6.131445438,5.762880293,6.367406014
"CPSF4",7.748051928,7.81571631,7.682179986,7.312647024,7.175983604,7.20227078
"CPSF6",7.608195671,7.6856809,8.239020858,7.809227921,7.882575804,7.655745367
"CPSF7",7.447570932,7.501876983,7.864569987,7.267226777,7.406953269,7.229376425
"CPT1A",8.364585564,8.560512443,8.487554682,7.730864086,7.964664319,7.719060198
"CPT2",7.614982164,7.178266468,6.919149363,7.137995268,6.803640357,6.937367935
"CPVL",4.595026184,3.457331625,2.300416628,2.044743821,2.998014929,3.683808722
"CR1",3.660723298,4.765269521,4.473851838,4.726013749,4.778313725,4.844335433
"CR2",4.966015097,4.05154612,3.73508887,4.818543833,4.387293603,4.328692877
"CRABP1",5.660238402,5.873370284,5.835494637,5.491147606,4.9795681,5.384636991
"CRABP2",11.19352474,11.53170018,10.59149056,9.898134269,9.846941425,10.07753009
"CRADD",5.877155275,6.060890439,5.774312671,6.270398122,6.128602729,6.543480417
"CRAT",5.127468202,5.464210818,5.210661604,7.628358046,7.739881848,7.262245216
"CRBN",7.499829946,7.895981149,7.350550286,7.52421259,7.553283697,7.344934991
"CRCP",7.956724627,7.889187555,7.76586621,7.581411509,7.529266558,7.436811466
"CREB1",6.71482248,6.905447179,6.603937844,6.177698582,6.342199148,6.166876092
"CREB3",6.786936087,6.765362355,6.674036865,6.567134703,6.728491975,6.527007761
"CREB3L1",3.962271377,4.670896973,4.570766497,4.323370069,3.824054984,4.872139252
"CREB3L2",7.223374279,7.245219921,6.747481392,7.001385674,7.063707856,6.50387343
"CREBBP",6.933855862,7.049412953,6.425828525,6.889668225,7.049412953,6.50570042
"CREBL2",7.339021551,7.369143638,7.201104515,7.447537872,7.5135697,7.531482836
"CREBZF",6.268658955,6.142229617,6.381594861,6.738565197,6.617239702,6.780165717
"CREG1",8.265633798,8.349214871,7.923826622,8.124870905,8.320764453,8.104121707
"CRELD1",5.355685851,4.257387843,4.639347945,4.24039066,4.574707046,4.230126141
"CRELD2",7.808043902,7.858080488,7.553183842,7.33692603,7.433134724,7.296962079
"CREM",4.781621998,4.988412026,4.766277119,5.142331743,5.122921152,5.063761776
"CRH",3.399171094,4.610641012,3.592277624,3.21428026,4.272396509,4.34596403
"CRHBP",2.078268247,2.105007525,2.521302056,1.018634174,2.059355278,0
"CRHR1",5.154656113,5.694991594,5.154210531,5.42683501,5.404562567,5.421627265
"CRHR2",4.609577687,4.049456519,4.702989923,3.652715931,3.879117591,3.586644664
"CRIM1",7.259724436,8.093428129,7.26923891,6.987332236,7.45696217,6.882300674
"CRIP1",4.750767272,4.574585959,4.171607165,4.452331857,3.768713657,4.10777155
"CRIP2",9.346502653,9.357993982,8.443445035,7.496989554,7.392411882,7.453484656
"CRIPT",4.191325761,3.714355433,4.024851548,3.579904211,4.747118816,4.369675858
"CRISP1",3.361908693,3.216299645,3.33084519,3.150234709,3.394925655,3.306408077
"CRISP2",2.825989096,0.780730036,3.085764554,2.798257933,2.856587375,3.064537998
"CRISP3",2.688404188,3.312955542,3.602528144,2.001441974,0.589763487,0.506906555
"CRK",7.568153743,7.824004051,7.819534074,7.777689291,7.819233879,7.682208083
"CRKL",6.88315646,6.939908264,6.771621518,6.841847356,6.953183742,6.539065731
"CRLF1",6.105992292,6.37202923,5.883694122,5.616651758,5.789651012,5.730313886
"CRLF2",0.605968359,1.477159211,1.956056652,2.570220033,1.87026607,3.128788294
"CRLF3",4.383220433,4.70807685,5.327938808,5.723722371,5.856935906,5.50728723
"CRMP1",4.337853785,4.609932216,4.390736462,4.722028778,3.995936704,4.480782124
"CROCC",4.840161067,5.174086779,4.598841578,4.788998852,4.970071369,4.685603817
"CROCCP2",5.839304584,5.677028956,5.647688664,5.110321479,5.367301166,5.342163583
"CROCCP3",3.596577405,4.379898164,3.284366066,3.645125203,3.553237611,3.988775562
"CROT",5.717621593,5.70085582,5.863789813,6.555478751,6.404988248,6.599526089
"CRP",3.507667804,3.056063232,3.988593805,3.522055749,3.029276182,3.20116334
"CRTAM",3.358114898,2.118027423,3.272471161,3.09068409,1.746742716,2.352758525
"CRTAP",6.299153058,6.513522328,6.2566899,7.48178329,7.274932526,7.120279356
"CRTC1",5.76386301,5.5360529,5.437826962,6.056106597,5.257199243,5.32015971
"CRTC3",6.703695976,7.151118044,7.111240021,6.882581917,6.837981074,6.528086797
"CRX",3.337853785,1.72900887,2.989320696,4.356988892,3.744053428,2.804466643
"CRY1",5.945326777,5.970347518,6.105908509,6.431004434,6.363714264,5.831370588
"CRY2",6.478599762,6.314859635,6.628307006,6.331812684,6.071655424,6.208653813
"CRYAA",2.840161067,3.814345335,2.845188935,3.383773402,3.104504405,1.861955364
"CRYAB",3.356988892,3.505509886,3.439889048,3.724541138,2.772096792,4.277538484
"CRYBA1",1.597888675,1.569977093,1.462575888,0.045442971,2.779469857,1.843983844
"CRYBA4",0,2.347665656,0,1.557777671,0,0
"CRYBB1",0,2.939978765,2.073820233,2.961993677,2.284810223,2.166715445
"CRYBB2",3.754566868,3.789520604,1.405447844,2.58760502,2.914181795,3.438159755
"CRYBB3",3.619647767,1.188400925,0,0,0,0
"CRYBG1",7.410103621,7.430394006,7.304693557,8.362566322,8.433201506,8.234510901
"CRYBG3",5.020946614,4.528383781,5.030512652,5.931281202,5.750150901,5.820255564
"CRYGA",3.063330361,1.954568571,2.944108799,3.266486729,3.31019468,3.773785389
"CRYGB",3.745667602,3.571798142,3.402176425,3.213036155,2.961252884,3.057970069
"CRYGC",4.398829182,4.354522686,4.332636334,4.318461465,4.365412592,4.224889213
"CRYGD",3.814037648,5.176282875,5.025073103,5.566480313,4.967122485,5.131589484
"CRYM",4.803020332,5.021568561,4.823086954,5.715673766,5.793947889,5.440420721
"CRYZ",6.399205281,6.935459748,6.451853998,7.599883096,7.608727941,7.426600226
"CS",9.299803294,9.404264515,9.541967779,9.950541317,10.01927936,9.973850882
"CSDC2",1.641546029,2.142740172,3.599912842,2.104672131,3.806427177,1.988775562
"CSDE1",11.51206043,11.52744426,11.48791237,11.90163737,11.968972,11.9774742
"CSE1L",9.008840362,9.134744602,9.321321585,9.013012743,9.124739108,9.133704792
"CSF1",3.886355044,4.824615125,4.095249317,4.081339627,4.47851887,4.158983251
"CSF1R",4.309248961,4.571312754,3.786596362,4.787327978,4.749963258,4.825378604
"CSF2",3.12977757,3.364572432,2.72377697,3.456543339,3.227124934,2.902845384
"CSF2RA",4.748300209,4.982400408,4.777524922,4.666302128,4.534933133,4.628423667
"CSF2RB",3.541638734,2.931683057,2.092883966,2.525567789,3.571919463,3.791814071
"CSF3",2.193140919,3.705314441,2.701549057,4.001171714,4.10818988,3.033863452
"CSF3R",4.475279478,4.41149404,5.308994238,4.509695842,5.358220416,4.187846909
"CSGALNACT2",6.330648028,5.844686936,6.174905714,6.043410128,6.218432461,5.683471893
"CSH1",3.757023247,1.684818738,3.530070742,3.084064265,2.962549023,2.863343811
"CSHL1",3.487486349,4.053024425,2.544979883,3.483235359,3.117362586,3.154453593
"CSK",8.474107457,8.260900721,8.18899922,8.020252159,8.028486274,7.812786992
"CSN1S1",3.267236142,3.145188323,2.783247097,2.349648353,1.569004927,3.282291525
"CSN2",3.981578698,3.982126557,4.146492307,4.179033258,3.99004722,4.368628682
"CSN3",2.544485386,0.974529312,2.539531071,2.360926074,2.332851122,3.191404729
"CSNK1A1",9.170010158,9.242035567,8.923891972,9.286345211,9.336428454,9.281039801
"CSNK1D",8.902767016,8.550969905,8.567092861,8.570546418,8.423582373,8.483102313
"CSNK1G2",6.580853992,6.83047084,6.627971551,6.581049901,6.518881294,6.830698998
"CSNK2A1",7.205627104,7.382641317,7.374283122,7.170846429,7.310721832,7.033522115
"CSNK2A2",5.540120287,5.576643063,5.690417096,6.022767273,5.587635021,5.94976836
"CSNK2B",9.810827056,9.828180923,9.664888115,9.631811847,9.750157603,9.668923975
"CSPG4",3.416434434,4.203905884,4.044306681,3.636682617,3.852698035,3.872730279
"CSPG4P1Y",2.746527757,0.858378925,2.778839355,3.348232419,4.041593449,2.263635404
"CSPG5",4.616181231,4.515005916,4.790198599,5.243592923,5.331131922,4.759102558
"CSRP1",9.694340474,9.549145467,9.374648286,10.13549254,10.21604495,10.18304975
"CSRP2",4.840161067,4.887086547,4.990319572,5.580869063,5.458874106,5.487293394
"CSRP3",2.048584958,0,1.23388806,0.642470537,0,0
"CST1",3.180466161,2.987320866,4.028038652,1.652601218,2.493391151,1.437227739
"CST2",5.99065994,6.195446032,5.851799004,6.021413099,5.614562623,5.664937877
"CST3",10.40510848,10.44261699,10.29086094,9.475859053,9.469159482,9.403968531
"CST4",4.66214852,2.684818738,3.444534558,3.279768422,3.857085251,4.386121157
"CST5",5.247319935,4.974162168,5.164384043,4.927896454,4.339422474,4.722356725
"CST6",4.317738201,4.128045891,4.599436823,3.427337989,3.989865623,4.044743821
"CST7",0.133563526,2.174086779,0.913033,0.93960272,1.750606505,2.443606651
"CSTA",10.35186128,10.18679023,10.45121317,6.554435365,6.615210284,5.980139578
"CSTB",9.706394137,9.644939608,9.7277333,9.551308365,9.512191324,9.55049862
"CSTF1",7.842174318,7.906000659,7.928003088,7.847245307,7.900752112,7.775202022
"CSTF2",7.442503987,7.267526435,7.410612466,7.268471823,7.19477655,6.943417373
"CSTF2T",6.753363853,7.336194109,7.407165773,7.3425903,7.086741313,7.418586331
"CSTF3",6.682826084,6.793505772,6.818965567,7.16905311,6.86710573,6.804763474
"CT62",0.074505436,0.726831217,0.151858817,0,0.968643756,1.013640911
"CTAG2",2.367650631,4.075703759,3.963474124,4.341914607,4.439290681,3.624919711
"CTAGE11P",3.432959407,0.046840254,1.351062899,2.139469495,1.764261218,2.283329168
"CTBP1",9.441852771,9.249329189,9.304184738,9.331017684,9.41746226,9.362531256
"CTBP2",8.774477407,8.975888082,8.707510987,8.060993085,7.784549786,7.778491147
"CTCF",8.078134793,7.991895935,8.265816611,7.891978074,8.009509538,7.903845703
"CTDNEP1",7.849580247,7.780014757,7.701410436,7.940665968,7.837369329,7.959086196
"CTDP1",5.834028535,5.881150678,5.616886965,5.546153635,5.937132493,5.837262089
"CTDSP1",8.301893967,8.223364625,7.960633335,8.624484772,8.478793883,8.692472533
"CTDSP2",8.165751184,8.115439069,7.806704274,7.514193288,7.345627012,7.250971045
"CTDSPL",6.21864557,5.987229899,6.470260273,6.703363759,6.61815054,6.739402591
"CTF1",3.657640005,4.533874777,4.382252228,3.834610098,4.054848477,4.588564737
"CTH",4.446454752,4.093222111,4.134385246,4.422098415,4.501757586,4.913463905
"CTIF",5.223461165,5.321531299,5.348551126,5.38010603,5.775656367,5.453813858
"CTNNA1",10.4641138,10.51792622,10.39112434,10.37225456,10.35217477,10.30022899
"CTNNA2",3.011316722,4.284366066,1.979659552,2.047538389,1.631337144,2.63784206
"CTNNAL1",5.449924479,5.918934774,6.094278303,7.422056354,7.435786922,7.199191366
"CTNNB1",9.54306663,9.494197574,9.290235465,9.776390261,9.66780167,9.778003185
"CTNNBIP1",6.896308182,7.04194383,7.131074967,6.774800235,6.486215585,6.506970007
"CTNND2",7.099673925,7.077638233,6.18913269,5.447777537,5.601785642,5.273142859
"CTNS",6.241401666,6.313971371,5.873911605,5.919173205,5.674658376,5.922911406
"CTPS1",6.139796897,6.391234996,7.292349244,8.134092562,8.318990123,7.917771861
"CTR9",6.140553728,6.304237225,6.376464041,6.442031159,6.565840854,6.199377887
"CTRB2",5.138077209,4.543681467,5.205744385,5.402619864,5.443241954,5.434094415
"CTRC",4.715289376,5.271238903,3.964953053,3.775472012,4.706088449,4.257312406
"CTRL",3.549669171,3.079122064,4.447050155,4.32998465,3.299391206,4.592217814
"CTSA",9.026263374,9.030920896,8.516755851,8.453608115,8.415788238,8.440030292
"CTSB",8.494199574,8.379989109,7.704374016,7.073423952,7.154443466,7.005703137
"CTSC",2.798672679,4.038699551,3.966615038,3.493519248,3.700994494,2.257312406
"CTSD",7.802380652,7.613067476,7.701098491,7.86530643,7.984333005,7.605694332
"CTSE",5.985864701,5.649011815,6.09998945,5.520170776,5.682264276,5.444667067
"CTSF",6.803485376,6.588384839,6.646753096,6.304145941,5.946379968,6.277612871
"CTSG",4.146573767,2.444667067,2.683022665,4.107687869,3.994670229,3.842878292
"CTSH",9.036583005,9.12514738,8.600273471,7.477636856,7.58171278,7.311448621
"CTSK",4.808590988,4.508111681,4.838346737,4.358607249,4.627256627,5.123997204
"CTSL",7.726299915,7.908470683,7.652049031,6.796961081,6.929163706,6.782080881
"CTSO",3.917431755,5.208478242,4.826345097,4.726013749,4.64171942,4.844586516
"CTSS",3.206799487,4.017476563,4.244887059,4.194165869,4.063157759,3.927232775
"CTSV",6.045705065,6.371820197,5.694657366,5.134508464,5.780598819,5.310958078
"CTSW",5.123914459,5.254027072,4.166233395,4.138077209,4.56285296,4.258141996
"CTSZ",4.132823577,4.116946908,3.511721033,4.728301493,4.674404154,4.913846824
"CTTN",9.615066793,9.618864486,9.531586153,9.590764803,9.549160873,9.601521962
"CTXND1",4.452134141,4.87779332,5.575433357,3.852897744,4.813370766,4.07544706
"CUBN",4.206408798,5.215057281,4.171687219,4.022367813,4.994579724,5.167839602
"CUEDC2",8.026694951,8.202089532,8.134077156,8.117315828,7.684292776,7.909497113
"CUL1",6.648537346,6.774114963,6.854756204,7.340633476,7.523836356,7.485507332
"CUL2",6.374465716,6.651625784,6.765693858,6.511072648,6.518157421,6.334604028
"CUL3",8.761162251,8.831497268,8.617070693,8.710802991,8.772538921,8.70491691
"CUL4A",5.942631793,6.254820769,6.491821036,6.713640833,6.860031646,6.772017591
"CUL4B",7.37064382,7.381759231,6.879338185,7.55588516,7.569840422,7.436028546
"CUL5",5.577579888,5.493198984,5.684958962,5.987570996,5.645701659,5.623983883
"CUL7",7.034853974,6.464406886,6.506398832,6.942397208,6.803330378,7.010600833
"CUL9",4.483944727,4.257010618,4.215445635,4.693319679,4.223036338,4.197236355
"CUX1",7.915090609,7.799819091,7.482638574,6.257067208,6.421155961,6.353605591
"CUX2",2.460218329,2.092207438,3.324522612,3.018100008,2.741574847,2.629240034
"CWC25",5.525943572,5.460218329,5.146288637,5.07946345,5.169524197,5.328549275
"CWF19L1",7.525653915,7.583263328,7.411265222,6.987343607,7.283495863,7.260515005
"CX3CL1",3.232814227,3.754246162,3.870956473,3.988048397,4.371070912,4.469755763
"CX3CR1",2.966061256,2.331991778,3.277687254,1.275007047,3.469365054,2.675364313
"CXADR",3.346815094,3.582676423,3.218471211,4.417447491,4.614533177,4.602349978
"CXCL1",4.739524108,4.279916962,4.275901003,4.722083441,4.75312313,5.049979203
"CXCL10",4.751249465,4.477677328,4.680943165,4.404903122,4.846693885,3.6073895
"CXCL11",3.429482065,2.335997677,3.822322261,1.714575239,3.331418598,3.042819411
"CXCL12",5.644173548,5.655180069,7.167076877,4.773310671,5.501439145,5.385327491
"CXCL13",2.263635404,1.069014678,1.553360503,1.4473147,3.014890848,1.055195654
"CXCL14",3.794935663,3.951681037,4.887866408,3.732703354,2.60951859,2.215678597
"CXCL2",3.358396262,2.576763978,2.570220033,1.93960272,3.420078116,2.151209393
"CXCL3",2.58062791,3.198336989,4.246560102,3.154453593,2.794727767,3.300563057
"CXCL5",2.415488271,4.019257119,3.822016271,3.049630768,2.44625623,3.379482341
"CXCL6",1.673556424,2.552131108,3.392729562,2.638305577,2.480006551,1.372394965
"CXCL8",3.733137378,3.337568385,3.072620344,2.979659552,2.954754665,2.893944608
"CXCL9",4.731454808,4.683528036,4.330414984,4.736658989,3.584962501,4.436361755
"CXCR1",7.813338697,7.761025916,7.754687114,7.887275458,7.857383894,7.839821054
"CXCR2",0.983312871,1.485941983,3.401630467,2.8657209,1.700439718,3.396159489
