,hugo,MCF7_WT_veh_1-quant.sf,MCF7_WT_veh_2-quant.sf,MCF7_WT_veh_3-quant.sf,MCF7_WT_E2_1-quant.sf,MCF7_WT_E2_2-quant.sf,MCF7_WT_E2_3-quant.sf,MCF7_S_veh_1-quant.sf,MCF7_S_veh_2-quant.sf,MCF7_S_veh_3-quant.sf,MCF7_S_E2_1-quant.sf,MCF7_S_E2_2-quant.sf
ENSG00000138604,GLCE,3.697148842,3.73535537,3.773318057,3.755612942,3.722208065,3.622991243,3.987950566,3.950206991,3.941761762,3.905688811,4.042555042
ENSG00000138606,SHF,1.992494003,1.989327272,1.937969174,1.812552277,1.749686231,1.87291073,1.810058142,1.761580974,1.707314025,1.553632304,1.536734189
ENSG00000138613,APH1B,3.081512965,3.588524137,3.198284335,3.288514341,3.292122375,3.128446671,3.46412271,3.582278276,3.529562113,3.621367366,3.711212287
ENSG00000138614,VWA9,5.020363828,4.972023497,4.841327786,5.008910239,5.088172982,5.082827713,5.340198559,5.295270811,5.290669526,5.397560756,5.361136393
ENSG00000138617,PARP16,3.226871008,3.120319589,3.228387741,3.26250508,3.407578044,3.377344793,3.304869393,3.373591003,3.473006658,3.442194294,3.242988697
ENSG00000138621,PPCDC,4.190995789,4.299864602,4.247957734,4.715345888,4.50830276,4.339751469,4.502764096,4.333346015,4.62872601,4.560781341,4.688967358
ENSG00000138622,HCN4,1.64194364,1.718556712,1.783364453,1.532177297,1.46952656,1.449751521,0.998359445,0.961040206,0.888386731,0.834338259,0.841193008
ENSG00000138623,SEMA7A,5.180275985,5.324093397,5.333175391,4.439032642,4.477400806,4.583038618,3.891978755,3.852145497,3.904958014,3.701670145,3.640744926
ENSG00000138629,UBL7,4.593886944,4.645266341,4.682161329,4.780121665,4.772925718,4.799146743,5.194433733,5.145164841,5.079554928,5.083804029,5.144775163
ENSG00000138640,FAM13A,1.976577696,2.052110631,1.932185402,1.544597949,1.791192902,1.713269981,2.520461374,2.612570809,2.529512414,2.488920485,2.333193123
ENSG00000138641,HERC3,6.068116905,6.715234353,6.673358393,6.637465649,5.973091408,6.795673309,6.307163442,6.299252297,6.46715228,6.190154325,6.381951725
ENSG00000138642,HERC6,2.618091794,2.811957498,2.94820779,2.860559045,3.235292042,2.792110142,3.449372511,3.438872142,3.182186741,3.461801986,3.684529833
ENSG00000138646,HERC5,1.074388975,1.277000404,1.317020364,1.413461721,1.364289727,1.294653094,1.414915298,1.182329099,1.287420284,1.795425348,1.79943376
ENSG00000138650,PCDH10,1.317196383,1.605672586,1.381955551,1.199884003,1.297330543,1.563708739,0.525452329,0.162062407,0.15562011,0.086429705,0.101093059
ENSG00000138658,ZGRF1,1.531642962,1.663829156,1.371813044,1.759223641,1.834464841,1.682034795,2.418879637,2.553079556,2.6514211,2.705744531,2.477651431
ENSG00000138660,AP1AR,4.406420477,4.339556019,4.245457557,4.512981354,4.585969511,4.480309462,4.795611222,4.75592683,4.75777833,4.747828305,4.851187593
ENSG00000138663,COPS4,5.482501056,5.375501437,5.322166156,5.335384316,5.371144237,5.398676024,5.562021683,5.48940557,5.563154255,5.506821619,5.545182053
ENSG00000138668,HNRNPD,7.51762145,7.470396217,7.44211165,7.804686381,7.762557696,7.78379475,7.507485593,7.437701054,7.46205039,7.708930641,7.781323141
ENSG00000138669,PRKG2,0.777033332,1.117135142,1.009766661,0.871329219,1.026529197,0.957035345,0.568801661,0.973949989,0.860428912,0.382612255,0.362040032
ENSG00000138674,SEC31A,7.239146581,7.184291226,7.284226922,7.134419707,7.187013317,7.177286328,7.171668964,7.149347054,7.205731589,7.05049926,7.069310801
ENSG00000138678,GPAT3,2.794181689,2.862518858,2.824362986,2.483925644,2.788526818,2.786570644,2.762445559,2.551684825,2.679606207,2.627932458,2.413063264
ENSG00000138686,BBS7,3.498298616,3.774037243,3.741665121,3.549786085,3.887315967,3.546679413,3.694275917,3.987312033,3.903516518,3.819361527,4.041027491
ENSG00000138688,KIAA1109,4.340881529,4.503939941,4.426326541,4.181533863,4.263123392,4.089637719,4.336267896,4.203786206,4.367770666,4.321369303,4.375456883
ENSG00000138696,BMPR1B,1.513653983,1.42535827,1.747486226,1.38175858,1.566365109,1.458795958,2.484083981,2.702221345,2.472954038,2.395887588,2.237795277
ENSG00000138698,RAP1GDS1,5.631010766,5.557831453,5.515914981,5.61980691,5.687265614,5.650750043,5.415936498,5.360713881,5.524623248,5.460501931,5.481212258
ENSG00000138709,LARP1B,4.010639053,3.946619613,3.98356771,3.854892513,4.09716452,4.057721023,3.893306094,3.935897393,3.871386526,3.80208636,3.993680611
ENSG00000138735,PDE5A,3.881186807,3.620832058,3.645658824,3.832617749,3.792400575,3.747470113,3.445228904,2.936530905,2.907877831,3.187990341,3.197351175
ENSG00000138738,PRDM5,2.596992134,1.938818728,1.992588626,2.09413947,1.971361085,2.260870925,2.424560536,2.395449149,2.446373494,2.358236172,2.347463408
ENSG00000138744,NAAA,5.821535326,5.613007166,5.564093077,5.81099162,5.723424688,5.809626099,5.689276038,5.739015964,5.656330497,5.727347754,5.567458197
ENSG00000138750,NUP54,4.877848277,4.89471117,4.964520059,5.087982826,5.051223952,5.154014714,5.362845908,5.380529845,5.332756977,5.441285135,5.532628907
ENSG00000138756,BMP2K,3.794551239,3.931784118,3.682347437,3.826055929,3.914135956,3.72764746,3.916435369,4.10927789,3.556778857,3.81733469,3.883320028
ENSG00000138757,G3BP2,6.143708402,6.169354583,6.190787661,6.181492439,6.300782344,6.195902606,6.337593378,6.292402495,6.309657642,6.335870464,6.332556783
ENSG00000138758,42624,6.849873531,6.739432904,6.816538565,6.781143685,6.886252408,6.741245388,5.987388276,5.998819753,6.015325998,5.848001841,5.885938301
ENSG00000138759,FRAS1,2.788481443,2.831461373,2.792752653,2.888004263,2.950182852,2.857165513,2.300794297,2.227049131,2.45056976,2.328546001,2.4276302
ENSG00000138760,SCARB2,6.604484705,6.591734298,6.623474108,6.537006117,6.561904183,6.544026681,6.982291102,6.948379497,6.912741715,6.879162031,6.891189166
ENSG00000138764,CCNG2,5.921089231,6.047055774,5.983873544,5.695971296,5.711137217,5.661729993,6.230804814,6.279261503,6.265012528,5.899113913,5.890151362
ENSG00000138767,CNOT6L,4.360181997,4.379287834,4.345780844,4.39600196,4.457234558,4.463963932,4.134578283,4.25297441,4.278111684,4.319082243,4.323149396
ENSG00000138768,USO1,5.106670762,5.136827102,5.087305834,4.981455401,5.085014548,5.059877632,5.119832238,5.123757231,5.027764484,5.028224394,5.105929455
ENSG00000138771,SHROOM3,4.570264723,4.479000335,4.482375071,4.563906581,4.404189096,4.314449079,4.38831604,4.481066074,4.434423801,4.263996633,4.222782154
ENSG00000138772,ANXA3,7.370135093,7.318895367,7.225308155,6.968882139,6.95711832,6.932711367,6.552982023,6.401199341,6.468212707,6.091007365,6.195530174
ENSG00000138777,PPA2,7.001970165,7.039447443,6.959073013,7.165897495,7.221601031,7.172860491,7.632535729,7.651198688,7.585640431,7.658952987,7.769045304
ENSG00000138778,CENPE,1.81395969,1.959553178,1.858884536,2.012054074,2.050634381,2.006540039,3.343918005,3.359797623,3.385320449,3.242825028,3.423528691
ENSG00000138780,GSTCD,2.968564136,3.15902573,2.863059288,3.057087092,3.22137279,3.04764034,3.849757137,3.706747244,3.603708421,3.748407743,3.761475811
ENSG00000138785,INTS12,4.632846109,4.666417803,4.610900875,4.559317186,4.665266711,4.506485614,4.70552175,4.488677856,4.525999055,4.515439972,4.675557623
ENSG00000138792,ENPEP,2.230245752,1.853424842,1.27819718,2.632763068,1.559466361,2.033763746,2.292079369,2.175604438,2.412973872,2.413703201,2.477810453
ENSG00000138794,CASP6,4.709680045,4.621405289,4.471230259,4.389924826,4.390357462,4.566444784,5.188038702,5.27902839,5.287304951,5.071726421,4.993596021
ENSG00000138795,LEF1,0.736413513,0.895379718,0.712553875,0.946564987,1.112919739,0.662088529,0.828344314,0.974566315,0.948645847,0.926474746,1.176298926
ENSG00000138796,HADH,4.336243042,4.406513949,4.367952102,4.781034939,4.698691445,4.701449085,5.087437153,5.081556765,5.15779151,5.373734482,5.268549785
ENSG00000138798,EGF,0.766896941,0.436248206,0.603750713,0.391298988,0.89507829,0.468908884,1.058881478,1.430897231,1.34543328,1.186134767,1.101613975
ENSG00000138801,PAPSS1,6.487003607,6.509968016,6.491581988,6.469465818,6.447410387,6.472580228,6.248856348,6.147858208,6.183070677,6.226444447,6.237384976
ENSG00000138802,SEC24B,4.846105637,4.806585451,4.915494609,4.803944588,4.876426085,4.815319758,4.933297858,4.862550576,4.891390508,4.826221016,4.822509903
ENSG00000138814,PPP3CA,7.250696035,7.233738328,7.294955195,7.262786384,7.21515434,7.170609899,7.096620943,7.11115555,7.02361638,6.916989152,6.96030745
ENSG00000138821,SLC39A8,4.266127397,4.324012509,4.169290397,4.589978617,4.529263746,4.543160969,5.050989276,5.045586473,4.982416883,5.081711886,5.225347009
ENSG00000138829,FBN2,3.088901628,3.147838086,3.121042265,2.902866602,2.870227976,2.87214339,1.385082374,1.321976626,1.447506359,1.117215668,1.110945884
ENSG00000138834,MAPK8IP3,4.743494341,4.536584392,4.82617377,4.816701019,4.568504492,4.535362356,4.027440191,4.192498614,4.027879552,4.195163155,3.795529145
ENSG00000138835,RGS3,3.665006647,3.897172225,3.531142491,3.165361295,3.367985315,3.44715385,3.951703708,3.859999982,3.873700563,3.802502138,3.989437059
ENSG00000138867,GUCD1,4.310168136,4.343824154,4.264477371,4.680980454,4.436270864,4.670948964,4.607985252,4.792057069,4.748470196,4.643534606,4.610384822
ENSG00000138942,RNF185,3.934206227,3.970868495,3.948747259,4.001428372,3.936291179,3.877531952,4.097535036,4.035829831,3.977720909,4.069129339,3.974626774
ENSG00000139044,B4GALNT3,1.37639208,1.094856599,0.949380141,1.083168972,0.943422006,1.10030356,0.844151332,0.591863691,0.88030005,0.384547976,0.740867995
ENSG00000139055,ERP27,2.179475381,1.957506056,2.195453749,2.088880399,2.097619898,2.062483031,3.408000527,3.450577704,3.458284876,3.192926376,3.271113377
ENSG00000139083,ETV6,2.294048703,2.194204645,2.379944451,2.327209644,2.243989813,2.231031433,2.344549587,2.187341779,2.315145359,2.102506296,2.143734949
ENSG00000139112,GABARAPL1,2.399231535,2.353887836,2.326263279,2.187248176,1.973403828,2.547486353,2.230689364,2.255502574,2.421995959,1.834947601,2.155059449
ENSG00000139116,KIF21A,4.974191038,4.857282288,4.801660356,4.807473424,4.952153824,4.817902714,4.43107827,4.408064439,4.299421767,4.381627529,4.466578181
ENSG00000139131,YARS2,4.328992958,4.319946636,4.424496202,4.229007729,4.44037753,4.480611534,4.271547439,4.402202353,4.282235174,4.507252339,4.652663164
ENSG00000139132,FGD4,3.075708054,3.019941282,3.35455329,3.15948985,3.020292338,2.956194408,3.122879485,2.760461276,3.082793555,3.15557018,2.703545558
ENSG00000139133,ALG10,2.460712006,2.253973781,2.546296891,2.500124388,2.448380932,2.74153343,3.274995124,3.133875588,3.300665886,3.488569289,3.354054335
ENSG00000139146,FAM60A,5.397650232,5.368301807,5.341197314,5.395763715,5.633137265,5.684391868,5.615470974,5.682221513,5.528624419,5.643279372,5.557768912
ENSG00000139154,AEBP2,4.49440921,4.456806806,4.617649415,4.446891405,4.596483484,4.475157859,4.579890155,4.41303902,4.596614972,4.57050167,4.550381226
ENSG00000139160,METTL20,0.901360837,1.459811548,1.395791643,0.848979208,0.972508933,1.42384813,1.286425799,1.439486441,1.725080179,1.467936761,1.523891254
ENSG00000139163,ETNK1,4.315078173,4.466955164,4.316221062,4.30031551,4.266815919,4.289401666,4.385405427,4.503560289,4.348895037,4.282044233,4.35221487
ENSG00000139168,ZCRB1,5.460237172,5.592893816,5.567746122,5.590535254,5.562497537,5.637073251,5.563728352,5.315146337,5.324756141,5.529070612,5.50957538
ENSG00000139173,TMEM117,2.184048873,2.320175021,2.315014319,2.376470431,2.373347532,2.468115506,2.102168977,2.268788885,2.029492881,2.069745938,2.237703515
ENSG00000139174,PRICKLE1,3.91385429,3.812873893,4.0000596,3.43148216,3.704137707,3.470553784,2.93139222,2.761426134,3.124291405,2.692238368,2.379260798
ENSG00000139180,NDUFA9,5.681776365,5.619127349,5.708969675,5.714132159,5.843633551,5.677581869,5.926327746,5.75306412,5.865774949,5.913547749,5.805859876
ENSG00000139182,CLSTN3,4.287262613,4.339681501,4.320767124,4.224530173,4.166796092,4.228762059,4.054715191,4.450860008,4.185887551,4.159030899,4.00716846
ENSG00000139190,VAMP1,2.216769911,1.743651971,2.1976006,2.251231902,1.756784499,2.229770632,2.264678081,2.045449611,2.29923733,2.29107748,2.270581267
ENSG00000139192,TAPBPL,3.520358379,3.302410012,3.492988339,3.248614832,3.533336997,3.536899489,2.316700841,2.284231045,2.474237622,2.255670523,2.275078882
ENSG00000139194,RBP5,1.06150733,0.876014335,0.937049043,0.766846061,0.770469649,0.613153485,0.779351344,0.642456674,0.616897783,0.385688352,0.209387234
ENSG00000139197,PEX5,4.820475131,4.807791889,4.802458772,4.961099502,4.943644713,5.018071379,4.788789885,4.686371956,4.785500072,4.90920921,4.955223097
ENSG00000139211,AMIGO2,5.081694547,5.167730838,5.091798831,4.959971803,4.939637979,4.995832261,5.74731059,5.847505655,5.678485494,5.873731515,5.933015469
ENSG00000139218,SCAF11,5.896664152,5.968864161,5.860313166,5.905504702,5.95020346,5.907488781,5.611095609,5.65228479,5.621697913,5.646371067,5.603443541
ENSG00000139233,LLPH,6.21925353,6.231951129,6.273483813,6.307497197,6.406241237,6.367871623,6.129742751,6.153936834,6.133060813,6.092897916,6.246345567
ENSG00000139239,RPL14P1,0.93720878,0.723942938,0.631948926,0.742766822,0.935337538,1.189103426,1.063420106,1.22429964,1.020583984,0.471799273,1.218173589
ENSG00000139263,LRIG3,2.414293081,2.414189126,2.638579677,2.470558652,2.517967643,2.509954845,2.428423961,2.46936929,2.551297228,2.32149271,2.618461152
ENSG00000139266,42438,4.320556161,4.480067966,4.455519238,4.398149906,4.423079932,4.46429513,4.512348265,4.250343901,4.478731767,4.506696506,4.429204855
ENSG00000139278,GLIPR1,3.581862187,3.579054003,3.811070946,3.622684885,3.453888642,3.566295934,1.267800642,1.561318119,1.274970085,1.624471993,1.628322405
ENSG00000139287,TPH2,1.078169172,1.226008185,1.152301556,1.257564772,1.183367092,0.78611463,1.146792708,1.032154458,1.446615668,0.829494017,1.237295712
ENSG00000139289,PHLDA1,5.048574714,5.139311538,5.176625085,4.4793964,4.620361426,4.647152442,4.775929117,4.80643223,4.776399342,4.94943254,5.002364397
ENSG00000139291,TMEM19,3.800685718,3.826057252,3.837109668,3.891741035,3.841706286,3.923540947,4.406296859,4.233967569,4.275306063,4.252298705,4.140822656
ENSG00000139318,DUSP6,4.136936171,4.215577651,4.055497631,3.486890677,3.468859579,3.273189568,4.831442544,4.911216085,4.784637986,4.757787075,4.695915888
ENSG00000139323,POC1B,2.841718965,3.045615259,3.143192414,3.49435762,3.707447817,3.703306632,4.482221,4.573891448,4.467465838,4.922650142,4.977120256
ENSG00000139324,TMTC3,3.482892673,3.383662134,3.46049777,3.586647426,3.544384859,3.32564157,4.186639211,4.148296868,4.05779925,4.250454192,4.175227569
ENSG00000139343,SNRPF,6.294992879,6.325462477,6.289154944,6.441361269,6.414819754,6.424528752,6.6759139,6.811478031,6.697252547,6.771523552,6.760049051
ENSG00000139344,AMDHD1,1.843287324,0.99264663,2.422621911,1.688080654,1.446940567,1.930040551,1.821858191,2.167856618,2.270869378,1.820568667,2.029498366
ENSG00000139350,NEDD1,4.402232603,4.395966532,4.550280185,4.590244505,4.412634556,4.463828868,5.271227173,5.181514225,5.222437478,5.230381379,5.328906566
ENSG00000139354,GAS2L3,2.894138494,2.644331162,2.910074666,2.917341811,2.909465911,2.90081446,4.738933386,4.616821463,4.728274661,4.634829168,4.715347783
ENSG00000139370,SLC15A4,4.612088354,4.553194793,4.617948325,4.586229412,4.500551535,4.726412895,3.93822829,4.05165621,4.010912647,4.056849327,3.984994579
ENSG00000139372,TDG,5.907589749,5.969643878,5.887098613,5.858494951,5.898824584,5.840916818,5.995695074,5.995040562,6.027060473,6.001036294,6.119320877
ENSG00000139405,RITA1,4.77461693,4.789890933,4.85769397,5.093179424,5.119306952,5.03379387,4.640318638,4.593432298,4.604501399,4.674561438,4.763605975
ENSG00000139410,SDSL,4.250270218,4.22183765,4.160644817,4.191052975,4.28915463,4.245690742,3.2668405,2.992101483,3.146886367,3.15270328,3.29413651
ENSG00000139428,MMAB,5.601802338,5.584182573,5.537264131,5.71038319,5.692195425,5.709887802,6.216577846,6.20292522,6.199882806,6.175694948,6.265683788
ENSG00000139433,GLTP,4.905384261,5.058205345,5.005926664,4.894226938,4.806751389,4.923165947,5.370077772,5.406214871,5.391936157,5.287915497,5.283816195
ENSG00000139436,GIT2,3.727888094,3.642160084,3.862868864,3.857341292,3.847398775,3.802857871,4.027643559,4.137059663,3.982525167,3.929042278,4.002870576
ENSG00000139437,TCHP,4.383982991,4.344105904,4.261623331,4.495551398,4.403489428,4.603004575,4.439235752,4.492921597,4.460078522,4.541407209,4.388035545
ENSG00000139438,FAM222A,3.539643103,3.565084709,3.639174269,3.450329727,3.524448377,3.534809533,2.896614993,2.718535232,2.79741148,2.908874187,2.941677265
ENSG00000139496,NUP58,4.858104912,4.766469013,4.87339829,4.772778801,4.919944734,4.861064121,4.721628362,4.600251952,4.682719638,4.674517599,4.774718336
ENSG00000139505,MTMR6,3.197390494,3.163780481,3.064853542,3.099532548,3.168986945,3.145028504,3.337391266,3.366410347,3.297213431,3.389180343,3.395002457
ENSG00000139508,SLC46A3,2.372644587,2.380212446,2.295941028,2.379384744,2.40552191,2.237526182,2.849931625,2.754541214,2.67716633,2.552448147,2.601040856
ENSG00000139514,SLC7A1,5.536842093,5.550445134,5.615673596,5.532992573,5.567117267,5.531227138,5.108474275,5.082870954,5.074586783,5.202684725,5.230336838
ENSG00000139517,LNX2,4.025994403,4.026180364,3.987957476,3.991852863,3.994860271,3.941585251,3.700794799,3.719829606,3.714278493,3.692985063,3.687799768
ENSG00000139531,SUOX,4.096885567,4.191536942,4.107197906,3.950475506,3.943561311,4.053637824,3.932862446,4.04580463,4.017381598,3.72190357,3.745497338
ENSG00000139537,CCDC65,1.827346434,2.164179279,2.058847476,1.679608008,1.700624371,1.51004539,1.304239416,1.018579342,1.17372614,0.956579349,1.053270546
ENSG00000139546,TARBP2,5.959167292,5.837798562,5.940153216,6.128692333,6.127347436,6.029638158,5.306793253,5.362632635,5.264457388,5.342778052,5.427596851
ENSG00000139547,RDH16,0.988393846,0.78642741,0.807955782,0.82446401,0.712001413,0.776698635,1.115147801,1.059569174,1.240012629,0.960380483,0.880225513
ENSG00000139579,NABP2,5.33031064,5.409530548,5.326144587,5.438673938,5.380353975,5.433899024,5.406210483,5.489017275,5.47408464,5.505612619,5.444725301
ENSG00000139597,N4BP2L1,2.17910007,2.094181334,2.059319937,1.927842612,2.079727286,2.105629373,2.19643809,2.339279138,2.236026209,2.166947639,2.231209535
ENSG00000139613,SMARCC2,5.733973944,5.702930599,5.847678026,5.831953578,5.799474382,5.761186723,5.51021144,5.547041191,5.55507996,5.589297442,5.636585045
ENSG00000139618,BRCA2,1.814651726,1.760497321,1.61805584,2.044382228,1.943544433,1.666704336,2.420527136,2.479560149,2.372191837,2.791795321,2.855604462
ENSG00000139620,KANSL2,5.2362287,5.144020812,5.046150851,5.054566742,5.320613995,5.212334473,4.473885385,4.532969703,4.5733678,4.571739054,4.63431841
ENSG00000139624,CERS5,5.50964295,5.518277766,5.649037806,5.340880503,5.387271515,5.441158923,4.633930138,4.665651775,4.719224409,4.539580662,4.61192028
ENSG00000139625,MAP3K12,3.620085485,3.711818431,3.619582626,3.649621782,3.614164579,3.771627888,2.470168472,2.74104992,2.910201817,2.723885943,2.720628129
ENSG00000139626,ITGB7,1.401188635,1.571763151,1.510016923,1.448727897,1.213895759,1.122606065,0.579641466,0.23670078,0.425285269,0.131526139,0.234421857
ENSG00000139629,GALNT6,5.24171623,5.284793273,5.407793481,5.431764582,5.411292038,5.39234165,5.598535586,5.644406185,5.55718251,5.615986682,5.50983203
